timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736960871.0483227, 1736960871.279428, 1736960871.4820442, 1736960871.658728, 1736960871.8280597]",1736960872.0891485,1736960872.0897346,1736960873.9563859,1736960873.9671416,1736960874.0793557,1.0,5,0.6377689838409424,0.08923172950744629,0.04472756385803223,0.23902201652526855,0.19921374320983887,0.30626940727233887,"[0.08506488800048828, 0.12716889381408691]",73031,"[3505488, 234688, 370848]","[48.0, 3.213539455847517, 5.077953197957032]",1736960874
"[1736960872.080634, 1736960872.256225, 1736960872.5130358, 1736960872.673776, 1736960872.9114776]",1736960873.0669904,1736960873.0671425,1736960874.4050846,1736960874.4098504,1736960875.0103302,1.0,5,0.3724966049194336,0.015587806701660156,0.07406139373779297,0.508899450302124,0.5001692771911621,0.09577775001525879,"[0.09604310989379883, 0.1505146026611328]",67812,"[3254976, 267288, 420472]","[48.0, 3.941603256060874, 6.200554474134371]",1736960875
"[1736960873.063903, 1736960873.2230418, 1736960873.4976182, 1736960873.7016604, 1736960873.857725]",1736960874.064045,1736960874.0641108,1736960875.2978203,1736960875.302724,1736960876.010027,1.0,5,0.5977606773376465,0.021841764450073242,0.02837681770324707,0.13821053504943848,0.25220775604248047,0.13986921310424805,"[0.08736157417297363, 0.12202858924865723]",70222,"[3370656, 222104, 357368]","[48.0, 3.1628834268462875, 5.0891173706245905]",1736960876
"[1736960874.0623674, 1736960874.2723596, 1736960874.4321485, 1736960874.6465025, 1736960874.8468423]",1736960875.0872254,1736960875.0873218,1736960876.0349157,1736960876.038069,1736960877.0115013,1.0,5,0.16857457160949707,0.012862443923950195,0.04451274871826172,0.11746025085449219,0.24476218223571777,0.15129470825195312,"[0.06576728820800781, 0.09194087982177734]",56021,"[2689008, 159880, 260424]","[48.0, 2.853929776333875, 4.648685314435658]",1736960877
"[1736960875.0704708, 1736960875.2721853, 1736960875.4506137, 1736960875.654586, 1736960875.8982563]",1736960876.0766046,1736960876.076751,1736960876.9253619,1736960876.9302418,1736960878.0120192,1.0,5,0.21990394592285156,0.020849943161010742,0.04623913764953613,0.14647507667541504,0.2786853313446045,0.14923882484436035,"[0.07868623733520508, 0.10446405410766602]",58286,"[2797728, 187144, 302280]","[48.0, 3.2107881824108704, 5.186151048279175]",1736960878
"[1736960876.0742037, 1736960876.2521842, 1736960876.45588, 1736960876.6512349, 1736960876.8483186]",1736960877.1067889,1736960877.106911,1736960877.7687297,1736960877.7713869,1736960879.0094438,1.0,5,0.16616106033325195,0.01680302619934082,0.041555166244506836,0.12127232551574707,0.24039149284362793,0.11633133888244629,"[0.05320382118225098, 0.07304716110229492]",38378,"[1842144, 123480, 194360]","[48.0, 3.217468341237167, 5.064359789462713]",1736960879
"[1736960877.1042402, 1736960877.32313, 1736960877.5314734, 1736960877.7141914, 1736960877.9064248]",1736960878.112513,1736960878.1126964,1736960878.8359003,1736960878.8386886,1736960880.0125508,1.0,5,0.1930553913116455,0.017660140991210938,0.0345921516418457,0.11496758460998535,0.22854089736938477,0.1346731185913086,"[0.06627392768859863, 0.0852653980255127]",51667,"[2480016, 151832, 245208]","[48.0, 2.9386649118392785, 4.745930671415024]",1736960880
"[1736960878.1091893, 1736960878.3437936, 1736960878.4688065, 1736960878.679282, 1736960878.9353998]",1736960879.0713997,1736960879.071549,1736960879.8856676,1736960879.8899605,1736960881.0090525,1.0,5,0.20912575721740723,0.020860671997070312,0.03993034362792969,0.14878034591674805,0.27419376373291016,0.13697576522827148,"[0.0712895393371582, 0.10637688636779785]",56313,"[2703024, 192688, 309872]","[48.0, 3.4217321044874187, 5.502672562285795]",1736960881
"[1736960879.0683293, 1736960879.3015375, 1736960879.4304476, 1736960879.6649344, 1736960879.8690326]",1736960880.0876715,1736960880.0878196,1736960880.9521897,1736960880.9583251,1736960882.0108743,1.0,5,0.206251859664917,0.017714262008666992,0.04267287254333496,0.1487584114074707,0.27465176582336426,0.15049457550048828,"[0.08614873886108398, 0.13098740577697754]",67573,"[3243504, 239152, 381840]","[48.0, 3.5391650511298893, 5.650777677474731]",1736960882
"[1736960880.0841887, 1736960880.3159676, 1736960880.4507754, 1736960880.6910965, 1736960880.896921]",1736960881.0543602,1736960881.0545166,1736960882.021982,1736960882.0326746,1736960883.0147133,1.0,5,0.23597335815429688,0.01272892951965332,0.03151440620422363,0.15103721618652344,0.26273059844970703,0.1874840259552002,"[0.10837411880493164, 0.15534234046936035]",74229,"[3562992, 291304, 464104]","[48.0, 3.9243961255035096, 6.252327257540854]",1736960883
"[1736960881.051632, 1736960881.2650263, 1736960881.4641755, 1736960881.6779144, 1736960881.8575864]",1736960882.05079,1736960882.0508852,1736960882.8677428,1736960882.8739507,1736960884.012467,1.0,5,0.1932356357574463,0.019292116165161133,0.03652524948120117,0.12562155723571777,0.2439582347869873,0.1577460765838623,"[0.08814549446105957, 0.12027382850646973]",64256,"[3084288, 221464, 352344]","[48.0, 3.4465886454183265, 5.483441235059761]",1736960884
"[1736960882.048507, 1736960882.2452784, 1736960882.450341, 1736960882.6455793, 1736960882.838635]",1736960883.1078205,1736960883.1079583,1736960883.8935792,1736960883.8977711,1736960885.0109189,1.0,5,0.19014406204223633,0.020819664001464844,0.03135824203491211,0.1335291862487793,0.27469730377197266,0.1409909725189209,"[0.06463217735290527, 0.09313344955444336]",56998,"[2735904, 169056, 272288]","[48.0, 2.9659988069756835, 4.777150075441243]",1736960885
"[1736960883.1050558, 1736960883.2633634, 1736960883.4846883, 1736960883.6946356, 1736960883.8767474]",1736960884.069019,1736960884.0691652,1736960884.8499572,1736960884.852944,1736960886.0119565,1.0,5,0.1965949535369873,0.020632505416870117,0.04146218299865723,0.14035749435424805,0.2708888053894043,0.13938283920288086,"[0.0651235580444336, 0.09209489822387695]",55112,"[2645376, 167736, 270520]","[48.0, 3.0435476847147624, 4.908549862098998]",1736960886
"[1736960884.0659873, 1736960884.2816496, 1736960884.5004275, 1736960884.6530604, 1736960884.8385854]",1736960885.108189,1736960885.1083796,1736960885.9388313,1736960885.945624,1736960887.0119107,1.0,5,0.2129969596862793,0.020642995834350586,0.047478437423706055,0.13697552680969238,0.2724282741546631,0.1525256633758545,"[0.07462716102600098, 0.09601283073425293]",59647,"[2863056, 167024, 268656]","[48.0, 2.8002078897513707, 4.504099116468557]",1736960887
"[1736960885.1053338, 1736960885.32075, 1736960885.4644537, 1736960885.7369127, 1736960885.9284043]",1736960886.0561218,1736960886.0562706,1736960886.855553,1736960886.8582907,1736960888.0119867,1.0,5,0.20893216133117676,0.020691871643066406,0.03878188133239746,0.13600945472717285,0.2634165287017822,0.14205431938171387,"[0.07375597953796387, 0.09421038627624512]",56677,"[2720496, 165088, 266432]","[48.0, 2.912786491875011, 4.700883956455]",1736960888
"[1736960886.0531394, 1736960886.255746, 1736960886.4819639, 1736960886.668726, 1736960886.866111]",1736960887.054092,1736960887.0542347,1736960887.8489342,1736960887.8540275,1736960889.0120764,1.0,5,0.201493501663208,0.014285802841186523,0.02910780906677246,0.12235808372497559,0.26395130157470703,0.14340543746948242,"[0.07308602333068848, 0.09064388275146484]",56936,"[2732928, 160904, 259688]","[48.0, 2.8260503020935785, 4.561051004636785]",1736960889
"[1736960887.0511806, 1736960887.252148, 1736960887.447121, 1736960887.6560407, 1736960887.8428743]",1736960888.1090693,1736960888.1092083,1736960888.892252,1736960888.8963125,1736960890.0126565,1.0,5,0.18998074531555176,0.02051711082458496,0.04546618461608887,0.1320657730102539,0.2600688934326172,0.1476573944091797,"[0.0736703872680664, 0.0956261157989502]",55322,"[2655456, 166040, 267704]","[48.0, 3.001337623368642, 4.839015219984816]",1736960890
"[1736960888.1059425, 1736960888.2767684, 1736960888.5072777, 1736960888.6680508, 1736960888.9038007]",1736960889.1133528,1736960889.1135538,1736960889.889097,1736960889.8920593,1736960891.0179958,1.0,5,0.20934677124023438,0.02039933204650879,0.032198190689086914,0.1250317096710205,0.23953485488891602,0.14922356605529785,"[0.06610798835754395, 0.09427118301391602]",55975,"[2686800, 168984, 271864]","[48.0, 3.018919160339437, 4.856882536846807]",1736960891
"[1736960889.1104388, 1736960889.3124287, 1736960889.5191321, 1736960889.7485352, 1736960889.9358766]",1736960890.0815997,1736960890.0817397,1736960890.9115708,1736960890.9143102,1736960892.0084136,1.0,5,0.21329069137573242,0.021625995635986328,0.044112205505371094,0.13811016082763672,0.2692275047302246,0.15227746963500977,"[0.07739782333374023, 0.09991216659545898]",55586,"[2668128, 181792, 292576]","[48.0, 3.2704637858453567, 5.263483610981182]",1736960892
"[1736960890.0785444, 1736960890.3068047, 1736960890.4514678, 1736960890.699288, 1736960890.8498437]",1736960891.0611784,1736960891.061317,1736960892.0080304,1736960892.0167477,1736960893.014716,1.0,5,0.24189996719360352,0.01360464096069336,0.03182578086853027,0.14533662796020508,0.25255298614501953,0.18569064140319824,"[0.10439777374267578, 0.13939332962036133]",79943,"[3837264, 253352, 407144]","[48.0, 3.169158025092879, 5.092928711707091]",1736960893
"[1736960891.0579531, 1736960891.2069504, 1736960891.4525104, 1736960891.6879013, 1736960891.882551]",1736960892.0941668,1736960892.0944004,1736960892.942104,1736960892.9472647,1736960894.0121446,1.0,5,0.22524046897888184,0.019982099533081055,0.04219698905944824,0.14861512184143066,0.27504944801330566,0.14010262489318848,"[0.07883477210998535, 0.11079216003417969]",65854,"[3160992, 204048, 326736]","[48.0, 3.098490600419109, 4.961520940261791]",1736960894
"[1736960892.0908897, 1736960892.3102102, 1736960892.5118248, 1736960892.6681087, 1736960892.8640454]",1736960893.066307,1736960893.0664446,1736960893.8954127,1736960893.8990257,1736960895.012426,1.0,5,0.2217426300048828,0.01943039894104004,0.033911943435668945,0.14194273948669434,0.26461052894592285,0.13915801048278809,"[0.07776498794555664, 0.10616707801818848]",65867,"[3161616, 197072, 317008]","[48.0, 2.9919686641261936, 4.81285013739809]",1736960895
"[1736960893.0630417, 1736960893.2375805, 1736960893.443197, 1736960893.6935558, 1736960893.897039]",1736960894.0580304,1736960894.0581722,1736960894.911316,1736960894.9152296,1736960896.017129,1.0,5,0.22279095649719238,0.02017998695373535,0.04735088348388672,0.14127659797668457,0.2756052017211914,0.15392208099365234,"[0.07858157157897949, 0.10161352157592773]",63689,"[3057072, 185752, 299832]","[48.0, 2.9165475984863947, 4.707751731068159]",1736960896
"[1736960894.0549746, 1736960894.2929053, 1736960894.4190774, 1736960894.6288588, 1736960894.8391912]",1736960895.120937,1736960895.1210809,1736960895.9649034,1736960895.9686549,1736960897.0121658,1.0,5,0.23133468627929688,0.0225679874420166,0.04589724540710449,0.14122557640075684,0.2755436897277832,0.14886116981506348,"[0.06845307350158691, 0.10267233848571777]",61565,"[2955120, 185792, 300704]","[48.0, 3.0178185657435233, 4.884333631121579]",1736960897
"[1736960895.1178515, 1736960895.3419545, 1736960895.5450761, 1736960895.689396, 1736960895.894956]",1736960896.1077085,1736960896.1078603,1736960896.9196932,1736960896.9234846,1736960898.011821,1.0,5,0.19694828987121582,0.01860833168029785,0.05111360549926758,0.15160107612609863,0.2897763252258301,0.13850045204162598,"[0.06831622123718262, 0.10019850730895996]",63689,"[3057072, 185016, 299352]","[48.0, 2.904991442792319, 4.700215107789414]",1736960898
"[1736960896.10457, 1736960896.329262, 1736960896.4846902, 1736960896.701662, 1736960896.9040227]",1736960897.1076577,1736960897.1078095,1736960897.9027016,1736960897.9072983,1736960899.0128217,1.0,5,0.19618654251098633,0.019386768341064453,0.04682040214538574,0.14826512336730957,0.24770116806030273,0.14713597297668457,"[0.08128905296325684, 0.10612058639526367]",67893,"[3258864, 195240, 314792]","[48.0, 2.8757014714329903, 4.6365899282694825]",1736960899
"[1736960897.1044226, 1736960897.3278327, 1736960897.534719, 1736960897.6915827, 1736960897.8918984]",1736960898.088862,1736960898.0890167,1736960898.8617835,1736960898.8657506,1736960900.009939,1.0,5,0.18781042098999023,0.018123149871826172,0.025397777557373047,0.1371164321899414,0.2419583797454834,0.1445918083190918,"[0.0782620906829834, 0.10315537452697754]",65529,"[3145392, 188728, 305080]","[48.0, 2.880068366677349, 4.655648644111768]",1736960900
"[1736960898.085792, 1736960898.3128083, 1736960898.4703085, 1736960898.6514943, 1736960898.8748255]",1736960899.1054983,1736960899.1056573,1736960899.986118,1736960899.9933784,1736960901.0118413,1.0,5,0.21437549591064453,0.0185697078704834,0.04788541793823242,0.15491700172424316,0.2849290370941162,0.1585230827331543,"[0.08204460144042969, 0.12273240089416504]",74689,"[3585072, 228824, 367512]","[48.0, 3.063690771064012, 4.920563938464834]",1736960901
"[1736960899.1020844, 1736960899.336294, 1736960899.4832823, 1736960899.7176821, 1736960899.93289]",1736960900.080076,1736960900.0802221,1736960901.024476,1736960901.0336468,1736960902.0132465,1.0,5,0.22295618057250977,0.024520158767700195,0.06123614311218262,0.15819478034973145,0.2762761116027832,0.15853500366210938,"[0.10640978813171387, 0.1627652645111084]",78637,"[3774576, 302464, 483680]","[48.0, 3.8463318793951955, 6.15079415542302]",1736960902
"[1736960900.0771646, 1736960900.2872543, 1736960900.4987922, 1736960900.7034202, 1736960900.8764594]",1736960901.056788,1736960901.0568638,1736960901.9051883,1736960901.9094465,1736960903.0109427,1.0,5,0.1988966464996338,0.021992206573486328,0.04375481605529785,0.13902997970581055,0.2682619094848633,0.14952635765075684,"[0.09404683113098145, 0.12734246253967285]",54848,"[2632704, 222048, 350144]","[48.0, 4.0484247374562425, 6.38389731621937]",1736960903
"[1736960901.0548635, 1736960901.2403185, 1736960901.4581707, 1736960901.6631458, 1736960901.8406901]",1736960902.109548,1736960902.1096807,1736960902.7384353,1736960902.7416396,1736960904.0099952,1.0,5,0.17072653770446777,0.0180361270904541,0.03463315963745117,0.10777592658996582,0.21941208839416504,0.10687112808227539,"[0.0550532341003418, 0.0605924129486084]",37698,"[1809504, 112944, 177168]","[48.0, 2.9960210090720993, 4.699665764762057]",1736960904
"[1736960902.1069226, 1736960902.3266683, 1736960902.4659674, 1736960902.6861928, 1736960902.9047554]",1736960903.114097,1736960903.1142402,1736960903.7596219,1736960903.7626178,1736960905.008365,1.0,5,0.1672050952911377,0.015748262405395508,0.021919965744018555,0.11008954048156738,0.2105727195739746,0.13060712814331055,"[0.05263185501098633, 0.07020139694213867]",41036,"[1969728, 117872, 186576]","[48.0, 2.8724047178087533, 4.546641972901842]",1736960905
