timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736609857.392307, 1736609857.6960714, 1736609858.0477786]",1736609858.4719315,1736609858.472485,1736609860.03301,1736609860.0405154,1736609860.1433725,1.0,3,0.469663143157959,0.041810035705566406,0.0448458194732666,0.19214439392089844,0.10106587409973145,"[0.316913366317749, 0.17855501174926758]","[0.04253554344177246, 0.08333659172058105]",42722,"[16, 16, 16]","[0.00037451430176489866, 0.00037451430176489866, 0.00037451430176489866]",1736609860
"[1736609858.4617848, 1736609858.8422792, 1736609859.129529]",1736609859.4657183,1736609859.4658754,1736609860.5669951,1736609860.5734537,1736609861.0105443,1.0,3,0.3266606330871582,0.028265953063964844,0.18949484825134277,0.1525588035583496,0.20385503768920898,"[0.10828351974487305, 0.10477852821350098]","[0.05108833312988281, 0.10966181755065918]",67357,"[16, 16, 16]","[0.00023754027049898303, 0.00023754027049898303, 0.00023754027049898303]",1736609861
"[1736609859.4606726, 1736609859.816996, 1736609860.1541913]",1736609860.403781,1736609860.4038494,1736609861.3653092,1736609861.371789,1736609862.0125625,1.0,3,0.3470780849456787,0.021353960037231445,0.06462454795837402,0.1505434513092041,0.1302635669708252,"[0.13384723663330078, 0.07949423789978027]","[0.058283090591430664, 0.09204959869384766]",69711,"[16, 16, 16]","[0.00022951901421583394, 0.00022951901421583394, 0.00022951901421583394]",1736609862
"[1736609860.4018419, 1736609860.7553945, 1736609861.0648308]",1736609861.4104233,1736609861.4105523,1736609862.2489665,1736609862.2544823,1736609863.009404,1.0,3,0.21285605430603027,0.019553184509277344,0.06944847106933594,0.14173603057861328,0.13457083702087402,"[0.15191078186035156, 0.07866954803466797]","[0.06212663650512695, 0.0876314640045166]",61223,"[16, 16, 16]","[0.0002613396925991866, 0.0002613396925991866, 0.0002613396925991866]",1736609863
"[1736609861.4073439, 1736609861.702778, 1736609862.0903854]",1736609862.4536445,1736609862.4537885,1736609863.3809156,1736609863.3899095,1736609864.0140665,1.0,3,0.27492284774780273,0.024181127548217773,0.06241202354431152,0.1509568691253662,0.1482410430908203,"[0.1525728702545166, 0.08210492134094238]","[0.06331801414489746, 0.09678840637207031]",75826,"[16, 16, 16]","[0.00021100941629520218, 0.00021100941629520218, 0.00021100941629520218]",1736609864
"[1736609862.4495559, 1736609862.7288234, 1736609863.1146219]",1736609863.4523954,1736609863.4525394,1736609864.2308846,1736609864.2374368,1736609865.0096753,1.0,3,0.18849921226501465,0.02009868621826172,0.04093647003173828,0.13788986206054688,0.12170720100402832,"[0.1503772735595703, 0.08087730407714844]","[0.05576753616333008, 0.08571434020996094]",70461,"[16, 16, 16]","[0.00022707597110458268, 0.00022707597110458268, 0.00022707597110458268]",1736609865
"[1736609863.4489794, 1736609863.802424, 1736609864.1314726]",1736609864.4597678,1736609864.4599075,1736609865.25162,1736609865.255891,1736609866.0112965,1.0,3,0.20335888862609863,0.01953744888305664,0.045882225036621094,0.13960933685302734,0.12503552436828613,"[0.13709306716918945, 0.0798642635345459]","[0.06496953964233398, 0.08261561393737793]",62206,"[16, 16, 16]","[0.0002572099154422403, 0.0002572099154422403, 0.0002572099154422403]",1736609866
"[1736609864.4561753, 1736609864.7479997, 1736609865.1694956]",1736609865.44467,1736609865.4448302,1736609866.279427,1736609866.2890477,1736609867.0107245,1.0,3,0.20770597457885742,0.021081924438476562,0.06374716758728027,0.12665009498596191,0.13086509704589844,"[0.15875744819641113, 0.08096456527709961]","[0.062294721603393555, 0.09522604942321777]",78370,"[16, 16, 16]","[0.00020415975500829398, 0.00020415975500829398, 0.00020415975500829398]",1736609867
"[1736609865.4407294, 1736609865.8092568, 1736609866.1164994]",1736609866.4055045,1736609866.4056628,1736609867.2138615,1736609867.2192223,1736609868.0111816,1.0,3,0.19432640075683594,0.014497756958007812,0.058248043060302734,0.13242483139038086,0.12007308006286621,"[0.16081500053405762, 0.08147764205932617]","[0.063507080078125, 0.08434939384460449]",62843,"[16, 16, 16]","[0.000254602740161991, 0.000254602740161991, 0.000254602740161991]",1736609868
"[1736609866.4019248, 1736609866.7448037, 1736609867.0709357]",1736609867.4475229,1736609867.4476743,1736609868.2412593,1736609868.2443624,1736609869.0112836,1.0,3,0.18063020706176758,0.013827085494995117,0.06868863105773926,0.1409590244293213,0.11979126930236816,"[0.1492748260498047, 0.08148336410522461]","[0.06081843376159668, 0.07763504981994629]",52754,"[16, 16, 16]","[0.00030329453690715395, 0.00030329453690715395, 0.00030329453690715395]",1736609869
"[1736609867.444899, 1736609867.7869046, 1736609868.1541045]",1736609868.4355736,1736609868.4357264,1736609869.2111018,1736609869.2136679,1736609870.0103881,1.0,3,0.17695236206054688,0.018238306045532227,0.058493614196777344,0.1407482624053955,0.10926413536071777,"[0.1535477638244629, 0.07298541069030762]","[0.06388688087463379, 0.06943392753601074]",46455,"[16, 16, 16]","[0.00034441933053492625, 0.00034441933053492625, 0.00034441933053492625]",1736609870
"[1736609868.4319625, 1736609868.7855983, 1736609869.0854287]",1736609869.436215,1736609869.436371,1736609870.3061728,1736609870.3139584,1736609871.011895,1.0,3,0.2059030532836914,0.023236513137817383,0.07959938049316406,0.14145874977111816,0.13903594017028809,"[0.1481914520263672, 0.08626198768615723]","[0.06615257263183594, 0.09749984741210938]",86424,"[16, 16, 16]","[0.00018513375914097936, 0.00018513375914097936, 0.00018513375914097936]",1736609871
