timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
[1736609541.048858],1736609542.1234205,1736609542.1238735,1736609543.0574188,1736609543.0594695,1736609543.1490974,1.0,1,0.4435276985168457,0.024987459182739258,0.013955116271972656,0.06281232833862305,0.030787229537963867,"[0.1396656036376953, 0.030421972274780273]","[0.006124973297119141, 0.008637428283691406]",8484,"[16, 16, 16]","[0.001885902876001886, 0.001885902876001886, 0.001885902876001886]",1736609543
[1736609542.1150117],1736609543.0690322,1736609543.0691192,1736609543.4764538,1736609543.4800034,1736609544.0099251,1.0,1,0.13251519203186035,0.01124429702758789,0.018957853317260742,0.08495163917541504,0.02729177474975586,"[0.06360340118408203, 0.05252480506896973]","[0.010898351669311523, 0.012387990951538086]",8344,"[16, 16, 16]","[0.0019175455417066154, 0.0019175455417066154, 0.0019175455417066154]",1736609544
[1736609543.0670295],1736609544.0910099,1736609544.091303,1736609544.4937658,1736609544.4956565,1736609545.0100632,1.0,1,0.13812494277954102,0.017493009567260742,0.017727375030517578,0.08035516738891602,0.053278207778930664,"[0.06305885314941406, 0.041219234466552734]","[0.01250910758972168, 0.009871959686279297]",8200,"[16, 16, 16]","[0.001951219512195122, 0.001951219512195122, 0.001951219512195122]",1736609545
[1736609544.086625],1736609545.0557868,1736609545.0560684,1736609545.4694536,1736609545.4711,1736609546.010249,1.0,1,0.15071749687194824,0.017978906631469727,0.01799941062927246,0.07532858848571777,0.04044485092163086,"[0.06422972679138184, 0.04578709602355957]","[0.012099266052246094, 0.012003421783447266]",8002,"[16, 16, 16]","[0.001999500124968758, 0.001999500124968758, 0.001999500124968758]",1736609546
[1736609545.050483],1736609546.0553539,1736609546.0556111,1736609546.4764023,1736609546.478985,1736609547.0104935,1.0,1,0.14426422119140625,0.019411087036132812,0.020998716354370117,0.06884360313415527,0.04743838310241699,"[0.06756353378295898, 0.05460834503173828]","[0.012403488159179688, 0.013785839080810547]",8532,"[16, 16, 16]","[0.001875293014533521, 0.001875293014533521, 0.001875293014533521]",1736609547
[1736609546.0502086],1736609547.056854,1736609547.0571308,1736609547.482077,1736609547.484007,1736609548.010759,1.0,1,0.14340806007385254,0.016572237014770508,0.025420427322387695,0.07543730735778809,0.05115866661071777,"[0.0683751106262207, 0.05227518081665039]","[0.011091947555541992, 0.012820243835449219]",8367,"[16, 16, 16]","[0.0019122744113780328, 0.0019122744113780328, 0.0019122744113780328]",1736609548
[1736609547.0520139],1736609548.0602705,1736609548.060594,1736609548.4897592,1736609548.492106,1736609549.00997,1.0,1,0.15475940704345703,0.0215606689453125,0.015232563018798828,0.06720948219299316,0.048529863357543945,"[0.06838655471801758, 0.057573795318603516]","[0.011138916015625, 0.011998891830444336]",8473,"[16, 16, 16]","[0.0018883512333293993, 0.0018883512333293993, 0.0018883512333293993]",1736609549
[1736609548.0548627],1736609549.060774,1736609549.0610561,1736609549.483367,1736609549.485326,1736609550.0094533,1.0,1,0.1635596752166748,0.01769113540649414,0.017854928970336914,0.07446432113647461,0.04982709884643555,"[0.06985163688659668, 0.039124488830566406]","[0.00952458381652832, 0.011237859725952148]",8635,"[16, 16, 16]","[0.0018529241459177765, 0.0018529241459177765, 0.0018529241459177765]",1736609550
[1736609549.0548623],1736609550.058862,1736609550.0591545,1736609550.5439272,1736609550.5467718,1736609551.0133297,1.0,1,0.18340563774108887,0.01822829246520996,0.018829345703125,0.07827377319335938,0.05527138710021973,"[0.07333493232727051, 0.045069217681884766]","[0.021163225173950195, 0.024338722229003906]",12018,"[16, 16, 16]","[0.0013313363288400732, 0.0013313363288400732, 0.0013313363288400732]",1736609551
[1736609550.0528953],1736609551.0601654,1736609551.0604365,1736609551.556403,1736609551.5592062,1736609552.021509,1.0,1,0.1797029972076416,0.018192768096923828,0.023976802825927734,0.10158634185791016,0.046003103256225586,"[0.06114554405212402, 0.047541141510009766]","[0.02261948585510254, 0.02588510513305664]",14668,"[16, 16, 16]","[0.00109080992637033, 0.00109080992637033, 0.00109080992637033]",1736609552
