timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737032818.2303574, 1737032818.7264364]",1737032819.3149447,1737032819.3150742,1737032819.9857864,1737032819.9875143,1737032820.1006,1.0,2,0.43599605560302734,0.03417015075683594,0.009368419647216797,0.058624982833862305,0.06194424629211426,0.08041524887084961,"[0.004064083099365234, 0.005763053894042969]",6307,"[302736, 11040, 18464]","[48.0, 1.7504360234659901, 2.9275408276518156]",1737032820
"[1737032819.2586753, 1737032819.725611]",1737032820.3141186,1737032820.3142025,1737032820.7710004,1737032820.7752528,1737032821.008243,1.0,2,0.13068008422851562,0.017543554306030273,0.015571117401123047,0.12912869453430176,0.0637214183807373,0.09097075462341309,"[0.019807815551757812, 0.03165769577026367]",27495,"[1319760, 50888, 90248]","[48.0, 1.8508092380432806, 3.2823422440443717]",1737032821
"[1737032820.259039, 1737032820.7259865]",1737032821.3143284,1737032821.314413,1737032821.7780662,1737032821.7803383,1737032822.006342,1.0,2,0.19423794746398926,0.02639627456665039,0.022085189819335938,0.08221435546875,0.0667417049407959,0.06874394416809082,"[0.02373027801513672, 0.03733706474304199]",24771,"[1189008, 46432, 80640]","[48.0, 1.874449961648702, 3.2554196439384766]",1737032822
"[1737032821.259562, 1737032821.7309365]",1737032822.310575,1737032822.3106596,1737032822.7060115,1737032822.7083592,1737032823.0066686,1.0,2,0.1308271884918213,0.02355670928955078,0.015010356903076172,0.06669783592224121,0.06705641746520996,0.09674596786499023,"[0.022722959518432617, 0.030213117599487305]",22696,"[1089408, 34544, 60048]","[48.0, 1.5220303137116673, 2.6457525555163905]",1737032823
"[1737032822.2601414, 1737032822.7278657]",1737032823.3044198,1737032823.304509,1737032823.6790426,1737032823.6815937,1737032824.007066,1.0,2,0.15262508392333984,0.01697063446044922,0.015274524688720703,0.06503915786743164,0.07012414932250977,0.07818889617919922,"[0.012996435165405273, 0.023433208465576172]",21733,"[1043184, 32664, 56824]","[48.0, 1.5029678369300143, 2.614641328854737]",1737032824
"[1737032823.2610838, 1737032823.728126]",1737032824.3176422,1737032824.3177316,1737032824.7252731,1737032824.727794,1737032825.0063176,1.0,2,0.15360164642333984,0.014877557754516602,0.01132655143737793,0.07003951072692871,0.08074164390563965,0.08461999893188477,"[0.024881601333618164, 0.031275272369384766]",22647,"[1087056, 32368, 56688]","[48.0, 1.4292400759482493, 2.5031129950986886]",1737032825
"[1737032824.2601142, 1737032824.7270145]",1737032825.3099294,1737032825.3099952,1737032825.6959956,1737032825.6989746,1737032826.0091138,1.0,2,0.12549519538879395,0.012910842895507812,0.025554418563842773,0.0618739128112793,0.06305646896362305,0.09854340553283691,"[0.020719528198242188, 0.03349137306213379]",18439,"[885072, 27248, 47792]","[48.0, 1.4777374044145561, 2.5918976083301697]",1737032826
"[1737032825.2602503, 1737032825.7286913]",1737032826.3026247,1737032826.3026946,1737032826.6260448,1737032826.6281488,1737032827.0056129,1.0,2,0.11565232276916504,0.015923261642456055,0.014244318008422852,0.06159782409667969,0.07584404945373535,0.08208656311035156,"[0.0099029541015625, 0.014099359512329102]",8920,"[428160, 13016, 22328]","[48.0, 1.4591928251121076, 2.503139013452915]",1737032827
"[1737032826.2618778, 1737032826.730684]",1737032827.3050547,1737032827.3051426,1737032827.5598671,1737032827.5611365,1737032828.0058975,1.0,2,0.10196876525878906,0.010781288146972656,0.014217138290405273,0.04989171028137207,0.06964778900146484,0.06665158271789551,"[0.0020599365234375, 0.002022266387939453]",65,"[3120, 2064, 2608]","[48.0, 31.753846153846155, 40.12307692307692]",1737032828
"[1737032827.2617238, 1737032827.7304423]",1737032828.290622,1737032828.2906919,1737032828.51019,1737032828.5113442,1737032829.005556,1.0,2,0.0721745491027832,0.010695695877075195,0.02436995506286621,0.0389554500579834,0.06847810745239258,0.06327533721923828,"[0.0021178722381591797, 0.001986265182495117]",83,"[3984, 2288, 2896]","[48.0, 27.566265060240966, 34.89156626506024]",1737032829
