timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737032691.1939108, 1737032691.6790998]",1737032692.2383404,1737032692.2384984,1737032693.033639,1737032693.035066,1737032693.1600366,1.0,2,0.4579317569732666,0.026719331741333008,0.02754521369934082,0.07822537422180176,0.05460333824157715,0.14900493621826172,"[0.0027723312377929688, 0.0030059814453125]",412,"[19776, 3656, 4936]","[48.0, 8.87378640776699, 11.980582524271844]",1737032693
"[1737032692.195533, 1737032692.7273417]",1737032693.3098764,1737032693.3100493,1737032693.7270646,1737032693.728057,1737032694.0053935,1.0,2,0.21958160400390625,0.045473575592041016,0.014385223388671875,0.04817533493041992,0.06818580627441406,0.05951690673828125,"[0.0033385753631591797, 0.0037603378295898438]",347,"[16656, 3608, 4760]","[48.0, 10.397694524495677, 13.717579250720462]",1737032694
"[1737032693.2428055, 1737032693.7323744]",1737032694.2945137,1737032694.294604,1737032694.6849213,1737032694.6865404,1737032695.0052035,1.0,2,0.14795327186584473,0.014357805252075195,0.029603004455566406,0.08461141586303711,0.0879354476928711,0.09555816650390625,"[0.004429340362548828, 0.005131721496582031]",590,"[28320, 4208, 5840]","[48.0, 7.132203389830509, 9.898305084745763]",1737032695
"[1737032694.2436988, 1737032694.7296407]",1737032695.3256955,1737032695.3258543,1737032695.6082163,1737032695.6093514,1737032696.0045214,1.0,2,0.12802815437316895,0.013495683670043945,0.027263164520263672,0.027521371841430664,0.06920433044433594,0.05444145202636719,"[0.0035109519958496094, 0.0038573741912841797]",431,"[20688, 4080, 5584]","[48.0, 9.466357308584687, 12.955916473317865]",1737032696
"[1737032695.2611377, 1737032695.7471836]",1737032696.2364812,1737032696.236571,1737032696.6116443,1737032696.6125762,1737032697.006775,1.0,2,0.12963342666625977,0.05299210548400879,0.019343137741088867,0.0793306827545166,0.07524585723876953,0.06928706169128418,"[0.0034766197204589844, 0.003834962844848633]",380,"[18240, 3720, 4968]","[48.0, 9.789473684210526, 13.073684210526316]",1737032697
"[1737032696.1951923, 1737032696.670806]",1737032697.297916,1737032697.2979867,1737032697.6434739,1737032697.6444488,1737032698.0058115,1.0,2,0.15968704223632812,0.014915227890014648,0.031317710876464844,0.06256246566772461,0.08567643165588379,0.06387495994567871,"[0.0024764537811279297, 0.0035910606384277344]",422,"[20256, 3864, 5112]","[48.0, 9.156398104265403, 12.113744075829384]",1737032698
"[1737032697.2435436, 1737032697.711334]",1737032698.3097184,1737032698.3098528,1737032698.586602,1737032698.5875397,1737032699.0047877,1.0,2,0.1051337718963623,0.009817838668823242,0.013139724731445312,0.05074262619018555,0.06244254112243652,0.0672907829284668,"[0.003732442855834961, 0.00450587272644043]",447,"[21456, 4088, 5496]","[48.0, 9.145413870246085, 12.295302013422818]",1737032699
"[1737032698.2434762, 1737032698.7143762]",1737032699.2947454,1737032699.2948515,1737032699.628949,1737032699.629982,1737032700.0053701,1.0,2,0.15897655487060547,0.012000322341918945,0.016625165939331055,0.06599235534667969,0.06905412673950195,0.06451845169067383,"[0.0033211708068847656, 0.0043299198150634766]",419,"[20112, 3944, 5288]","[48.0, 9.41288782816229, 12.620525059665871]",1737032700
"[1737032699.2448654, 1737032699.7213852]",1737032700.2540338,1737032700.2541142,1737032700.5520744,1737032700.5531151,1737032701.0040064,1.0,2,0.1157071590423584,0.02664470672607422,0.013787508010864258,0.049798011779785156,0.0694739818572998,0.06287574768066406,"[0.002819061279296875, 0.003362417221069336]",504,"[24192, 3992, 5432]","[48.0, 7.920634920634921, 10.777777777777779]",1737032701
"[1737032700.1954772, 1737032700.7268362]",1737032701.2433574,1737032701.243428,1737032701.5517912,1737032701.5530684,1737032702.0050993,1.0,2,0.08202528953552246,0.011646032333374023,0.018129825592041016,0.07836055755615234,0.08147501945495605,0.09048247337341309,"[0.003606081008911133, 0.004091739654541016]",490,"[23520, 4224, 5856]","[48.0, 8.620408163265306, 11.951020408163265]",1737032702
"[1737032701.2021942, 1737032701.7244601]",1737032702.3272371,1737032702.3273609,1737032702.6457386,1737032702.6467817,1737032703.0054295,1.0,2,0.1426708698272705,0.01175546646118164,0.029402732849121094,0.03716111183166504,0.06826233863830566,0.06914830207824707,"[0.002610921859741211, 0.0032782554626464844]",403,"[19344, 3768, 5144]","[48.0, 9.349875930521092, 12.764267990074442]",1737032703
"[1737032702.2642276, 1737032702.7378128]",1737032703.2861464,1737032703.2862842,1737032703.6240418,1737032703.6251106,1737032704.0057487,1.0,2,0.147064208984375,0.013205766677856445,0.0295412540435791,0.0506589412689209,0.06699752807617188,0.06626057624816895,"[0.003667116165161133, 0.0044176578521728516]",440,"[21120, 3968, 5280]","[48.0, 9.018181818181818, 12.0]",1737032704
"[1737032703.2210484, 1737032703.7143502]",1737032704.3047931,1737032704.3049157,1737032704.5623226,1737032704.5633905,1737032705.005807,1.0,2,0.10068035125732422,0.008753061294555664,0.015029191970825195,0.05395174026489258,0.061905860900878906,0.05722546577453613,"[0.0029115676879882812, 0.0035741329193115234]",438,"[21024, 3624, 4840]","[48.0, 8.273972602739725, 11.050228310502282]",1737032705
"[1737032704.2476306, 1737032704.72086]",1737032705.286065,1737032705.2861934,1737032705.6936867,1737032705.6948392,1737032706.0057802,1.0,2,0.1636192798614502,0.05226325988769531,0.021861553192138672,0.06913542747497559,0.07126498222351074,0.06780791282653809,"[0.004066944122314453, 0.004998207092285156]",591,"[28368, 4456, 6088]","[48.0, 7.539763113367174, 10.301184433164128]",1737032706
"[1737032705.2204807, 1737032705.693591]",1737032706.3001876,1737032706.300312,1737032706.6132994,1737032706.6144798,1737032707.0038304,1.0,2,0.13664770126342773,0.013076066970825195,0.026170969009399414,0.026847124099731445,0.06763648986816406,0.0784761905670166,"[0.003620624542236328, 0.004258394241333008]",463,"[22224, 4032, 5472]","[48.0, 8.708423326133909, 11.818574514038877]",1737032707
"[1737032706.2327867, 1737032706.7147968]",1737032707.2760363,1737032707.2761655,1737032707.6135736,1737032707.6147041,1737032708.004425,1.0,2,0.1457071304321289,0.013850212097167969,0.029375553131103516,0.051819562911987305,0.06774330139160156,0.06579208374023438,"[0.0034897327423095703, 0.004144906997680664]",422,"[20256, 3744, 5056]","[48.0, 8.872037914691942, 11.981042654028435]",1737032708
"[1737032707.2120774, 1737032707.7162652]",1737032708.3138325,1737032708.313963,1737032708.6919816,1737032708.6930287,1737032709.0052557,1.0,2,0.14513683319091797,0.014315128326416016,0.04182004928588867,0.0656275749206543,0.07291579246520996,0.07947707176208496,"[0.0037212371826171875, 0.00431513786315918]",468,"[22464, 3880, 5416]","[48.0, 8.290598290598291, 11.572649572649572]",1737032709
"[1737032708.2495408, 1737032708.7201998]",1737032709.265541,1737032709.2656734,1737032709.600092,1737032709.6011832,1737032710.005769,1.0,2,0.14880704879760742,0.009500741958618164,0.033127546310424805,0.0460050106048584,0.0683445930480957,0.06578564643859863,"[0.003754854202270508, 0.0045566558837890625]",400,"[19200, 4200, 5736]","[48.0, 10.5, 14.34]",1737032710
"[1737032709.1982272, 1737032709.7206793]",1737032710.2797782,1737032710.279909,1737032710.603468,1737032710.6044402,1737032711.0040147,1.0,2,0.13747096061706543,0.010979890823364258,0.025414466857910156,0.04937911033630371,0.07191276550292969,0.06933212280273438,"[0.0037767887115478516, 0.004134654998779297]",432,"[20736, 3896, 5208]","[48.0, 9.018518518518519, 12.055555555555555]",1737032711
"[1737032710.2128232, 1737032710.725505]",1737032711.3147373,1737032711.314866,1737032711.6693375,1737032711.670242,1737032712.0057008,1.0,2,0.14192509651184082,0.011564970016479492,0.04042816162109375,0.04386305809020996,0.08352875709533691,0.08419084548950195,"[0.003846406936645508, 0.004223346710205078]",503,"[24144, 3824, 5136]","[48.0, 7.602385685884692, 10.210735586481114]",1737032712
