timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736608985.8227563, 1736608986.0143726, 1736608986.1516786, 1736608986.3109508, 1736608986.5229914, 1736608986.667207]",1736608986.8969233,1736608986.8973846,1736608988.7773473,1736608988.7838125,1736608988.9305131,1.0,6,0.5752139091491699,0.033498525619506836,0.04808831214904785,0.1856245994567871,0.26424622535705566,"[0.6149857044219971, 0.1385664939880371]","[0.034826040267944336, 0.03854250907897949]",50423,"[16, 16, 16]","[0.00031731551077881126, 0.00031731551077881126, 0.00031731551077881126]",1736608988
"[1736608986.88891, 1736608987.033802, 1736608987.2314217, 1736608987.3647547, 1736608987.5773935, 1736608987.7168832]",1736608987.8429465,1736608987.8431966,1736608989.1929152,1736608989.1980288,1736608989.2061944,1.0,6,0.3724517822265625,0.022272586822509766,0.08699870109558105,0.17310357093811035,0.2882368564605713,"[0.15290069580078125, 0.19365811347961426]","[0.022811412811279297, 0.041616201400756836]",50532,"[16, 16, 16]","[0.00031663104567402836, 0.00031663104567402836, 0.00031663104567402836]",1736608989
"[1736608987.8409278, 1736608987.9720478, 1736608988.1949005, 1736608988.322283, 1736608988.526267, 1736608988.65532]",1736608988.8624566,1736608988.862523,1736608989.7657404,1736608989.770656,1736608990.0120604,1.0,6,0.2505331039428711,0.023159503936767578,0.1279740333557129,0.09883522987365723,0.27811264991760254,"[0.1784226894378662, 0.11497807502746582]","[0.02437448501586914, 0.039132118225097656]",51444,"[16, 16, 16]","[0.0003110178057693803, 0.0003110178057693803, 0.0003110178057693803]",1736608990
"[1736608988.8605235, 1736608989.0454962, 1736608989.224106, 1736608989.3565178, 1736608989.4908056, 1736608989.6906378]",1736608989.82719,1736608989.8273354,1736608990.6768131,1736608990.6824687,1736608991.015892,1.0,6,0.19988226890563965,0.019617795944213867,0.06608247756958008,0.11471152305603027,0.26065707206726074,"[0.19008278846740723, 0.11770176887512207]","[0.024648427963256836, 0.03817462921142578]",51321,"[16, 16, 16]","[0.00031176321583757134, 0.00031176321583757134, 0.00031176321583757134]",1736608991
"[1736608989.8243814, 1736608989.957666, 1736608990.1586933, 1736608990.2910025, 1736608990.501246, 1736608990.624999]",1736608990.8269978,1736608990.8271432,1736608991.7039483,1736608991.7078245,1736608992.0120018,1.0,6,0.2002246379852295,0.019531726837158203,0.09013152122497559,0.10769152641296387,0.2449939250946045,"[0.21282434463500977, 0.12623929977416992]","[0.029796838760375977, 0.03877830505371094]",51342,"[16, 16, 16]","[0.0003116356978691909, 0.0003116356978691909, 0.0003116356978691909]",1736608992
"[1736608990.824107, 1736608990.9638996, 1736608991.1589613, 1736608991.293793, 1736608991.4905605, 1736608991.6240854]",1736608991.829085,1736608991.8292365,1736608992.7417722,1736608992.7464013,1736608993.0106566,1.0,6,0.2568492889404297,0.01994037628173828,0.07584857940673828,0.1081392765045166,0.2582252025604248,"[0.18744921684265137, 0.12206006050109863]","[0.02720189094543457, 0.03874683380126953]",50626,"[16, 16, 16]","[0.0003160431398885948, 0.0003160431398885948, 0.0003160431398885948]",1736608993
"[1736608991.8259122, 1736608991.9644394, 1736608992.1801257, 1736608992.3210475, 1736608992.5053856, 1736608992.6426764]",1736608992.830554,1736608992.830632,1736608993.7665293,1736608993.770721,1736608994.0098546,1.0,6,0.20359230041503906,0.01798534393310547,0.08948206901550293,0.11422514915466309,0.2831552028656006,"[0.2419900894165039, 0.1265397071838379]","[0.026124954223632812, 0.03852677345275879]",51053,"[16, 16, 16]","[0.0003133998002076274, 0.0003133998002076274, 0.0003133998002076274]",1736608994
"[1736608992.828761, 1736608992.9626231, 1736608993.1214275, 1736608993.2994683, 1736608993.4687073, 1736608993.7002542]",1736608993.830968,1736608993.8310406,1736608994.8241873,1736608994.8329506,1736608995.0137582,1.0,6,0.21002459526062012,0.0217437744140625,0.09084558486938477,0.15369486808776855,0.2925896644592285,"[0.21047711372375488, 0.12605810165405273]","[0.051091670989990234, 0.08439874649047852]",77486,"[16, 16, 16]","[0.00020648891412642284, 0.00020648891412642284, 0.00020648891412642284]",1736608995
"[1736608993.8287606, 1736608993.9641817, 1736608994.1281917, 1736608994.2876754, 1736608994.4698162, 1736608994.6740677]",1736608994.828528,1736608994.8285952,1736608995.8369603,1736608995.845257,1736608996.0185761,1.0,6,0.23025798797607422,0.02129387855529785,0.08687949180603027,0.1477198600769043,0.28963375091552734,"[0.19884943962097168, 0.12760663032531738]","[0.05510425567626953, 0.09108233451843262]",76848,"[16, 16, 16]","[0.00020820320632937748, 0.00020820320632937748, 0.00020820320632937748]",1736608996
"[1736608994.8267937, 1736608994.979328, 1736608995.1278121, 1736608995.333063, 1736608995.4639652, 1736608995.691952]",1736608995.836752,1736608995.8388574,1736608996.8279335,1736608996.8317404,1736608997.0133545,1.0,6,0.20646190643310547,0.013312339782714844,0.10232377052307129,0.15175414085388184,0.29616808891296387,"[0.1920325756072998, 0.12278628349304199]","[0.059165239334106445, 0.09387993812561035]",72997,"[16, 16, 16]","[0.00021918708988040604, 0.00021918708988040604, 0.00021918708988040604]",1736608997
"[1736608995.8288198, 1736608996.0255227, 1736608996.1774864, 1736608996.3101408, 1736608996.5012236, 1736608996.6915846]",1736608996.8298676,1736608996.8299372,1736608997.8941643,1736608997.8978832,1736608998.013795,1.0,6,0.2276623249053955,0.021470308303833008,0.08085370063781738,0.13676667213439941,0.29610395431518555,"[0.23241972923278809, 0.12458109855651855]","[0.06569766998291016, 0.1046135425567627]",71993,"[16, 16, 16]","[0.00022224382926117818, 0.00022224382926117818, 0.00022224382926117818]",1736608998
"[1736608996.827243, 1736608996.9588933, 1736608997.1723533, 1736608997.2977896, 1736608997.491765, 1736608997.691577]",1736608997.892648,1736608997.8938832,1736608998.8782253,1736608998.8813066,1736608999.0127501,1.0,6,0.19695353507995605,0.02045583724975586,0.09846162796020508,0.14931011199951172,0.29420971870422363,"[0.21922850608825684, 0.12036609649658203]","[0.055065155029296875, 0.08492064476013184]",55607,"[16, 16, 16]","[0.000287733558724621, 0.000287733558724621, 0.000287733558724621]",1736608999
"[1736608997.824794, 1736608997.9615054, 1736608998.1593795, 1736608998.2939286, 1736608998.491815, 1736608998.690133]",1736608998.878119,1736608998.87917,1736608999.879268,1736608999.882441,1736609000.0121202,1.0,6,0.20667719841003418,0.020886898040771484,0.10495924949645996,0.14129972457885742,0.2956576347351074,"[0.21393156051635742, 0.12406468391418457]","[0.05700516700744629, 0.09026074409484863]",58820,"[16, 16, 16]","[0.0002720163209792588, 0.0002720163209792588, 0.0002720163209792588]",1736609000
"[1736608998.8240051, 1736608998.9643066, 1736608999.1584651, 1736608999.3054311, 1736608999.492219, 1736608999.6251228]",1736608999.8789384,1736608999.8790054,1736609000.7680862,1736609000.771931,1736609001.0359943,1.0,6,0.19278764724731445,0.019721269607543945,0.0819711685180664,0.13309192657470703,0.2622997760772705,"[0.17545628547668457, 0.12243533134460449]","[0.0467374324798584, 0.07642650604248047]",51889,"[16, 16, 16]","[0.0003083505174507121, 0.0003083505174507121, 0.0003083505174507121]",1736609001
