timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736609462.8129423, 1736609463.3011367]",1736609463.8828537,1736609463.8830974,1736609465.1735392,1736609465.1779242,1736609465.2633154,1.0,2,0.45056676864624023,0.03895378112792969,0.020978450775146484,0.0800940990447998,0.05532240867614746,"[0.22776556015014648, 0.1030271053314209]","[0.01258993148803711, 0.02191901206970215]",16747,"[16, 16, 16]","[0.0009553949961187078, 0.0009553949961187078, 0.0009553949961187078]",1736609465
"[1736609463.879096, 1736609464.3549407]",1736609464.8382444,1736609464.8385754,1736609465.3408272,1736609465.3427835,1736609466.0071514,1.0,2,0.2049269676208496,0.01856255531311035,0.049254655838012695,0.09375476837158203,0.0969839096069336,"[0.055173635482788086, 0.04609847068786621]","[0.007666110992431641, 0.013951539993286133]",16677,"[16, 16, 16]","[0.0009594051687953469, 0.0009594051687953469, 0.0009594051687953469]",1736609466
"[1736609464.8311138, 1736609465.312469]",1736609465.8533022,1736609465.8534439,1736609466.4405072,1736609466.4431188,1736609467.0074089,1.0,2,0.2272932529449463,0.015723705291748047,0.03575253486633301,0.06299829483032227,0.08241438865661621,"[0.12203669548034668, 0.06682276725769043]","[0.01650261878967285, 0.019357681274414062]",16627,"[16, 16, 16]","[0.0009622902507968966, 0.0009622902507968966, 0.0009622902507968966]",1736609467
"[1736609465.8507094, 1736609466.3467038]",1736609466.8197887,1736609466.8200724,1736609467.3167543,1736609467.3188682,1736609468.0070102,1.0,2,0.16251134872436523,0.014983177185058594,0.037301063537597656,0.0657501220703125,0.08041191101074219,"[0.10940432548522949, 0.06143450736999512]","[0.015758752822875977, 0.016641616821289062]",16194,"[16, 16, 16]","[0.0009880202544152155, 0.0009880202544152155, 0.0009880202544152155]",1736609468
"[1736609466.8145673, 1736609467.2811885]",1736609467.8195555,1736609467.8198526,1736609468.3441412,1736609468.3471086,1736609469.006362,1.0,2,0.16378355026245117,0.02136707305908203,0.028289794921875,0.05846834182739258,0.08100485801696777,"[0.11498403549194336, 0.07255196571350098]","[0.020709991455078125, 0.01889824867248535]",16958,"[16, 16, 16]","[0.0009435074890906947, 0.0009435074890906947, 0.0009435074890906947]",1736609469
"[1736609467.814293, 1736609468.283979]",1736609468.818778,1736609468.8189256,1736609469.3106477,1736609469.313591,1736609470.009521,1.0,2,0.12777042388916016,0.01337432861328125,0.03188490867614746,0.07998108863830566,0.08040237426757812,"[0.11535453796386719, 0.0672454833984375]","[0.015651464462280273, 0.018306255340576172]",16900,"[16, 16, 16]","[0.0009467455621301775, 0.0009467455621301775, 0.0009467455621301775]",1736609470
"[1736609468.8160982, 1736609469.3112335]",1736609469.821708,1736609469.8218539,1736609470.3370802,1736609470.3389273,1736609471.009079,1.0,2,0.15579962730407715,0.022386789321899414,0.041809797286987305,0.06624388694763184,0.08820295333862305,"[0.11182904243469238, 0.06501603126525879]","[0.015547752380371094, 0.016692638397216797]",16787,"[16, 16, 16]","[0.0009531184845416096, 0.0009531184845416096, 0.0009531184845416096]",1736609471
"[1736609469.818947, 1736609470.2896543]",1736609470.8208745,1736609470.8209474,1736609471.4590237,1736609471.463178,1736609472.0086687,1.0,2,0.1651477813720703,0.020671844482421875,0.03753304481506348,0.1542360782623291,0.09156322479248047,"[0.1262979507446289, 0.06487250328063965]","[0.02727198600769043, 0.027069807052612305]",25687,"[16, 16, 16]","[0.0006228831704753377, 0.0006228831704753377, 0.0006228831704753377]",1736609472
"[1736609470.8189466, 1736609471.2778614]",1736609471.8203576,1736609471.820494,1736609472.5029533,1736609472.507102,1736609473.0138543,1.0,2,0.2354745864868164,0.02200007438659668,0.0457608699798584,0.10995960235595703,0.08734846115112305,"[0.11142086982727051, 0.0650792121887207]","[0.03417372703552246, 0.036110877990722656]",27705,"[16, 16, 16]","[0.0005775130842808157, 0.0005775130842808157, 0.0005775130842808157]",1736609473
"[1736609471.8169796, 1736609472.3232489]",1736609472.8213744,1736609472.8214645,1736609473.4365065,1736609473.4388523,1736609474.0068872,1.0,2,0.1871790885925293,0.019785165786743164,0.048003435134887695,0.1200094223022461,0.08898472785949707,"[0.10296463966369629, 0.05769491195678711]","[0.02983689308166504, 0.03261852264404297]",22970,"[16, 16, 16]","[0.000696560731388768, 0.000696560731388768, 0.000696560731388768]",1736609474
"[1736609472.8190057, 1736609473.3003268]",1736609473.8230026,1736609473.8232937,1736609474.4001017,1736609474.4024954,1736609475.006007,1.0,2,0.1436305046081543,0.019907236099243164,0.02901625633239746,0.1056678295135498,0.09487390518188477,"[0.12121176719665527, 0.05859065055847168]","[0.03804326057434082, 0.040405988693237305]",25752,"[16, 16, 16]","[0.0006213109661385523, 0.0006213109661385523, 0.0006213109661385523]",1736609475
"[1736609473.817429, 1736609474.2879755]",1736609474.817024,1736609474.8172028,1736609475.3373082,1736609475.339662,1736609476.0081682,1.0,2,0.14426708221435547,0.01781940460205078,0.027740478515625,0.1032412052154541,0.07970094680786133,"[0.08603763580322266, 0.06366586685180664]","[0.032354116439819336, 0.03241133689880371]",19210,"[16, 16, 16]","[0.0008328995314940135, 0.0008328995314940135, 0.0008328995314940135]",1736609476
"[1736609474.81498, 1736609475.2841146]",1736609475.8194408,1736609475.819724,1736609476.3909523,1736609476.3930209,1736609477.0106142,1.0,2,0.17471933364868164,0.02291560173034668,0.04140782356262207,0.07680749893188477,0.08195090293884277,"[0.09974884986877441, 0.06545877456665039]","[0.03343534469604492, 0.036498069763183594]",18565,"[16, 16, 16]","[0.0008618367896579585, 0.0008618367896579585, 0.0008618367896579585]",1736609477
"[1736609475.814191, 1736609476.295617]",1736609476.817673,1736609476.8177505,1736609477.3668575,1736609477.3685126,1736609478.0134678,1.0,2,0.17818164825439453,0.022823333740234375,0.02547931671142578,0.0837092399597168,0.08300232887268066,"[0.10675859451293945, 0.056075334548950195]","[0.03460693359375, 0.02715778350830078]",16978,"[16, 16, 16]","[0.0009423960419366238, 0.0009423960419366238, 0.0009423960419366238]",1736609478
