timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736608810.711543, 1736608810.9712715, 1736608811.1997375, 1736608811.4863126]",1736608811.785474,1736608811.7859752,1736608813.4135983,1736608813.4226718,1736608813.5248485,1.0,4,0.45154666900634766,0.04468870162963867,0.03735518455505371,0.21321868896484375,0.15130186080932617,"[0.369490385055542, 0.2478632926940918]","[0.023433923721313477, 0.044770240783691406]",33332,"[16, 16, 16]","[0.0004800192007680307, 0.0004800192007680307, 0.0004800192007680307]",1736608813
"[1736608811.7776968, 1736608812.004447, 1736608812.2535415, 1736608812.5269463]",1736608812.7351978,1736608812.7352998,1736608813.6474814,1736608813.6501663,1736608814.0064666,1.0,4,0.36883044242858887,0.026427507400512695,0.0804281234741211,0.12539958953857422,0.16543984413146973,"[0.0996706485748291, 0.08867287635803223]","[0.015828847885131836, 0.02701878547668457]",34464,"[16, 16, 16]","[0.00046425255338904364, 0.00046425255338904364, 0.00046425255338904364]",1736608814
"[1736608812.7297146, 1736608813.0117874, 1736608813.2110698, 1736608813.4812279]",1736608813.755825,1736608813.7561495,1736608814.4101906,1736608814.4145687,1736608815.0061214,1.0,4,0.17208600044250488,0.015811443328857422,0.05491280555725098,0.09753870964050293,0.15439772605895996,"[0.14698028564453125, 0.09431815147399902]","[0.01726675033569336, 0.026534318923950195]",33346,"[16, 16, 16]","[0.00047981766928567143, 0.00047981766928567143, 0.00047981766928567143]",1736608815
"[1736608813.7493103, 1736608813.9959605, 1736608814.2453046, 1736608814.5151453]",1736608814.717984,1736608814.7182827,1736608815.434475,1736608815.437537,1736608816.0119843,1.0,4,0.18826794624328613,0.01841259002685547,0.03506827354431152,0.1340320110321045,0.21709442138671875,"[0.14571404457092285, 0.09420037269592285]","[0.02160167694091797, 0.025490999221801758]",33176,"[16, 16, 16]","[0.0004822763443453099, 0.0004822763443453099, 0.0004822763443453099]",1736608816
"[1736608814.7131681, 1736608814.9822786, 1736608815.1797893, 1736608815.4470758]",1736608815.718096,1736608815.7184079,1736608816.4293501,1736608816.4334185,1736608817.00936,1.0,4,0.1998884677886963,0.02127242088317871,0.0689706802368164,0.11723518371582031,0.1842494010925293,"[0.1411740779876709, 0.08787083625793457]","[0.02061176300048828, 0.02591538429260254]",34885,"[16, 16, 16]","[0.0004586498495055181, 0.0004586498495055181, 0.0004586498495055181]",1736608817
"[1736608815.7128937, 1736608815.9954982, 1736608816.1825798, 1736608816.4458718]",1736608816.7196734,1736608816.7200017,1736608817.4216874,1736608817.4255097,1736608818.0071466,1.0,4,0.19808220863342285,0.021158218383789062,0.07080626487731934,0.09032988548278809,0.18268156051635742,"[0.14906978607177734, 0.09557580947875977]","[0.02082061767578125, 0.028015613555908203]",33694,"[16, 16, 16]","[0.00047486199323321657, 0.00047486199323321657, 0.00047486199323321657]",1736608818
"[1736608816.714699, 1736608816.9972274, 1736608817.2098343, 1736608817.4597828]",1736608817.7227638,1736608817.7230897,1736608818.4403691,1736608818.4433506,1736608819.013182,1.0,4,0.24109578132629395,0.013100147247314453,0.05188632011413574,0.10405850410461426,0.15538883209228516,"[0.14780449867248535, 0.08774852752685547]","[0.020368099212646484, 0.025116443634033203]",33407,"[16, 16, 16]","[0.0004789415391983716, 0.0004789415391983716, 0.0004789415391983716]",1736608819
"[1736608817.717548, 1736608817.929205, 1736608818.188255, 1736608818.436356]",1736608818.7238264,1736608818.7241583,1736608819.6309533,1736608819.638419,1736608820.0093803,1.0,4,0.2573051452636719,0.025915861129760742,0.07968616485595703,0.14646434783935547,0.18735504150390625,"[0.16473937034606934, 0.09785008430480957]","[0.04642820358276367, 0.05390763282775879]",50681,"[16, 16, 16]","[0.00031570016376945994, 0.00031570016376945994, 0.00031570016376945994]",1736608820
"[1736608818.7175474, 1736608818.9433944, 1736608819.1764622, 1736608819.4936337]",1736608819.7186694,1736608819.7188296,1736608820.4989436,1736608820.5040636,1736608821.008656,1.0,4,0.18639659881591797,0.020971298217773438,0.0594484806060791,0.10769033432006836,0.15212178230285645,"[0.180328369140625, 0.08804774284362793]","[0.05234861373901367, 0.05969429016113281]",51582,"[16, 16, 16]","[0.00031018572370206663, 0.00031018572370206663, 0.00031018572370206663]",1736608821
"[1736608819.7155805, 1736608819.9333143, 1736608820.2218497, 1736608820.458289]",1736608820.7217615,1736608820.721918,1736608821.5328383,1736608821.5362463,1736608822.010367,1.0,4,0.18463826179504395,0.018620967864990234,0.07798480987548828,0.13205838203430176,0.15740394592285156,"[0.16434073448181152, 0.08964109420776367]","[0.0525510311126709, 0.06615185737609863]",46347,"[16, 16, 16]","[0.00034522191296092517, 0.00034522191296092517, 0.00034522191296092517]",1736608822
