timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736610574.7254632, 1736610574.8130322, 1736610574.956878, 1736610575.0292275, 1736610575.1990309, 1736610575.2880151, 1736610575.3809347, 1736610575.4637022, 1736610575.6214368]",1736610575.8003292,1736610575.8006663,1736610580.6556091,1736610580.6693368,1736610580.7880607,1.0,9,0.8389291763305664,0.2249765396118164,0.3945658206939697,0.24915862083435059,0.5107142925262451,"[1.7591912746429443, 0.7596125602722168]","[0.13549113273620605, 0.17474007606506348]",128823,"[16, 16, 16]","[0.0001242014236588187, 0.0001242014236588187, 0.0001242014236588187]",1736610580
"[1736610575.794941, 1736610575.8773568, 1736610575.9752705, 1736610576.1754353, 1736610576.2656422, 1736610576.369786, 1736610576.462685, 1736610576.550224, 1736610576.705923]",1736610576.7992277,1736610576.799481,1736610582.5562367,1736610582.5693712,1736610582.586624,1.0,9,0.5540459156036377,0.04002523422241211,0.6469857692718506,0.3677980899810791,0.6146328449249268,"[0.9277887344360352, 0.5346393585205078]","[0.16791844367980957, 0.2606637477874756]",199782,"[16, 16, 16]","[8.008729515171537e-05, 8.008729515171537e-05, 8.008729515171537e-05]",1736610582
"[1736610576.7938287, 1736610576.8831143, 1736610576.981856, 1736610577.1501522, 1736610577.245594, 1736610577.3168538, 1736610577.4873474, 1736610577.5710962, 1736610577.6540258]",1736610577.7399492,1736610577.7402163,1736610584.5893154,1736610584.6059792,1736610584.6401548,1.0,9,0.7396483421325684,0.03406333923339844,0.34131503105163574,0.5027709007263184,0.4134385585784912,"[0.9934747219085693, 0.556168794631958]","[0.20108342170715332, 0.27336931228637695]",202209,"[16, 16, 16]","[7.912605274740491e-05, 7.912605274740491e-05, 7.912605274740491e-05]",1736610584
"[1736610577.734998, 1736610577.8181484, 1736610577.9147246, 1736610578.0885506, 1736610578.1875253, 1736610578.2908216, 1736610578.397987, 1736610578.4885387, 1736610578.6562517]",1736610578.7440646,1736610578.7443902,1736610586.4026682,1736610586.4183662,1736610586.4443667,1.0,9,0.7536332607269287,0.033646583557128906,0.37021780014038086,0.35291576385498047,0.5368547439575195,"[0.8321788311004639, 0.5699443817138672]","[0.16012048721313477, 0.24770474433898926]",191135,"[16, 16, 16]","[8.37104664242551e-05, 8.37104664242551e-05, 8.37104664242551e-05]",1736610586
"[1736610578.7405, 1736610578.823769, 1736610578.9367046, 1736610579.0359342, 1736610579.1506763, 1736610579.3294725, 1736610579.4235415, 1736610579.5171523, 1736610579.6036448]",1736610580.663315,1736610580.6633792,1736610588.477582,1736610588.499516,1736610588.5155013,1.0,9,0.5702226161956787,0.06284713745117188,0.24388384819030762,0.4487888813018799,0.5775823593139648,"[1.0080442428588867, 0.5789122581481934]","[0.20838642120361328, 0.26861143112182617]",222870,"[16, 16, 16]","[7.179073002198591e-05, 7.179073002198591e-05, 7.179073002198591e-05]",1736610588
"[1736610579.782712, 1736610579.8690727, 1736610579.9722784, 1736610580.0619795, 1736610580.198425, 1736610580.3618546, 1736610580.447778, 1736610580.5324316, 1736610580.7001173]",1736610582.5621173,1736610582.5621834,1736610590.3149614,1736610590.3280394,1736610590.34896,1.0,9,0.6224284172058105,0.027286529541015625,0.2727944850921631,0.5263245105743408,0.6403713226318359,"[0.8405883312225342, 0.5633180141448975]","[0.17229199409484863, 0.25780296325683594]",213553,"[16, 16, 16]","[7.492285287493035e-05, 7.492285287493035e-05, 7.492285287493035e-05]",1736610590
"[1736610580.7821355, 1736610580.862747, 1736610580.9626422, 1736610581.13558, 1736610581.2227566, 1736610581.3021617, 1736610581.4646287, 1736610581.5455503, 1736610581.707799]",1736610584.5975268,1736610584.5976145,1736610591.9990985,1736610592.0138943,1736610592.030777,1.0,9,0.5513949394226074,0.02475762367248535,0.4087843894958496,0.3041722774505615,0.7397046089172363,"[0.7671935558319092, 0.49709057807922363]","[0.17090916633605957, 0.24208617210388184]",187902,"[16, 16, 16]","[8.515077008227693e-05, 8.515077008227693e-05, 8.515077008227693e-05]",1736610592
"[1736610581.7893314, 1736610581.8700733, 1736610581.9744434, 1736610582.0811558, 1736610582.2879524, 1736610582.3967652, 1736610582.5026517, 1736610582.5908585, 1736610582.6804237]",1736610586.4110386,1736610586.4111354,1736610593.7879255,1736610593.8038466,1736610593.8215692,1.0,9,0.6267578601837158,0.0707399845123291,0.5048224925994873,0.33664870262145996,0.6911525726318359,"[0.7546906471252441, 0.5533857345581055]","[0.18310856819152832, 0.29448723793029785]",249861,"[16, 16, 16]","[6.403560379571042e-05, 6.403560379571042e-05, 6.403560379571042e-05]",1736610593
"[1736610582.7738855, 1736610582.8633907, 1736610582.9659047, 1736610583.142413, 1736610583.243211, 1736610583.3127959, 1736610583.4496555, 1736610583.5199752, 1736610583.6642625]",1736610588.488859,1736610588.489067,1736610595.7450538,1736610595.7601922,1736610595.7868915,1.0,9,0.5508103370666504,0.06942129135131836,0.3964087963104248,0.29036879539489746,0.5998866558074951,"[0.9827537536621094, 0.5632808208465576]","[0.17100787162780762, 0.23131513595581055]",182793,"[16, 16, 16]","[8.753070412980803e-05, 8.753070412980803e-05, 8.753070412980803e-05]",1736610595
"[1736610583.735081, 1736610583.8079064, 1736610583.982557, 1736610584.0779598, 1736610584.1950593, 1736610584.2591496, 1736610584.4040918, 1736610584.4784882, 1736610584.623077]",1736610590.3213716,1736610590.3214386,1736610597.446313,1736610597.4544024,1736610597.4656126,1.0,9,0.41869354248046875,0.0446014404296875,0.25687360763549805,0.43496036529541016,0.5701773166656494,"[0.7030413150787354, 0.616471529006958]","[0.15431761741638184, 0.22434210777282715]",154517,"[16, 16, 16]","[0.00010354847686662309, 0.00010354847686662309, 0.00010354847686662309]",1736610597
