timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736609780.313451, 1736609780.7870188]",1736609781.3936927,1736609781.3941686,1736609782.5966704,1736609782.602221,1736609782.6960893,1.0,2,0.46022534370422363,0.0294497013092041,0.03836798667907715,0.1643390655517578,0.06354331970214844,"[0.18172764778137207, 0.07684707641601562]","[0.02985978126525879, 0.0381927490234375]",25395,"[16, 16, 16]","[0.0006300452845048238, 0.0006300452845048238, 0.0006300452845048238]",1736609782
"[1736609781.3829288, 1736609781.85363]",1736609782.3882487,1736609782.388976,1736609783.1061285,1736609783.1108053,1736609783.1189086,1.0,2,0.2506086826324463,0.017525434494018555,0.01910400390625,0.11504197120666504,0.05690932273864746,"[0.11296916007995605, 0.06382203102111816]","[0.04568624496459961, 0.05605292320251465]",43522,"[16, 16, 16]","[0.0003676301640549607, 0.0003676301640549607, 0.0003676301640549607]",1736609783
"[1736609782.3818166, 1736609782.9048417]",1736609783.3298023,1736609783.3301055,1736609784.0911033,1736609784.0972207,1736609784.1061873,1.0,2,0.2656137943267822,0.019466400146484375,0.02515387535095215,0.1517951488494873,0.09057831764221191,"[0.09258556365966797, 0.05937457084655762]","[0.04648733139038086, 0.06578683853149414]",48453,"[16, 16, 16]","[0.00033021691123356656, 0.00033021691123356656, 0.00033021691123356656]",1736609784
"[1736609783.322986, 1736609783.7755132]",1736609784.3350654,1736609784.3353784,1736609785.031699,1736609785.035088,1736609785.0444057,1.0,2,0.20515942573547363,0.019652605056762695,0.03219032287597656,0.1129300594329834,0.08670449256896973,"[0.12096595764160156, 0.07122063636779785]","[0.04872298240661621, 0.060991525650024414]",42786,"[16, 16, 16]","[0.0003739540971345767, 0.0003739540971345767, 0.0003739540971345767]",1736609785
"[1736609784.3284879, 1736609784.8255975]",1736609785.3768454,1736609785.3771389,1736609786.0515325,1736609786.0546503,1736609786.0676987,1.0,2,0.18179106712341309,0.01991128921508789,0.035111188888549805,0.1017448902130127,0.08665323257446289,"[0.12324929237365723, 0.0683143138885498]","[0.05394148826599121, 0.06383514404296875]",44641,"[16, 16, 16]","[0.00035841491006025853, 0.00035841491006025853, 0.00035841491006025853]",1736609786
"[1736609785.3707, 1736609785.8643107]",1736609786.376976,1736609786.3772554,1736609787.010506,1736609787.0141914,1736609787.0267951,1.0,2,0.13906335830688477,0.018774747848510742,0.035384178161621094,0.1163630485534668,0.07286977767944336,"[0.11970162391662598, 0.07041764259338379]","[0.054604530334472656, 0.06131124496459961]",46543,"[16, 16, 16]","[0.00034376812839739595, 0.00034376812839739595, 0.00034376812839739595]",1736609787
"[1736609786.3701234, 1736609786.8901496]",1736609787.3838665,1736609787.3841875,1736609788.0114913,1736609788.0143905,1736609788.0279984,1.0,2,0.16899776458740234,0.019397258758544922,0.027156352996826172,0.10061454772949219,0.08062934875488281,"[0.11702299118041992, 0.06552696228027344]","[0.04664874076843262, 0.05565667152404785]",43980,"[16, 16, 16]","[0.00036380172805820825, 0.00036380172805820825, 0.00036380172805820825]",1736609788
"[1736609787.3773193, 1736609787.8759403]",1736609788.36913,1736609788.3694403,1736609789.0679555,1736609789.0731153,1736609789.0894713,1.0,2,0.1932847499847412,0.01973867416381836,0.051165103912353516,0.11382603645324707,0.08794045448303223,"[0.1176140308380127, 0.061211347579956055]","[0.04531145095825195, 0.06259632110595703]",53778,"[16, 16, 16]","[0.0002975194317378854, 0.0002975194317378854, 0.0002975194317378854]",1736609789
"[1736609788.3618734, 1736609788.831199]",1736609789.329966,1736609789.3302805,1736609790.059239,1736609790.0624971,1736609790.0758073,1.0,2,0.2191779613494873,0.01800847053527832,0.0509033203125,0.11284875869750977,0.07839393615722656,"[0.11124753952026367, 0.07080316543579102]","[0.052005767822265625, 0.06537532806396484]",46103,"[16, 16, 16]","[0.00034704899898054355, 0.00034704899898054355, 0.00034704899898054355]",1736609790
"[1736609789.3230689, 1736609789.8471375]",1736609790.371983,1736609790.372309,1736609791.0985234,1736609791.1025865,1736609791.1085029,1.0,2,0.19532012939453125,0.016910791397094727,0.05085253715515137,0.14016962051391602,0.09362649917602539,"[0.11405014991760254, 0.07166790962219238]","[0.04869723320007324, 0.05840182304382324]",34384,"[16, 16, 16]","[0.00046533271288971617, 0.00046533271288971617, 0.00046533271288971617]",1736609791
"[1736609790.366043, 1736609790.8939044]",1736609791.3558676,1736609791.3559573,1736609791.899019,1736609791.902076,1736609792.006377,1.0,2,0.16734981536865234,0.014733076095581055,0.02383279800415039,0.07540607452392578,0.06590127944946289,"[0.09987831115722656, 0.06647300720214844]","[0.03876328468322754, 0.04499101638793945]",30422,"[16, 16, 16]","[0.0005259351784892512, 0.0005259351784892512, 0.0005259351784892512]",1736609792
"[1736609791.3531065, 1736609791.8038661]",1736609792.3602316,1736609792.360589,1736609793.067809,1736609793.076177,1736609793.086504,1.0,2,0.1887662410736084,0.02158355712890625,0.05204606056213379,0.13266944885253906,0.08686423301696777,"[0.10913538932800293, 0.05968141555786133]","[0.04675745964050293, 0.06610393524169922]",56471,"[16, 16, 16]","[0.0002833312673761754, 0.0002833312673761754, 0.0002833312673761754]",1736609793
"[1736609792.353408, 1736609792.818632]",1736609793.3695729,1736609793.3698843,1736609794.0148923,1736609794.017268,1736609794.0240307,1.0,2,0.1780083179473877,0.020132780075073242,0.049690961837768555,0.10759282112121582,0.08286166191101074,"[0.11253476142883301, 0.0555729866027832]","[0.039655208587646484, 0.052161455154418945]",41024,"[16, 16, 16]","[0.000390015600624025, 0.000390015600624025, 0.000390015600624025]",1736609794
"[1736609793.3627102, 1736609793.835349]",1736609794.3392682,1736609794.3395817,1736609795.0643358,1736609795.0713527,1736609795.0800464,1.0,2,0.19875764846801758,0.020030975341796875,0.029859304428100586,0.1149911880493164,0.08709335327148438,"[0.12662887573242188, 0.07151055335998535]","[0.05559253692626953, 0.07738161087036133]",58957,"[16, 16, 16]","[0.00027138422918398153, 0.00027138422918398153, 0.00027138422918398153]",1736609795
"[1736609794.331721, 1736609794.8725905]",1736609795.4098547,1736609795.4099946,1736609796.0601256,1736609796.0638292,1736609796.075099,1.0,2,0.17048907279968262,0.015059232711791992,0.04876589775085449,0.10071039199829102,0.08671188354492188,"[0.11739611625671387, 0.06636786460876465]","[0.04972648620605469, 0.06332159042358398]",50185,"[16, 16, 16]","[0.0003188203646507921, 0.0003188203646507921, 0.0003188203646507921]",1736609796
"[1736609795.405913, 1736609795.8821862]",1736609796.3623784,1736609796.3625183,1736609796.9949448,1736609796.997545,1736609797.0042546,1.0,2,0.16872048377990723,0.019484519958496094,0.03102850914001465,0.09430766105651855,0.0813455581665039,"[0.10860347747802734, 0.07179713249206543]","[0.05236244201660156, 0.06695413589477539]",44185,"[16, 16, 16]","[0.0003621138395383049, 0.0003621138395383049, 0.0003621138395383049]",1736609797
"[1736609796.3588274, 1736609796.837077]",1736609797.383697,1736609797.3838394,1736609798.0411043,1736609798.0441225,1736609798.054991,1.0,2,0.1821441650390625,0.020348787307739258,0.04578113555908203,0.10666704177856445,0.07947349548339844,"[0.10989785194396973, 0.06586623191833496]","[0.04798698425292969, 0.06018424034118652]",46757,"[16, 16, 16]","[0.0003421947515879975, 0.0003421947515879975, 0.0003421947515879975]",1736609798
"[1736609797.37988, 1736609797.887682]",1736609798.3715742,1736609798.3718958,1736609799.0143037,1736609799.0162477,1736609799.0245762,1.0,2,0.19129157066345215,0.01756763458251953,0.040422677993774414,0.12233090400695801,0.09376215934753418,"[0.11082148551940918, 0.05566859245300293]","[0.03166460990905762, 0.0437321662902832]",36420,"[16, 16, 16]","[0.00043931905546403075, 0.00043931905546403075, 0.00043931905546403075]",1736609799
"[1736609798.3650587, 1736609798.8975773]",1736609799.3970792,1736609799.3974082,1736609800.083529,1736609800.085843,1736609800.0986898,1.0,2,0.19784116744995117,0.019405841827392578,0.04678773880004883,0.12195229530334473,0.08026766777038574,"[0.11149168014526367, 0.06995797157287598]","[0.04121756553649902, 0.050981760025024414]",37828,"[16, 16, 16]","[0.00042296711430686265, 0.00042296711430686265, 0.00042296711430686265]",1736609800
"[1736609799.3901598, 1736609799.8765955]",1736609800.3422792,1736609800.3425782,1736609801.0051637,1736609801.0075138,1736609801.0150194,1.0,2,0.1976933479309082,0.01950979232788086,0.051366329193115234,0.11530327796936035,0.09994053840637207,"[0.10399079322814941, 0.06906723976135254]","[0.037136077880859375, 0.043946266174316406]",35371,"[16, 16, 16]","[0.00045234796867490317, 0.00045234796867490317, 0.00045234796867490317]",1736609801
