timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737367026.491505, 1737367026.692115, 1737367026.8354106, 1737367026.966793, 1737367027.1662333, 1737367027.2997668]",1737367027.5082464,1737367027.5087519,1737367029.2306511,1737367029.2420743,1737367029.3676705,1.0,6,0.6454598903656006,0.038381099700927734,0.06605315208435059,0.28623437881469727,0.2658853530883789,0.2807648181915283,"[0.07150840759277344, 0.11412668228149414]",103146,"[4951008, 201480, 349288]","[48.0, 1.9533476819265896, 3.3863455684175827]",1737367029
"[1737367027.499554, 1737367027.64767, 1737367027.8178756, 1737367027.9750206, 1737367028.1365674, 1737367028.35704]",1737367028.5246146,1737367028.5247734,1737367030.0149586,1737367030.024171,1737367030.0382326,1.0,6,0.663069486618042,0.028183460235595703,0.049680233001708984,0.15952658653259277,0.29784488677978516,0.26005077362060547,"[0.08445024490356445, 0.13262200355529785]",125452,"[6021696, 228232, 403944]","[48.0, 1.819277492586806, 3.219908809743966]",1737367030
"[1737367028.521071, 1737367028.6697893, 1737367028.836808, 1737367029.001916, 1737367029.1677847, 1737367029.3417969]",1737367029.5145433,1737367029.5145943,1737367030.8622437,1737367030.872363,1737367031.0159905,1.0,6,0.5863139629364014,0.0293121337890625,0.06417393684387207,0.15935349464416504,0.3144667148590088,0.21126818656921387,"[0.08252310752868652, 0.14142274856567383]",134760,"[6468480, 237776, 424720]","[48.0, 1.7644404867913328, 3.151677055506085]",1737367031
"[1737367029.512869, 1737367029.6541042, 1737367029.8705873, 1737367029.997724, 1737367030.1949146, 1737367030.330958]",1737367030.5625463,1737367030.5626554,1737367031.735189,1737367031.7423162,1737367032.0130868,1.0,6,0.19952702522277832,0.021833181381225586,0.048160552978515625,0.14641022682189941,0.2787637710571289,0.18788957595825195,"[0.07090520858764648, 0.12126660346984863]",103889,"[4986672, 204704, 358496]","[48.0, 1.9704107268334472, 3.450759945711288]",1737367032
"[1737367030.5409355, 1737367030.7302547, 1737367030.8542426, 1737367031.0445943, 1737367031.1813927, 1737367031.3962765]",1737367031.609888,1737367031.6131043,1737367032.5943177,1737367032.5990922,1737367033.012311,1.0,6,0.19572162628173828,0.021621227264404297,0.05717587471008301,0.14417457580566406,0.2858717441558838,0.18087363243103027,"[0.06811833381652832, 0.11343574523925781]",101523,"[4873104, 197088, 340640]","[48.0, 1.941313790963624, 3.355298799286861]",1737367033
"[1737367031.54124, 1737367031.7322898, 1737367031.863032, 1737367032.0677466, 1737367032.2155013, 1737367032.3518825]",1737367032.5961525,1737367032.596238,1737367033.443847,1737367033.4490294,1737367034.0115478,1.0,6,0.1925826072692871,0.021390199661254883,0.055492401123046875,0.12489175796508789,0.2634313106536865,0.18685674667358398,"[0.07500243186950684, 0.11234235763549805]",100937,"[4844976, 195968, 336544]","[48.0, 1.9414882550501797, 3.3341985594975085]",1737367034
"[1737367032.5484757, 1737367032.745533, 1737367032.8914769, 1737367033.036081, 1737367033.2362726, 1737367033.3678424]",1737367033.504431,1737367033.5046248,1737367034.391653,1737367034.396968,1737367035.0125716,1.0,6,0.2019190788269043,0.0239717960357666,0.06296229362487793,0.13636326789855957,0.2860727310180664,0.18379497528076172,"[0.07332849502563477, 0.11557602882385254]",104928,"[5036544, 200392, 344648]","[48.0, 1.9098048185422385, 3.284614211649893]",1737367035
"[1737367033.5016, 1737367033.6355424, 1737367033.8486378, 1737367033.989431, 1737367034.192329, 1737367034.3221955]",1737367034.5211816,1737367034.5213149,1737367035.4289682,1737367035.4348497,1737367036.0118906,1.0,6,0.22786378860473633,0.02541518211364746,0.06599164009094238,0.13431382179260254,0.28662753105163574,0.18099474906921387,"[0.07244300842285156, 0.11388325691223145]",101302,"[4862496, 199272, 343848]","[48.0, 1.9671082505774813, 3.3942863911867485]",1737367036
"[1737367034.5180986, 1737367034.650005, 1737367034.8629644, 1737367035.0086577, 1737367035.2096436, 1737367035.337105]",1737367035.540707,1737367035.5408516,1737367036.47385,1737367036.479152,1737367037.012403,1.0,6,0.21206355094909668,0.024501562118530273,0.05943894386291504,0.14376091957092285,0.29231691360473633,0.21059250831604004,"[0.07834029197692871, 0.1152338981628418]",103001,"[4944048, 201752, 347288]","[48.0, 1.958738264677042, 3.371695420432811]",1737367037
"[1737367035.537374, 1737367035.670504, 1737367035.8896163, 1737367036.03845, 1737367036.1776264, 1737367036.3778267]",1737367036.5103707,1737367036.5104668,1737367037.4438927,1737367037.4492183,1737367038.011922,1.0,6,0.20818424224853516,0.020893096923828125,0.042923688888549805,0.12928342819213867,0.2933518886566162,0.21419048309326172,"[0.07998943328857422, 0.1194767951965332]",110776,"[5317248, 204944, 353648]","[48.0, 1.8500758286993573, 3.1924604607496208]",1737367038
