timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737032048.6072195, 1737032048.7427607, 1737032048.9274065, 1737032049.0979798, 1737032049.2537336, 1737032049.419801]",1737032049.6727457,1737032049.6728714,1737032052.0581236,1737032052.06727,1737032052.1740072,1.0,6,0.8033604621887207,0.15395426750183105,0.17578530311584473,0.30977416038513184,0.2482166290283203,0.31505608558654785,"[0.10998654365539551, 0.17890453338623047]",110126,"[5286048, 328488, 540840]","[48.0, 2.9828378402920293, 4.911101828814267]",1737032052
"[1737032049.6701088, 1737032049.8347812, 1737032050.0227952, 1737032050.1770506, 1737032050.371996, 1737032050.5345607]",1737032050.6194177,1737032050.6195707,1737032052.8808699,1737032052.8899662,1737032053.0141687,1.0,6,0.5501623153686523,0.10062670707702637,0.08544683456420898,0.6350314617156982,0.7026803493499756,0.3946249485015869,"[0.12634491920471191, 0.1728501319885254]",108671,"[5216208, 318096, 527376]","[48.0, 2.927147076957054, 4.8529598512942735]",1737032053
"[1737032050.615526, 1737032050.7901382, 1737032050.97248, 1737032051.0730298, 1737032051.2554073, 1737032051.4233098]",1737032051.7118375,1737032051.7122607,1737032054.0861833,1737032054.093497,1737032054.1167028,1.0,6,0.9786999225616455,0.12129712104797363,0.09866666793823242,0.22220230102539062,0.3034179210662842,0.22188854217529297,"[0.13495087623596191, 0.22623944282531738]",123106,"[5909088, 405264, 667536]","[48.0, 3.2919922668269623, 5.422448946436404]",1737032054
"[1737032051.6735675, 1737032051.8192968, 1737032051.9886057, 1737032052.1414073, 1737032052.3545501, 1737032052.5110297]",1737032052.7044525,1737032052.7077112,1737032054.9462714,1737032054.9512656,1737032055.0143623,1.0,6,0.44588732719421387,0.03829813003540039,0.6126036643981934,0.2842526435852051,0.7672984600067139,0.23309946060180664,"[0.10759115219116211, 0.16422605514526367]",106437,"[5108976, 298776, 496472]","[48.0, 2.8070689703768426, 4.664468183056644]",1737032055
"[1737032052.66146, 1737032052.8277168, 1737032052.9752681, 1737032053.1915708, 1737032053.3486094, 1737032053.5332463]",1737032053.6853373,1737032053.6857963,1737032056.0703232,1737032056.0787988,1737032056.094363,1.0,6,0.8338322639465332,0.07364940643310547,0.14977765083312988,0.29639554023742676,0.326153039932251,0.26993703842163086,"[0.12601804733276367, 0.20231270790100098]",118347,"[5680656, 364128, 605280]","[48.0, 3.076782681436792, 5.114451570382013]",1737032056
"[1737032053.682161, 1737032053.8331947, 1737032053.993899, 1737032054.2050133, 1737032054.3593416, 1737032054.5127885]",1737032054.6731975,1737032054.673359,1737032056.8105311,1737032056.8212214,1737032057.0155408,1.0,6,0.3673238754272461,0.14000296592712402,0.06589460372924805,0.6707360744476318,0.8191564083099365,0.271634578704834,"[0.12749028205871582, 0.19289159774780273]",109852,"[5272896, 353840, 581200]","[48.0, 3.2210610639769874, 5.2907548337763535]",1737032057
"[1737032054.6602123, 1737032054.8322973, 1737032054.961638, 1737032055.1789844, 1737032055.325589, 1737032055.4782262]",1737032055.6689942,1737032055.6691885,1737032057.849747,1737032057.857828,1737032058.0147653,1.0,6,0.8261380195617676,0.13629984855651855,0.10052108764648438,0.16976690292358398,0.2748687267303467,0.2293102741241455,"[0.1149892807006836, 0.18331646919250488]",104581,"[5019888, 317536, 523168]","[48.0, 3.0362685382622083, 5.002514797142885]",1737032058
"[1737032055.630659, 1737032055.7823732, 1737032055.9276013, 1737032056.088407, 1737032056.2605867, 1737032056.4894555]",1737032056.79356,1737032056.8042066,1737032058.7607124,1737032058.7670498,1737032059.008976,1.0,6,0.4121389389038086,0.030080080032348633,0.5017545223236084,0.3015117645263672,0.677278995513916,0.24827194213867188,"[0.13864684104919434, 0.2151165008544922]",114151,"[5479248, 366928, 603984]","[48.0, 3.214408984590586, 5.291096880447828]",1737032059
"[1737032056.6626189, 1737032056.843745, 1737032057.0186803, 1737032057.1938303, 1737032057.3607433, 1737032057.5226426]",1737032057.6617131,1737032057.6638384,1737032059.8658686,1737032059.880235,1737032060.016755,1.0,6,0.893782377243042,0.03473043441772461,0.13019418716430664,0.26891112327575684,0.47107815742492676,0.24873018264770508,"[0.1424694061279297, 0.23090004920959473]",127186,"[6104928, 408680, 678440]","[48.0, 3.2132467409935055, 5.334234900067617]",1737032060
"[1737032057.6081984, 1737032057.7773988, 1737032057.9418087, 1737032058.096777, 1737032058.2644594, 1737032058.4574082]",1737032058.7472622,1737032058.7586985,1737032060.7716382,1737032060.779215,1737032061.0092843,1.0,6,0.430039644241333,0.015939712524414062,0.05731797218322754,0.7209136486053467,0.8666808605194092,0.3063983917236328,"[0.145280122756958, 0.21498775482177734]",118319,"[5679312, 384472, 631160]","[48.0, 3.2494527506148634, 5.334392616570458]",1737032061
"[1737032058.6807706, 1737032058.8491442, 1737032058.9804888, 1737032059.1990442, 1737032059.332241, 1737032059.481204]",1737032059.6304731,1737032059.8526952,1737032061.4999237,1737032061.503605,1737032062.011439,1.0,6,0.7641341686248779,0.023981332778930664,0.054184913635253906,0.14351725578308105,0.2834651470184326,0.18838238716125488,"[0.09586739540100098, 0.15282154083251953]",91728,"[4402944, 269416, 446056]","[48.0, 2.937118437118437, 4.86281179138322]",1737032062
