timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736609261.8460624, 1736609261.9700022, 1736609262.0376787, 1736609262.1749847, 1736609262.2514744, 1736609262.3956287, 1736609262.5462976, 1736609262.620832, 1736609262.764386]",1736609262.9195294,1736609262.9199815,1736609265.188275,1736609265.202703,1736609265.3036919,1.0,9,0.5944795608520508,0.04340219497680664,0.07164835929870605,0.30337977409362793,0.41877031326293945,"[0.6184360980987549, 0.3166239261627197]","[0.04832172393798828, 0.0751190185546875]",77371,"[16, 16, 16]","[0.00020679582789417223, 0.00020679582789417223, 0.00020679582789417223]",1736609265
"[1736609262.9122162, 1736609263.0571082, 1736609263.1389663, 1736609263.2547278, 1736609263.3880608, 1736609263.4704883, 1736609263.6006997, 1736609263.6614656, 1736609263.7950327]",1736609263.866951,1736609263.8672783,1736609266.0086918,1736609266.0169656,1736609266.0312793,1.0,9,0.4708726406097412,0.02965092658996582,0.11333990097045898,0.18013882637023926,0.4483370780944824,"[0.45783209800720215, 0.21217870712280273]","[0.040839195251464844, 0.10703182220458984]",77210,"[16, 16, 16]","[0.00020722704312912835, 0.00020722704312912835, 0.00020722704312912835]",1736609266
"[1736609263.864234, 1736609263.995354, 1736609264.073381, 1736609264.2182066, 1736609264.278109, 1736609264.4142034, 1736609264.5495732, 1736609264.6157472, 1736609264.7608564]",1736609264.8863811,1736609264.886454,1736609266.9479165,1736609266.954218,1736609267.0164826,1.0,9,0.3452634811401367,0.03751635551452637,0.10343170166015625,0.14691758155822754,0.367647647857666,"[0.44231367111206055, 0.3853871822357178]","[0.04920148849487305, 0.0600285530090332]",76305,"[16, 16, 16]","[0.00020968481750868227, 0.00020968481750868227, 0.00020968481750868227]",1736609267
"[1736609264.8838296, 1736609265.005643, 1736609265.1304798, 1736609265.2474122, 1736609265.3190098, 1736609265.4462013, 1736609265.5141118, 1736609265.6496646, 1736609265.7812853]",1736609265.8523798,1736609265.8524442,1736609267.8647983,1736609267.8783696,1736609268.0117745,1.0,9,0.34597134590148926,0.029790639877319336,0.17072010040283203,0.2099151611328125,0.3722710609436035,"[0.3622474670410156, 0.4462592601776123]","[0.04591059684753418, 0.05829262733459473]",79348,"[16, 16, 16]","[0.00020164339365831528, 0.00020164339365831528, 0.00020164339365831528]",1736609268
"[1736609265.8476875, 1736609265.980972, 1736609266.0498948, 1736609266.1819994, 1736609266.3143086, 1736609266.381772, 1736609266.524552, 1736609266.6483052, 1736609266.7149713]",1736609266.8516598,1736609266.851725,1736609268.7856166,1736609268.793344,1736609269.014368,1.0,9,0.3278670310974121,0.03159737586975098,0.19690632820129395,0.19396662712097168,0.4274265766143799,"[0.42726850509643555, 0.37270569801330566]","[0.058008670806884766, 0.058060646057128906]",76618,"[16, 16, 16]","[0.00020882821269153462, 0.00020882821269153462, 0.00020882821269153462]",1736609269
"[1736609266.847413, 1736609266.9872057, 1736609267.0590677, 1736609267.1822674, 1736609267.317099, 1736609267.3847904, 1736609267.5138667, 1736609267.6473916, 1736609267.7183468]",1736609267.8646152,1736609267.8648565,1736609269.7409732,1736609269.7463734,1736609270.0143754,1.0,9,0.24216604232788086,0.03373456001281738,0.22654080390930176,0.15523695945739746,0.4805316925048828,"[0.40990734100341797, 0.42515993118286133]","[0.05609440803527832, 0.06148099899291992]",77118,"[16, 16, 16]","[0.0002074742602245909, 0.0002074742602245909, 0.0002074742602245909]",1736609270
"[1736609267.8492184, 1736609267.9877455, 1736609268.0594723, 1736609268.2034318, 1736609268.2718031, 1736609268.407104, 1736609268.5286918, 1736609268.5943022, 1736609268.7325726]",1736609268.854126,1736609268.8542013,1736609270.9163284,1736609270.9262338,1736609271.0172975,1.0,9,0.281003475189209,0.02844405174255371,0.17626714706420898,0.18330693244934082,0.4788954257965088,"[0.28489136695861816, 0.7190296649932861]","[0.061604976654052734, 0.10471487045288086]",75913,"[16, 16, 16]","[0.00021076758921396863, 0.00021076758921396863, 0.00021076758921396863]",1736609271
"[1736609268.8520672, 1736609268.9859293, 1736609269.0637243, 1736609269.1447337, 1736609269.3227744, 1736609269.414358, 1736609269.4920135, 1736609269.6467032, 1736609269.7235603]",1736609269.854151,1736609269.8542821,1736609272.8072853,1736609272.8211026,1736609272.832207,1.0,9,0.4304196834564209,0.03363680839538574,0.1908414363861084,0.2776484489440918,0.36855053901672363,"[0.719182014465332, 0.9071354866027832]","[0.09796380996704102, 0.161057710647583]",118710,"[16, 16, 16]","[0.0001347822424395586, 0.0001347822424395586, 0.0001347822424395586]",1736609272
"[1736609269.8520668, 1736609269.9874878, 1736609270.0779138, 1736609270.1514978, 1736609270.3109815, 1736609270.396481, 1736609270.4931223, 1736609270.628153, 1736609270.7732308]",1736609270.91618,1736609270.916395,1736609274.586947,1736609274.5968533,1736609274.6062288,1.0,9,0.39945292472839355,0.026290178298950195,0.2396547794342041,0.33542466163635254,0.4622652530670166,"[1.0157268047332764, 0.5031943321228027]","[0.1148526668548584, 0.14240241050720215]",116724,"[16, 16, 16]","[0.00013707549432850143, 0.00013707549432850143, 0.00013707549432850143]",1736609274
"[1736609270.8500998, 1736609270.924505, 1736609271.0678337, 1736609271.1511183, 1736609271.2904136, 1736609271.4192781, 1736609271.4872713, 1736609271.6473455, 1736609271.7152581]",1736609271.855756,1736609271.855908,1736609276.0080395,1736609276.017088,1736609276.0336647,1.0,9,0.40691590309143066,0.03404498100280762,0.1969451904296875,0.376589298248291,0.5398950576782227,"[0.5505862236022949, 0.6029267311096191]","[0.10565543174743652, 0.1575791835784912]",106176,"[16, 16, 16]","[0.0001506931886678722, 0.0001506931886678722, 0.0001506931886678722]",1736609276
