timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737033545.8044653, 1737033546.0050755, 1737033546.213099, 1737033546.4124122, 1737033546.6127272]",1737033546.8211932,1737033546.8217175,1737033548.718223,1737033548.729285,1737033548.8445034,1.0,5,0.7112593650817871,0.05444931983947754,0.12946200370788574,0.28321170806884766,0.26195716857910156,0.27457213401794434,"[0.05455350875854492, 0.0963892936706543]",85418,"[4100064, 168696, 293112]","[48.0, 1.9749467325388093, 3.4315015570488656]",1737033548
"[1737033546.8125143, 1737033547.0430508, 1737033547.2109866, 1737033547.4495277, 1737033547.595637]",1737033547.8373213,1737033547.8374922,1737033549.4006574,1737033549.4083917,1737033549.4210298,1.0,5,0.5678195953369141,0.04803824424743652,0.30207014083862305,0.17714142799377441,0.36635637283325195,0.26216554641723633,"[0.07418513298034668, 0.10876131057739258]",98620,"[4733760, 185200, 328240]","[48.0, 1.8779152301764348, 3.328330967349422]",1737033549
"[1737033547.8340313, 1737033548.067986, 1737033548.2366982, 1737033548.3952792, 1737033548.6547573]",1737033548.8274405,1737033548.8275068,1737033550.358707,1737033550.369899,1737033550.381012,1.0,5,0.6561524868011475,0.013028383255004883,0.06308937072753906,0.16164350509643555,0.27001023292541504,0.28131103515625,"[0.07981348037719727, 0.11457037925720215]",109562,"[5258976, 195392, 348064]","[48.0, 1.7833920519888282, 3.1768678921523885]",1737033550
"[1737033548.8258293, 1737033549.0506444, 1737033549.2429988, 1737033549.4416802, 1737033549.6439183]",1737033549.8556983,1737033549.855764,1737033551.0612183,1737033551.0662866,1737033551.0816643,1.0,5,0.5594446659088135,0.02470874786376953,0.04562091827392578,0.16129398345947266,0.3001821041107178,0.1565852165222168,"[0.06595563888549805, 0.11033916473388672]",89145,"[4278960, 174424, 306104]","[48.0, 1.956632452745527, 3.43377643165629]",1737033551
"[1737033549.853896, 1737033550.043215, 1737033550.230313, 1737033550.4258227, 1737033550.6398048]",1737033550.8837385,1737033550.8838103,1737033551.865089,1737033551.86896,1737033552.0109918,1.0,5,0.19311761856079102,0.017496109008789062,0.0415956974029541,0.15003490447998047,0.2752211093902588,0.1662900447845459,"[0.058860063552856445, 0.09496450424194336]",84020,"[4032960, 164256, 284928]","[48.0, 1.9549631040228517, 3.3911925731968577]",1737033552
"[1737033550.8542004, 1737033551.0452502, 1737033551.2392242, 1737033551.4566092, 1737033551.6648428]",1737033551.8645804,1737033551.864756,1737033552.6682546,1737033552.673269,1737033553.0143209,1.0,5,0.22720766067504883,0.020957469940185547,0.04397392272949219,0.1486954689025879,0.24283409118652344,0.1548163890838623,"[0.06920647621154785, 0.09662890434265137]",85617,"[4109616, 166704, 287280]","[48.0, 1.947089947089947, 3.355408388520971]",1737033553
"[1737033551.8614361, 1737033552.0584934, 1737033552.2803078, 1737033552.4847949, 1737033552.6808028]",1737033552.8176234,1737033552.8177605,1737033553.6380959,1737033553.6420953,1737033554.0142984,1.0,5,0.22533226013183594,0.021361351013183594,0.0399174690246582,0.1414949893951416,0.26351189613342285,0.1496741771697998,"[0.06707906723022461, 0.0969536304473877]",83798,"[4022304, 163512, 280248]","[48.0, 1.951263753311535, 3.3443280269218834]",1737033554
"[1737033552.8145604, 1737033553.0245233, 1737033553.2288435, 1737033553.438045, 1737033553.635156]",1737033553.8339453,1737033553.8340728,1737033554.6366816,1737033554.6400428,1737033555.0143824,1.0,5,0.22165870666503906,0.014037609100341797,0.05699563026428223,0.08603024482727051,0.222398042678833,0.1821434497833252,"[0.06567072868347168, 0.09434199333190918]",84706,"[4065888, 162176, 279488]","[48.0, 1.9145751186456685, 3.299506528463155]",1737033555
"[1737033553.831059, 1737033554.0383983, 1737033554.2457178, 1737033554.4584775, 1737033554.6500654]",1737033554.8535101,1737033554.8536057,1737033555.629278,1737033555.6340916,1737033556.0138295,1.0,5,0.21817350387573242,0.015769481658935547,0.028622865676879883,0.10606527328491211,0.22242140769958496,0.16226863861083984,"[0.060323476791381836, 0.09624409675598145]",85494,"[4103712, 166272, 287008]","[48.0, 1.9448382342620534, 3.357054296207921]",1737033556
"[1737033554.8503344, 1737033555.0585716, 1737033555.2745228, 1737033555.4274914, 1737033555.622317]",1737033555.824433,1737033555.824565,1737033556.6901853,1737033556.6962051,1737033557.0142667,1.0,5,0.22742271423339844,0.01837611198425293,0.04916882514953613,0.12817668914794922,0.2646007537841797,0.19138860702514648,"[0.0642545223236084, 0.09993362426757812]",92140,"[4422720, 172320, 296928]","[48.0, 1.8701975255046668, 3.2225743433904928]",1737033557
