timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736609151.9872723, 1736609152.111212, 1736609152.2470007, 1736609152.3926842, 1736609152.4754667, 1736609152.61355, 1736609152.7620418, 1736609152.831723]",1736609153.056221,1736609153.0563807,1736609155.4733553,1736609155.4852057,1736609155.59644,1.0,8,0.6153414249420166,0.0377507209777832,0.11553955078125,0.377422571182251,0.3065359592437744,"[0.6207053661346436, 0.3321874141693115]","[0.04921984672546387, 0.05835676193237305]",69450,"[16, 16, 16]","[0.00023038156947444204, 0.00023038156947444204, 0.00023038156947444204]",1736609155
"[1736609153.053426, 1736609153.198318, 1736609153.2801762, 1736609153.3959377, 1736609153.5292706, 1736609153.6761625, 1736609153.8026755, 1736609153.9362426]",1736609154.007928,1736609154.0080266,1736609156.2999086,1736609156.312472,1736609156.323481,1.0,8,0.5618226528167725,0.0294034481048584,0.14069533348083496,0.19334650039672852,0.37098073959350586,"[0.41112828254699707, 0.31078362464904785]","[0.031059980392456055, 0.06969237327575684]",68397,"[16, 16, 16]","[0.00023392838867201778, 0.00023392838867201778, 0.00023392838867201778]",1736609156
"[1736609154.0054438, 1736609154.1365638, 1736609154.2875166, 1736609154.3594165, 1736609154.486799, 1736609154.6226282, 1736609154.756957, 1736609154.9020662]",1736609155.0306623,1736609155.0307438,1736609157.0022414,1736609157.007984,1736609157.017223,1.0,8,0.29250478744506836,0.02729201316833496,0.15999937057495117,0.15915513038635254,0.3933279514312744,"[0.4617757797241211, 0.1528942584991455]","[0.03402996063232422, 0.05148601531982422]",68304,"[16, 16, 16]","[0.00023424689622862497, 0.00023424689622862497, 0.00023424689622862497]",1736609157
"[1736609155.0250394, 1736609155.1468527, 1736609155.2716897, 1736609155.388622, 1736609155.5210338, 1736609155.6553216, 1736609155.7908745, 1736609155.9224951]",1736609155.990305,1736609155.9903643,1736609157.806445,1736609157.8132749,1736609158.0067494,1.0,8,0.3327822685241699,0.03153181076049805,0.13200759887695312,0.1849210262298584,0.37629199028015137,"[0.2680385112762451, 0.4346890449523926]","[0.030307292938232422, 0.06752943992614746]",68883,"[16, 16, 16]","[0.00023227792053191643, 0.00023227792053191643, 0.00023227792053191643]",1736609158
"[1736609155.9888973, 1736609156.122182, 1736609156.2580078, 1736609156.3893704, 1736609156.4555185, 1736609156.6035936, 1736609156.722805, 1736609156.8561811]",1736609157.0024855,1736609157.0027163,1736609158.4609022,1736609158.4674268,1736609159.0067577,1.0,8,0.2944786548614502,0.023314476013183594,0.14073705673217773,0.17296695709228516,0.3554074764251709,"[0.16907191276550293, 0.38309168815612793]","[0.02940845489501953, 0.06764769554138184]",69090,"[16, 16, 16]","[0.00023158199449992763, 0.00023158199449992763, 0.00023158199449992763]",1736609159
"[1736609156.988623, 1736609157.1284156, 1736609157.2712274, 1736609157.3894348, 1736609157.458309, 1736609157.588993, 1736609157.721601, 1736609157.8595567]",1736609158.0085073,1736609158.008566,1736609159.2777839,1736609159.2820873,1736609160.0098479,1.0,8,0.23920798301696777,0.026248693466186523,0.18819522857666016,0.12684178352355957,0.40715909004211426,"[0.25722765922546387, 0.2645118236541748]","[0.029641389846801758, 0.06025815010070801]",68222,"[16, 16, 16]","[0.00023452845123274018, 0.00023452845123274018, 0.00023452845123274018]",1736609160
"[1736609157.9904282, 1736609158.1289554, 1736609158.2729566, 1736609158.3446417, 1736609158.4855635, 1736609158.611725, 1736609158.735512, 1736609158.8737824]",1736609158.9959033,1736609158.9960315,1736609160.257301,1736609160.2640452,1736609161.0102363,1.0,8,0.3123664855957031,0.01801609992980957,0.11313176155090332,0.12494492530822754,0.3424696922302246,"[0.23357868194580078, 0.2421267032623291]","[0.027338027954101562, 0.08777761459350586]",67271,"[16, 16, 16]","[0.00023784394464182188, 0.00023784394464182188, 0.00023784394464182188]",1736609161
"[1736609158.993277, 1736609159.127139, 1736609159.2049341, 1736609159.3750434, 1736609159.4639843, 1736609159.6332233, 1736609159.7120852, 1736609159.8647702]",1736609159.9948156,1736609159.994906,1736609162.1390114,1736609162.157453,1736609162.1762993,1.0,8,0.35006213188171387,0.02736639976501465,0.1115255355834961,0.20537281036376953,0.40624451637268066,"[0.3502988815307617, 0.7497107982635498]","[0.08559036254882812, 0.1684892177581787]",102638,"[16, 16, 16]","[0.00015588768292445294, 0.00015588768292445294, 0.00015588768292445294]",1736609162
"[1736609159.9932766, 1736609160.1286976, 1736609160.2191236, 1736609160.3753793, 1736609160.4521914, 1736609160.6343322, 1736609160.769363, 1736609160.8385837]",1736609160.9934173,1736609160.9935818,1736609163.4688427,1736609163.4787295,1736609163.4917212,1.0,8,0.4911472797393799,0.04079294204711914,0.19344258308410645,0.2309584617614746,0.3413963317871094,"[0.48465585708618164, 0.6184163093566895]","[0.0830528736114502, 0.14022374153137207]",101111,"[16, 16, 16]","[0.00015824193213399135, 0.00015824193213399135, 0.00015824193213399135]",1736609163
"[1736609160.9913096, 1736609161.143844, 1736609161.2090435, 1736609161.3640583, 1736609161.4975789, 1736609161.6284811, 1736609161.734018, 1736609161.856468]",1736609162.131275,1736609162.1385689,1736609164.610628,1736609164.623097,1736609164.6343975,1.0,8,0.28862619400024414,0.03559589385986328,0.24367260932922363,0.2372112274169922,0.3891315460205078,"[0.5262482166290283, 0.3728165626525879]","[0.10164618492126465, 0.137800931930542]",95696,"[16, 16, 16]","[0.00016719612104999163, 0.00016719612104999163, 0.00016719612104999163]",1736609164
"[1736609161.9933357, 1736609162.1234322, 1736609162.282567, 1736609162.3420024, 1736609162.4746568, 1736609162.6070452, 1736609162.722814, 1736609162.8561006]",1736609162.9939098,1736609162.9940462,1736609166.0262933,1736609166.0404913,1736609166.0487676,1.0,8,0.4447181224822998,0.031159162521362305,0.1601717472076416,0.23266077041625977,0.31319570541381836,"[0.6094553470611572, 0.4142577648162842]","[0.10798335075378418, 0.2773590087890625]",90888,"[16, 16, 16]","[0.00017604084147522224, 0.00017604084147522224, 0.00017604084147522224]",1736609166
"[1736609162.991759, 1736609163.1234093, 1736609163.272554, 1736609163.3368692, 1736609163.4623055, 1736609163.6019614, 1736609163.722977, 1736609163.856093]",1736609163.9952579,1736609163.995408,1736609167.1072106,1736609167.1132083,1736609167.128413,1.0,8,0.32999205589294434,0.033705711364746094,0.31215739250183105,0.22362112998962402,0.46507811546325684,"[0.3610854148864746, 0.499401330947876]","[0.0866692066192627, 0.1282181739807129]",74325,"[16, 16, 16]","[0.00021527077026572486, 0.00021527077026572486, 0.00021527077026572486]",1736609167
"[1736609163.98931, 1736609164.1260214, 1736609164.2575788, 1736609164.388409, 1736609164.4584446, 1736609164.5897133, 1736609164.7232478, 1736609164.854649]",1736609165.004867,1736609165.0073323,1736609168.4049087,1736609168.4159021,1736609168.4366884,1.0,8,0.4388868808746338,0.03519463539123535,0.15116596221923828,0.38779497146606445,0.5973911285400391,"[0.3889617919921875, 0.6539814472198486]","[0.08961677551269531, 0.1597309112548828]",75887,"[16, 16, 16]","[0.00021083980128348728, 0.00021083980128348728, 0.00021083980128348728]",1736609168
"[1736609164.988521, 1736609165.1288226, 1736609165.257543, 1736609165.389899, 1736609165.469947, 1736609165.588895, 1736609165.722974, 1736609165.8578856]",1736609166.0064406,1736609166.019329,1736609169.5335817,1736609169.542531,1736609169.550694,1.0,8,0.43381690979003906,0.026148557662963867,0.10866785049438477,0.22125816345214844,0.41261911392211914,"[0.5554451942443848, 0.36812376976013184]","[0.0870358943939209, 0.11256718635559082]",69457,"[16, 16, 16]","[0.0002303583512101012, 0.0002303583512101012, 0.0002303583512101012]",1736609169
"[1736609165.9903889, 1736609166.1278996, 1736609166.2746804, 1736609166.3461049, 1736609166.4983058, 1736609166.6405673, 1736609166.7682052, 1736609166.8991582]",1736609167.1035085,1736609167.107296,1736609170.8275354,1736609170.8426836,1736609170.8577316,1.0,8,0.29955077171325684,0.034580230712890625,0.23872661590576172,0.2551572322845459,0.531240701675415,"[0.520841121673584, 0.48256897926330566]","[0.12612462043762207, 0.16112327575683594]",87305,"[16, 16, 16]","[0.00018326556325525456, 0.00018326556325525456, 0.00018326556325525456]",1736609170
"[1736609167.0377767, 1736609167.170415, 1736609167.3195043, 1736609167.394051, 1736609167.537895, 1736609167.6853268, 1736609167.8104658, 1736609167.9243426]",1736609168.0022569,1736609168.0023828,1736609172.224688,1736609172.2317538,1736609172.2456608,1.0,8,0.5211410522460938,0.03675961494445801,0.14575624465942383,0.21112656593322754,0.42130255699157715,"[0.5791223049163818, 0.5341672897338867]","[0.11575603485107422, 0.16261768341064453]",98475,"[16, 16, 16]","[0.00016247778624016248, 0.00016247778624016248, 0.00016247778624016248]",1736609172
"[1736609167.9918835, 1736609168.1235712, 1736609168.261896, 1736609168.3981426, 1736609168.523761, 1736609168.6052551, 1736609168.7233868, 1736609168.856567]",1736609169.044967,1736609169.0485923,1736609173.4173982,1736609173.4235327,1736609173.4316626,1.0,8,0.2638261318206787,0.028284549713134766,0.29173874855041504,0.2315685749053955,0.43353748321533203,"[0.4516911506652832, 0.47935032844543457]","[0.10790777206420898, 0.14806914329528809]",99928,"[16, 16, 16]","[0.0001601152830037627, 0.0001601152830037627, 0.0001601152830037627]",1736609173
"[1736609168.9898455, 1736609169.1221418, 1736609169.2719398, 1736609169.3322947, 1736609169.4658344, 1736609169.6085658, 1736609169.7251806, 1736609169.8546693]",1736609169.993751,1736609169.9967442,1736609174.630686,1736609174.6366549,1736609174.6440141,1.0,8,0.3810579776763916,0.032671213150024414,0.15386533737182617,0.3598451614379883,0.4960978031158447,"[0.4916553497314453, 0.45929765701293945]","[0.11450433731079102, 0.14229345321655273]",96665,"[16, 16, 16]","[0.00016552009517405473, 0.00016552009517405473, 0.00016552009517405473]",1736609174
"[1736609169.9911442, 1736609170.1217084, 1736609170.2645347, 1736609170.336262, 1736609170.4682088, 1736609170.6300318, 1736609170.7542143, 1736609170.8826907]",1736609171.017234,1736609171.0173404,1736609175.787417,1736609175.800718,1736609175.8217695,1.0,8,0.33519601821899414,0.040062665939331055,0.26894545555114746,0.22794628143310547,0.5372247695922852,"[0.46385765075683594, 0.40785717964172363]","[0.12079691886901855, 0.15953922271728516]",108830,"[16, 16, 16]","[0.00014701828539924653, 0.00014701828539924653, 0.00014701828539924653]",1736609175
"[1736609171.0075166, 1736609171.1394498, 1736609171.258782, 1736609171.3901076, 1736609171.5329554, 1736609171.6548235, 1736609171.7880044, 1736609171.8549278]",1736609172.2279074,1736609172.2279708,1736609177.0755312,1736609177.0838656,1736609177.0967498,1.0,8,0.3971991539001465,0.0415959358215332,0.23612642288208008,0.23503470420837402,0.5262844562530518,"[0.5520586967468262, 0.43467235565185547]","[0.1330122947692871, 0.1654355525970459]",98813,"[16, 16, 16]","[0.000161922014309858, 0.000161922014309858, 0.000161922014309858]",1736609177
"[1736609171.988187, 1736609172.1251063, 1736609172.2116616, 1736609172.3924873, 1736609172.4562647, 1736609172.597192, 1736609172.7214735, 1736609172.8555763]",1736609173.4207125,1736609173.4207954,1736609178.2070599,1736609178.2154107,1736609178.2352417,1.0,8,0.35854220390319824,0.018574237823486328,0.2746260166168213,0.21757245063781738,0.5161125659942627,"[0.46523475646972656, 0.42888903617858887]","[0.09615683555603027, 0.13564491271972656]",96054,"[16, 16, 16]","[0.00016657296937139525, 0.00016657296937139525, 0.00016657296937139525]",1736609178
"[1736609172.9913263, 1736609173.1229014, 1736609173.2671194, 1736609173.391023, 1736609173.521951, 1736609173.588271, 1736609173.7215044, 1736609173.855]",1736609174.6339087,1736609174.6339724,1736609179.27835,1736609179.2843401,1736609179.3046901,1.0,8,0.33166933059692383,0.043264150619506836,0.24860453605651855,0.21719145774841309,0.522442102432251,"[0.34506773948669434, 0.5148396492004395]","[0.07822155952453613, 0.12993478775024414]",86943,"[16, 16, 16]","[0.00018402861644985796, 0.00018402861644985796, 0.00018402861644985796]",1736609179
"[1736609173.9882736, 1736609174.1289752, 1736609174.2641623, 1736609174.3329995, 1736609174.459526, 1736609174.58846, 1736609174.7218277, 1736609174.8552542]",1736609175.7957711,1736609175.7958646,1736609180.372327,1736609180.382171,1736609180.3963315,1.0,8,0.31595373153686523,0.03101372718811035,0.32198524475097656,0.20572447776794434,0.6076915264129639,"[0.44095540046691895, 0.43482136726379395]","[0.09763884544372559, 0.11531615257263184]",83209,"[16, 16, 16]","[0.00019228689204292806, 0.00019228689204292806, 0.00019228689204292806]",1736609180
"[1736609174.9890196, 1736609175.1300316, 1736609175.2057593, 1736609175.355924, 1736609175.4934158, 1736609175.5998154, 1736609175.7217329, 1736609175.854897]",1736609177.0785928,1736609177.0789642,1736609181.5884788,1736609181.5957341,1736609181.606718,1.0,8,0.28650975227355957,0.039372920989990234,0.23929452896118164,0.20696663856506348,0.48751330375671387,"[0.47589921951293945, 0.5224757194519043]","[0.09604716300964355, 0.11207342147827148]",78094,"[16, 16, 16]","[0.00020488129689860937, 0.00020488129689860937, 0.00020488129689860937]",1736609181
"[1736609175.9889522, 1736609176.130617, 1736609176.2655163, 1736609176.3946745, 1736609176.459862, 1736609176.5894659, 1736609176.7217102, 1736609176.854817]",1736609178.2124388,1736609178.2125945,1736609182.669108,1736609182.674387,1736609182.688505,1.0,8,0.29677581787109375,0.029985904693603516,0.23035836219787598,0.2099459171295166,0.47065281867980957,"[0.47014760971069336, 0.4061470031738281]","[0.08475375175476074, 0.1164407730102539]",80968,"[16, 16, 16]","[0.00019760893192372295, 0.00019760893192372295, 0.00019760893192372295]",1736609182
"[1736609176.9886847, 1736609177.1317656, 1736609177.2681859, 1736609177.3363218, 1736609177.4739926, 1736609177.6287625, 1736609177.756222, 1736609177.9011238]",1736609179.281647,1736609179.2817078,1736609183.722593,1736609183.730161,1736609183.7501569,1.0,8,0.25322937965393066,0.03525829315185547,0.26200366020202637,0.21867632865905762,0.5329346656799316,"[0.43808770179748535, 0.38075685501098633]","[0.09043240547180176, 0.13944387435913086]",92443,"[16, 16, 16]","[0.0001730796274461019, 0.0001730796274461019, 0.0001730796274461019]",1736609183
"[1736609178.0288458, 1736609178.162196, 1736609178.2907684, 1736609178.4282932, 1736609178.5619817, 1736609178.6813858, 1736609178.80141, 1736609178.921856]",1736609180.3774288,1736609180.377585,1736609184.9682355,1736609184.9780507,1736609184.9938006,1.0,8,0.34195542335510254,0.03579902648925781,0.28680944442749023,0.2371518611907959,0.43866634368896484,"[0.519294023513794, 0.42284679412841797]","[0.13346505165100098, 0.16260433197021484]",105177,"[16, 16, 16]","[0.00015212451391463912, 0.00015212451391463912, 0.00015212451391463912]",1736609184
"[1736609178.9886491, 1736609179.1220863, 1736609179.2695541, 1736609179.3321743, 1736609179.4644787, 1736609179.6103132, 1736609179.7218492, 1736609179.857387]",1736609181.5942452,1736609181.5944118,1736609186.0580149,1736609186.064796,1736609186.0774243,1.0,8,0.2789180278778076,0.03714942932128906,0.24951624870300293,0.19935297966003418,0.41091275215148926,"[0.33304762840270996, 0.5268452167510986]","[0.08504438400268555, 0.1402144432067871]",92015,"[16, 16, 16]","[0.0001738846927131446, 0.0001738846927131446, 0.0001738846927131446]",1736609186
"[1736609179.9911144, 1736609180.1275995, 1736609180.207231, 1736609180.3389633, 1736609180.4613628, 1736609180.6130388, 1736609180.7730916, 1736609180.894422]",1736609182.672152,1736609182.672214,1736609187.0889068,1736609187.0978177,1736609187.112974,1.0,8,0.26518917083740234,0.04164481163024902,0.22064423561096191,0.1817924976348877,0.4513826370239258,"[0.3686988353729248, 0.44656848907470703]","[0.08577442169189453, 0.1246347427368164]",90355,"[16, 16, 16]","[0.0001770792983232804, 0.0001770792983232804, 0.0001770792983232804]",1736609187
"[1736609181.0108464, 1736609181.1474671, 1736609181.2792714, 1736609181.4027839, 1736609181.5228336, 1736609181.6632102, 1736609181.7904882, 1736609181.8571134]",1736609183.7273262,1736609183.7277222,1736609188.1480699,1736609188.1582608,1736609188.1683183,1.0,8,0.29173851013183594,0.044190168380737305,0.3105778694152832,0.2140812873840332,0.45455455780029297,"[0.38491201400756836, 0.45326924324035645]","[0.08584237098693848, 0.13185691833496094]",94113,"[16, 16, 16]","[0.00017000839416446187, 0.00017000839416446187, 0.00017000839416446187]",1736609188
