timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736610659.586144, 1736610659.673713, 1736610659.8175588, 1736610659.8899083, 1736610659.9739635, 1736610660.0597117, 1736610660.148696, 1736610660.324383, 1736610660.405897, 1736610660.4821177]",1736610660.66544,1736610660.665898,1736610665.4004483,1736610665.420905,1736610665.5332875,1.0,10,0.8429558277130127,0.04581332206726074,0.545086145401001,0.22641515731811523,0.5188405513763428,"[1.4328181743621826, 1.196295976638794]","[0.17549657821655273, 0.19010210037231445]",139064,"[16, 16, 16]","[0.00011505493873324512, 0.00011505493873324512, 0.00011505493873324512]",1736610665
"[1736610660.6556218, 1736610660.7380376, 1736610660.8359513, 1736610660.9411135, 1736610661.0361161, 1736610661.126323, 1736610661.2304668, 1736610661.323366, 1736610661.4829178, 1736610661.566604]",1736610661.6614733,1736610661.6616604,1736610667.537149,1736610667.5509005,1736610667.579755,1.0,10,0.5030896663665771,0.04530525207519531,0.34023523330688477,0.5748443603515625,0.44213104248046875,"[1.009056806564331, 0.6337282657623291]","[0.1917712688446045, 0.2976725101470947]",218012,"[16, 16, 16]","[7.339045557125296e-05, 7.339045557125296e-05, 7.339045557125296e-05]",1736610667
"[1736610661.6545095, 1736610661.7437952, 1736610661.842537, 1736610661.9281175, 1736610662.010833, 1736610662.1775346, 1736610662.2616956, 1736610662.3480282, 1736610662.431777, 1736610662.5147066]",1736610662.603436,1736610662.6036887,1736610669.7669263,1736610669.7829397,1736610669.8052998,1.0,10,0.81685471534729,0.03139996528625488,0.6487600803375244,0.3300032615661621,0.6353657245635986,"[1.104731559753418, 0.5881187915802002]","[0.22597718238830566, 0.3081207275390625]",229172,"[16, 16, 16]","[6.981655699649172e-05, 6.981655699649172e-05, 6.981655699649172e-05]",1736610669
"[1736610662.5956788, 1736610662.6788292, 1736610662.7754054, 1736610662.8664675, 1736610662.9492314, 1736610663.048206, 1736610663.1515024, 1736610663.2586677, 1736610663.4318907, 1736610663.5169325]",1736610663.6048949,1736610663.605365,1736610671.7409105,1736610671.754693,1736610671.7741513,1.0,10,0.832970380783081,0.02717757225036621,0.23502826690673828,0.3136630058288574,0.405534029006958,"[0.9589581489562988, 0.5259549617767334]","[0.19782209396362305, 0.28259944915771484]",214385,"[16, 16, 16]","[7.463208713296173e-05, 7.463208713296173e-05, 7.463208713296173e-05]",1736610671
"[1736610663.6011808, 1736610663.68445, 1736610663.7973855, 1736610663.896615, 1736610664.011357, 1736610664.0982904, 1736610664.1901534, 1736610664.2842224, 1736610664.3778331, 1736610664.4643257]",1736610665.41342,1736610665.4135752,1736610674.0687454,1736610674.0866907,1736610674.1142201,1.0,10,0.606773853302002,0.058622121810913086,0.28133678436279297,0.5726537704467773,0.6754653453826904,"[1.2327790260314941, 0.5635735988616943]","[0.22077202796936035, 0.3049349784851074]",246155,"[16, 16, 16]","[6.499969531392821e-05, 6.499969531392821e-05, 6.499969531392821e-05]",1736610674
"[1736610664.6433928, 1736610664.7297535, 1736610664.8329592, 1736610664.9226604, 1736610665.0591059, 1736610665.1370037, 1736610665.2225354, 1736610665.3084588, 1736610665.4762409, 1736610665.5607982]",1736610667.5429566,1736610667.5430446,1736610675.9981728,1736610676.0100157,1736610676.0310564,1.0,10,0.6558923721313477,0.036257028579711914,0.6175832748413086,0.31372785568237305,0.776486873626709,"[0.8879222869873047, 0.5632724761962891]","[0.18520236015319824, 0.28928422927856445]",237648,"[16, 16, 16]","[6.732646603379788e-05, 6.732646603379788e-05, 6.732646603379788e-05]",1736610676
"[1736610665.6428163, 1736610665.7234278, 1736610665.823323, 1736610665.9227834, 1736610666.0834374, 1736610666.1628425, 1736610666.2423007, 1736610666.3253095, 1736610666.4062312, 1736610666.5684798]",1736610669.7725763,1736610669.7726917,1736610677.8648458,1736610677.8760374,1736610677.900541,1.0,10,0.5040702819824219,0.06116652488708496,0.25528478622436523,0.5096335411071777,0.6992616653442383,"[0.8203036785125732, 0.582176923751831]","[0.19061017036437988, 0.2670247554779053]",210977,"[16, 16, 16]","[7.583765054958597e-05, 7.583765054958597e-05, 7.583765054958597e-05]",1736610677
"[1736610666.6500123, 1736610666.7307541, 1736610666.8351243, 1736610666.9418366, 1736610667.0382445, 1736610667.1486332, 1736610667.257446, 1736610667.3633325, 1736610667.4515393, 1736610667.5411046]",1736610671.747075,1736610671.7471435,1736610679.9181635,1736610679.934503,1736610679.9659302,1.0,10,0.7010290622711182,0.0734407901763916,0.2975180149078369,0.5697181224822998,0.7755887508392334,"[0.9049797058105469, 0.625373363494873]","[0.1920020580291748, 0.328310489654541]",280576,"[16, 16, 16]","[5.702554744525547e-05, 5.702554744525547e-05, 5.702554744525547e-05]",1736610679
"[1736610667.6345663, 1736610667.7240715, 1736610667.8265855, 1736610667.9022212, 1736610668.0030937, 1736610668.1038918, 1736610668.2379484, 1736610668.3103364, 1736610668.4533877, 1736610668.5249434]",1736610674.0781744,1736610674.0782688,1736610681.6110163,1736610681.6236112,1736610681.6498847,1.0,10,0.5385501384735107,0.05262923240661621,0.4430716037750244,0.31560397148132324,0.8129379749298096,"[0.9913802146911621, 0.2418675422668457]","[0.19380736351013184, 0.25896167755126953]",205486,"[16, 16, 16]","[7.786418539462543e-05, 7.786418539462543e-05, 7.786418539462543e-05]",1736610681
"[1736610669.638736, 1736610669.7167985, 1736610669.8117216, 1736610669.9086215, 1736610670.0758293, 1736610670.1665974, 1736610670.2583294, 1736610670.3479414, 1736610670.441185, 1736610670.5330842]",1736610676.0047011,1736610676.0047805,1736610683.5064723,1736610683.5217037,1736610683.5451007,1.0,10,0.4639885425567627,0.034497976303100586,0.49100685119628906,0.31412672996520996,0.6703100204467773,"[0.9727036952972412, 0.5202887058258057]","[0.16554570198059082, 0.2289278507232666]",158484,"[16, 16, 16]","[0.00010095656343858056, 0.00010095656343858056, 0.00010095656343858056]",1736610683
