timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737127235.739413, 1737127235.9205575, 1737127236.2139733, 1737127236.355172, 1737127236.5054898]",1737127236.9372988,1737127236.9375033,1737127238.3382773,1737127238.3526027,1737127238.4801786,1.0,5,0.606572151184082,0.03370022773742676,0.08545255661010742,0.19237017631530762,0.34136509895324707,0.18869924545288086,"[0.07850813865661621, 0.14392757415771484]",200000,"[9600000, 238952, 436104]","[48.0, 1.19476, 2.18052]",1737127238
"[1737127236.7999766, 1737127236.9372702, 1737127237.263993, 1737127237.4109876, 1737127237.5583987]",1737127238.0013998,1737127238.0015385,1737127239.5091398,1737127239.5205035,1737127239.54321,1.0,5,0.2629821300506592,0.0348355770111084,0.041039228439331055,0.17473816871643066,0.2842543125152588,0.3696467876434326,"[0.0943746566772461, 0.15008831024169922]",200000,"[9600000, 247368, 452616]","[48.0, 1.23684, 2.26308]",1737127239
"[1737127237.8582408, 1737127238.0012414, 1737127238.3120341, 1737127238.4534492, 1737127238.598513]",1737127238.8966374,1737127238.896718,1737127240.5250032,1737127240.5410063,1737127240.5550218,1.0,5,0.76059889793396,0.026337862014770508,0.04156923294067383,0.15958094596862793,0.2608633041381836,0.31415295600891113,"[0.0958254337310791, 0.1697688102722168]",200000,"[9600000, 280760, 519352]","[48.0, 1.4038, 2.59676]",1737127240
"[1737127238.7485707, 1737127238.8984113, 1737127239.186835, 1737127239.3371193, 1737127239.4792252]",1737127239.9164264,1737127239.916547,1737127241.344398,1737127241.3571353,1737127241.3727205,1.0,5,0.6771085262298584,0.025659561157226562,0.06295990943908691,0.15676522254943848,0.2792346477508545,0.20351409912109375,"[0.08945727348327637, 0.16273856163024902]",200000,"[9600000, 269568, 495296]","[48.0, 1.34784, 2.47648]",1737127241
"[1737127239.7588139, 1737127239.917452, 1737127240.2079701, 1737127240.3521538, 1737127240.4918113]",1737127240.9557533,1737127240.9599495,1737127242.3078237,1737127242.318896,1737127242.340666,1.0,5,0.2473278045654297,0.019462108612060547,0.05164980888366699,0.13956952095031738,0.24724459648132324,0.21533560752868652,"[0.08076906204223633, 0.15296411514282227]",200000,"[9600000, 242912, 444320]","[48.0, 1.21456, 2.2216]",1737127242
"[1737127240.8088884, 1737127240.957503, 1737127241.2680686, 1737127241.4262118, 1737127241.5934224]",1737127241.9325056,1737127241.9325798,1737127243.3582582,1737127243.3688803,1737127243.392014,1.0,5,0.291949987411499,0.0237734317779541,0.05437445640563965,0.1609022617340088,0.26792263984680176,0.24735283851623535,"[0.08492541313171387, 0.15178537368774414]",200000,"[9600000, 244568, 449048]","[48.0, 1.22284, 2.24524]",1737127243
"[1737127241.7598565, 1737127241.9183307, 1737127242.2374928, 1737127242.4034452, 1737127242.5671306]",1737127243.0533228,1737127243.0534053,1737127244.43636,1737127244.4497783,1737127244.4726713,1.0,5,0.2975926399230957,0.024536609649658203,0.09036374092102051,0.16127514839172363,0.30741453170776367,0.20811891555786133,"[0.08673739433288574, 0.16021251678466797]",200000,"[9600000, 254640, 471184]","[48.0, 1.2732, 2.35592]",1737127244
"[1737127242.8893065, 1737127243.0549836, 1737127243.219403, 1737127243.5389993, 1737127243.700344]",1737127244.0381978,1737127244.038316,1737127245.5642672,1737127245.5751479,1737127245.5885909,1.0,5,0.28191089630126953,0.023616552352905273,0.08256340026855469,0.1563270092010498,0.29604649543762207,0.30458736419677734,"[0.08530449867248535, 0.14740562438964844]",200000,"[9600000, 240624, 443440]","[48.0, 1.20312, 2.2172]",1737127245
"[1737127243.857276, 1737127244.0262508, 1737127244.182498, 1737127244.5014164, 1737127244.6668365]",1737127244.9829664,1737127244.983058,1737127246.4137013,1737127246.4232757,1737127246.4423654,1.0,5,0.6572597026824951,0.02712559700012207,0.05430293083190918,0.17428207397460938,0.2869749069213867,0.2126312255859375,"[0.08798360824584961, 0.1618335247039795]",200000,"[9600000, 264184, 491032]","[48.0, 1.32092, 2.45516]",1737127246
"[1737127244.8292859, 1737127244.9883053, 1737127245.2908428, 1737127245.4393084, 1737127245.5893977]",1737127245.8902829,1737127245.8903773,1737127247.217865,1737127247.2293112,1737127247.250448,1.0,5,0.5825495719909668,0.02190685272216797,0.06804060935974121,0.16130304336547852,0.2844064235687256,0.20879483222961426,"[0.08063650131225586, 0.14575695991516113]",200000,"[9600000, 237464, 434200]","[48.0, 1.18732, 2.171]",1737127247
