timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_comprresion,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1736608892.365464, 1736608892.5570803, 1736608892.770876, 1736608892.9917417, 1736608893.1402335]",1736608893.4398832,1736608893.4403338,1736608895.2522962,1736608895.258952,1736608895.3899312,1.0,5,0.535301685333252,0.029160022735595703,0.054442405700683594,0.3088686466217041,0.17986226081848145,"[0.38617897033691406, 0.10062146186828613]","[0.0294802188873291, 0.03231525421142578]",43745,"[16, 16, 16]","[0.0003657560864098754, 0.0003657560864098754, 0.0003657560864098754]",1736608895
"[1736608893.4316177, 1736608893.6583679, 1736608893.843525, 1736608894.0543542, 1736608894.2595909]",1736608894.38637,1736608894.3866427,1736608895.5880914,1736608895.593185,1736608896.01073,1.0,5,0.4033694267272949,0.022397756576538086,0.06925678253173828,0.11119890213012695,0.2319626808166504,"[0.10363078117370605, 0.1692521572113037]","[0.01838541030883789, 0.03943014144897461]",42561,"[16, 16, 16]","[0.00037593101665844316, 0.00037593101665844316, 0.00037593101665844316]",1736608896
"[1736608894.3836355, 1736608894.5927825, 1736608894.7975106, 1736608895.00082, 1736608895.1980276]",1736608895.4049377,1736608895.4050303,1736608896.1970048,1736608896.2009335,1736608897.0051835,1.0,5,0.2094273567199707,0.01668572425842285,0.0687265396118164,0.09937763214111328,0.2178788185119629,"[0.1940925121307373, 0.10079240798950195]","[0.024053096771240234, 0.03344321250915527]",41196,"[16, 16, 16]","[0.00038838722206039424, 0.00038838722206039424, 0.00038838722206039424]",1736608897
"[1736608895.4032311, 1736608895.588204, 1736608895.8384113, 1736608896.0335133, 1736608896.2333455]",1736608896.3698127,1736608896.3699515,1736608897.1051207,1736608897.1100974,1736608898.0087879,1.0,5,0.1854557991027832,0.018861055374145508,0.050399065017700195,0.10007929801940918,0.19687485694885254,"[0.18680644035339355, 0.09732675552368164]","[0.021419763565063477, 0.03236699104309082]",43568,"[16, 16, 16]","[0.0003672420124862284, 0.0003672420124862284, 0.0003672420124862284]",1736608898
"[1736608896.367089, 1736608896.5692964, 1736608896.7675622, 1736608896.9817853, 1736608897.1677067]",1736608897.3693743,1736608897.3696856,1736608898.195414,1736608898.199583,1736608899.0051596,1.0,5,0.2396688461303711,0.01661968231201172,0.08004283905029297,0.09261512756347656,0.22145605087280273,"[0.1932215690612793, 0.09990859031677246]","[0.024453401565551758, 0.03323960304260254]",43679,"[16, 16, 16]","[0.0003663087524897548, 0.0003663087524897548, 0.0003663087524897548]",1736608899
"[1736608897.3668146, 1736608897.5784693, 1736608897.7676265, 1736608897.9671848, 1736608898.166793]",1736608898.3713531,1736608898.3714895,1736608899.123936,1736608899.1271598,1736608900.0054164,1.0,5,0.18289875984191895,0.019009113311767578,0.07424020767211914,0.09225940704345703,0.21284270286560059,"[0.17894530296325684, 0.10437846183776855]","[0.021665573120117188, 0.033429622650146484]",42720,"[16, 16, 16]","[0.0003745318352059925, 0.0003745318352059925, 0.0003745318352059925]",1736608900
"[1736608898.36862, 1736608898.5788739, 1736608898.7912047, 1736608898.9899168, 1736608899.185384]",1736608899.3738942,1736608899.3740122,1736608900.139848,1736608900.14313,1736608901.008574,1.0,5,0.17805886268615723,0.017196178436279297,0.07421541213989258,0.09108090400695801,0.21298480033874512,"[0.1991901397705078, 0.10382771492004395]","[0.02440166473388672, 0.032294273376464844]",41976,"[16, 16, 16]","[0.0003811701924909472, 0.0003811701924909472, 0.0003811701924909472]",1736608901
"[1736608899.3714688, 1736608899.5831258, 1736608899.753235, 1736608899.9337595, 1736608900.1661048]",1736608900.374168,1736608900.3742688,1736608901.296945,1736608901.3026416,1736608902.0083895,1.0,5,0.18769574165344238,0.020241260528564453,0.10323262214660645,0.13901638984680176,0.19167375564575195,"[0.21045255661010742, 0.11974883079528809]","[0.04902338981628418, 0.07365012168884277]",64967,"[16, 16, 16]","[0.000246278880046793, 0.000246278880046793, 0.000246278880046793]",1736608902
"[1736608900.3714683, 1736608900.5973153, 1736608900.753571, 1736608901.012524, 1736608901.1475546]",1736608901.3724773,1736608901.372659,1736608902.2439458,1736608902.2499664,1736608903.0124016,1.0,5,0.18986272811889648,0.013132810592651367,0.0756080150604248,0.12092113494873047,0.23926091194152832,"[0.19473505020141602, 0.10030293464660645]","[0.0511782169342041, 0.07535290718078613]",61364,"[16, 16, 16]","[0.0002607391956195815, 0.0002607391956195815, 0.0002607391956195815]",1736608903
"[1736608901.3695014, 1736608901.5872352, 1736608901.74225, 1736608901.9386797, 1736608902.166747]",1736608902.3752341,1736608902.3753877,1736608903.302593,1736608903.3059666,1736608904.008984,1.0,5,0.1717214584350586,0.018245220184326172,0.0894923210144043,0.14041471481323242,0.27652668952941895,"[0.2050623893737793, 0.10912251472473145]","[0.05602669715881348, 0.08114194869995117]",62464,"[16, 16, 16]","[0.00025614754098360657, 0.00025614754098360657, 0.00025614754098360657]",1736608904
