timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1737032318.2345679,1737032318.2640219,1737032318.2641096,1737032321.0022516,1737032321.002691,"[1737032321.1738594, 1737032321.3405259, 1737032321.5071926, 1737032321.6738594, 1737032321.8405259, 1737032322.0071926]",1737032318,2,unified,0.002043485641479492,0.16773605346679688,0.06789541244506836,0.2988898754119873,0.1219336986541748,1.1188628673553467
1737032319.2330704,1737032319.2337356,1737032319.233805,1737032322.1735806,1737032322.1740727,"[1737032322.3452013, 1737032322.5118678, 1737032322.6785345, 1737032322.8452013, 1737032323.0118678, 1737032323.1785345]",1737032319,2,unified,0.04326200485229492,0.163862943649292,0.37661027908325195,0.20318007469177246,0.10562825202941895,1.1547045707702637
1737032320.1264591,1737032320.1281292,1737032320.128288,1737032323.3265023,1737032323.3270874,"[1737032323.4993036, 1737032323.66597, 1737032323.8326368, 1737032323.9993036, 1737032324.16597, 1737032324.3326368]",1737032320,2,unified,0.0009162425994873047,0.17243051528930664,0.6238760948181152,0.1500716209411621,0.151900053024292,1.1725959777832031
1737032321.126626,1737032321.128498,1737032321.1285717,1737032324.4542925,1737032324.4548492,"[1737032324.6281633, 1737032324.7948298, 1737032324.9614966, 1737032325.1281633, 1737032325.2948298, 1737032325.4614966]",1737032321,2,unified,0.012772083282470703,0.23887896537780762,0.02702784538269043,0.580510139465332,0.1767880916595459,1.1067233085632324
1737032322.1237159,1737032322.1773,1737032322.1773994,1737032325.532656,1737032325.533317,"[1737032325.7058523, 1737032325.8725188, 1737032326.0391855, 1737032326.2058523, 1737032326.3725188, 1737032326.5391855]",1737032322,2,unified,0.0007920265197753906,0.16473960876464844,0.08564639091491699,0.7421586513519287,0.13035273551940918,1.0959773063659668
1737032323.1211102,1737032323.3298752,1737032323.329956,1737032326.4925487,1737032326.4930396,"[1737032326.6644528, 1737032326.8311193, 1737032326.997786, 1737032327.1644528, 1737032327.3311193, 1737032327.497786]",1737032323,2,unified,0.0012874603271484375,0.19051337242126465,0.05944252014160156,0.711430549621582,0.15276169776916504,0.961916446685791
1737032324.1226432,1737032324.4587693,1737032324.458868,1737032327.5095587,1737032327.5096622,"[1737032327.6820176, 1737032327.848684, 1737032328.0153508, 1737032328.1820176, 1737032328.348684, 1737032328.5153508]",1737032324,2,unified,0.016459941864013672,0.16838598251342773,0.05429816246032715,0.34262609481811523,0.4292943477630615,1.0169868469238281
1737032379.6409764,1737032379.6417933,1737032379.6418648,1737032381.1302886,1737032381.1303542,"[1737032381.6666667, 1737032381.8333333, 1737032382.0, 1737032382.1666667, 1737032382.3333333, 1737032382.5]",1737032379,2,unified,0.002668619155883789,0.17049646377563477,0.01786041259765625,0.09689855575561523,0.11846399307250977,1.0634877681732178
1737032380.5520363,1737032380.5527897,1737032380.552995,1737032382.399291,1737032382.3993607,"[1737032382.6666667, 1737032382.8333333, 1737032383.0, 1737032383.1666667, 1737032383.3333333, 1737032383.5]",1737032380,2,unified,0.016875505447387695,0.1942002773284912,0.2885003089904785,0.15471792221069336,0.11142849922180176,1.0584917068481445
1737032381.448683,1737032381.4494703,1737032381.4496741,1737032383.830395,1737032383.8309796,"[1737032384.002908, 1737032384.1695745, 1737032384.3362412, 1737032384.502908, 1737032384.6695745, 1737032384.8362412]",1737032381,2,unified,0.0022792816162109375,0.4439554214477539,0.4365065097808838,0.13370943069458008,0.11254715919494629,1.2370703220367432
1737032382.3424613,1737032382.3433464,1737032382.343713,1737032385.0821445,1737032385.082556,"[1737032385.2541132, 1737032385.4207797, 1737032385.5874465, 1737032385.7541132, 1737032385.9207797, 1737032386.0874465]",1737032382,2,unified,0.00121307373046875,0.45903897285461426,0.0762777328491211,0.7694587707519531,0.13251805305480957,1.2294485569000244
1737032383.2316575,1737032383.2323577,1737032383.2324293,1737032386.2034645,1737032386.2040658,"[1737032386.375729, 1737032386.5423956, 1737032386.7090623, 1737032386.875729, 1737032387.0423956, 1737032387.2090623]",1737032383,2,unified,0.018771886825561523,0.6812396049499512,0.12875914573669434,0.15079498291015625,0.5869166851043701,1.1419436931610107
1737032384.1235313,1737032384.1263611,1737032384.1264937,1737032387.2339458,1737032387.2344036,"[1737032387.4059076, 1737032387.5725741, 1737032387.739241, 1737032387.9059076, 1737032388.0725741, 1737032388.239241]",1737032384,2,unified,0.0006492137908935547,0.6734969615936279,0.19159293174743652,0.2001934051513672,0.11902713775634766,1.0107042789459229
1737032385.1271815,1737032385.1279643,1737032385.1280382,1737032388.3691294,1737032388.3696334,"[1737032388.541446, 1737032388.7081125, 1737032388.8747792, 1737032389.041446, 1737032389.2081125, 1737032389.3747792]",1737032385,2,unified,0.006842136383056641,0.5149073600769043,0.47815799713134766,0.1455094814300537,0.15448951721191406,1.1366934776306152
1737032386.126202,1737032386.2065475,1737032386.2066247,1737032389.4685357,1737032389.468953,"[1737032389.6413817, 1737032389.8080482, 1737032389.974715, 1737032390.1413817, 1737032390.3080482, 1737032390.474715]",1737032386,2,unified,0.0021638870239257812,0.5017709732055664,0.42706894874572754,0.1397867202758789,0.14186835289001465,1.0999999046325684
1737032387.1269019,1737032387.2368164,1737032387.23692,1737032390.5454698,1737032390.5460968,"[1737032390.717509, 1737032390.8841755, 1737032391.0508423, 1737032391.217509, 1737032391.3841755, 1737032391.5508423]",1737032387,2,unified,0.03514719009399414,0.45656466484069824,0.5521938800811768,0.14063405990600586,0.14534902572631836,1.093266487121582
1737032388.1274462,1737032388.3722177,1737032388.372304,1737032391.8317223,1737032391.8322146,"[1737032392.0037518, 1737032392.1704183, 1737032392.337085, 1737032392.5037518, 1737032392.6704183, 1737032392.837085]",1737032388,2,unified,0.042380332946777344,0.5198922157287598,0.43358731269836426,0.15414047241210938,0.16080856323242188,1.2864410877227783
1737032389.128617,1737032389.4716966,1737032389.471782,1737032393.044052,1737032393.044536,"[1737032393.2184093, 1737032393.3850758, 1737032393.5517426, 1737032393.7184093, 1737032393.8850758, 1737032394.0517426]",1737032389,2,unified,0.04383683204650879,0.6146466732025146,0.3516848087310791,0.21587491035461426,0.14203405380249023,1.1989026069641113
1737032390.1253395,1737032390.5488987,1737032390.5489864,1737032394.1947484,1737032394.195172,"[1737032394.3665931, 1737032394.5332596, 1737032394.6999264, 1737032394.8665931, 1737032395.0332596, 1737032395.1999264]",1737032390,2,unified,0.0010559558868408203,0.26184988021850586,0.1569368839263916,0.11709809303283691,0.5260457992553711,1.1660394668579102
1737032391.1252778,1737032391.834788,1737032391.8350854,1737032395.310404,1737032395.3108404,"[1737032395.4823654, 1737032395.6490319, 1737032395.8156986, 1737032395.9823654, 1737032396.1490319, 1737032396.3156986]",1737032391,2,unified,0.0034644603729248047,0.16943860054016113,0.09738302230834961,0.7699668407440186,0.15735793113708496,1.1139020919799805
1737032392.125292,1737032393.0474317,1737032393.047512,1737032396.5272226,1737032396.5277352,"[1737032396.6995182, 1737032396.8661847, 1737032397.0328515, 1737032397.1995182, 1737032397.3661847, 1737032397.5328515]",1737032392,2,unified,0.000766754150390625,0.17415261268615723,0.08515453338623047,0.5882954597473145,0.2530488967895508,1.2182445526123047
1737032393.124858,1737032394.197729,1737032394.1980183,1737032397.4045367,1737032397.4049737,"[1737032397.575856, 1737032397.7425225, 1737032397.9091892, 1737032398.075856, 1737032398.2425225, 1737032398.4091892]",1737032393,2,unified,0.000690460205078125,0.17322468757629395,0.08880400657653809,0.7100872993469238,0.1324613094329834,0.8779721260070801
1737032394.1252897,1737032395.313413,1737032395.3137383,1737032398.6720138,1737032398.6720893,"[1737032398.845651, 1737032399.0123174, 1737032399.1789842, 1737032399.345651, 1737032399.5123174, 1737032399.6789842]",1737032394,2,unified,0.0011696815490722656,0.17943453788757324,0.08791780471801758,0.3832840919494629,0.49099183082580566,1.267221450805664
1737032399.2072291,1737032399.2078679,1737032399.2079468,1737032401.072864,1737032401.072932,"[1737032401.6666667, 1737032401.8333333, 1737032402.0, 1737032402.1666667, 1737032402.3333333, 1737032402.5]",1737032399,2,unified,0.0013000965118408203,0.1702284812927246,0.02288055419921875,0.10692620277404785,0.13165807723999023,1.4029498100280762
1737032400.5582983,1737032400.5590308,1737032400.559109,1737032402.2960174,1737032402.2960963,"[1737032402.6666667, 1737032402.8333333, 1737032403.0, 1737032403.1666667, 1737032403.3333333, 1737032403.5]",1737032400,2,unified,0.0592958927154541,0.1688082218170166,0.20616579055786133,0.14062213897705078,0.10954594612121582,1.035778522491455
1737032403.012288,1737032403.012964,1737032403.013049,1737032404.5354183,1737032404.5354903,"[1737032405.6666667, 1737032405.8333333, 1737032406.0, 1737032406.1666667, 1737032406.3333333, 1737032406.5]",1737032403,2,unified,0.0009584426879882812,0.16160941123962402,0.02203655242919922,0.09103822708129883,0.1133723258972168,1.1086158752441406
1737032404.0185862,1737032404.0192492,1737032404.0193205,1737032406.124104,1737032406.1241724,"[1737032406.6666667, 1737032406.8333333, 1737032407.0, 1737032407.1666667, 1737032407.3333333, 1737032407.5]",1737032404,2,unified,0.005021572113037109,0.17054128646850586,0.2639291286468506,0.13973283767700195,0.12599420547485352,1.3848528861999512
1737032450.419659,1737032450.420317,1737032450.4203923,1737032451.7399564,1737032451.74003,"[1737032452.6666667, 1737032452.8333333, 1737032453.0, 1737032453.1666667, 1737032453.3333333, 1737032453.5]",1737032450,2,unified,0.0012044906616210938,0.16081643104553223,0.018839120864868164,0.08730220794677734,0.10890960693359375,0.9303379058837891
1737032452.7916236,1737032452.792311,1737032452.7923954,1737032454.4241908,1737032454.424265,"[1737032454.6666667, 1737032454.8333333, 1737032455.0, 1737032455.1666667, 1737032455.3333333, 1737032455.5]",1737032452,2,unified,0.002920389175415039,0.16842222213745117,0.021372079849243164,0.08940601348876953,0.1306135654449463,1.2055177688598633
1737032481.2243876,1737032481.2250412,1737032481.2251234,1737032482.8068104,1737032482.806885,"[1737032483.6666667, 1737032483.8333333, 1737032484.0, 1737032484.1666667, 1737032484.3333333, 1737032484.5]",1737032481,2,unified,0.0009992122650146484,0.173475980758667,0.02517557144165039,0.0948336124420166,0.11831378936767578,1.1547682285308838
1737032482.9834857,1737032482.984085,1737032482.9841661,1737032484.323274,1737032484.3233383,"[1737032484.6666667, 1737032484.8333333, 1737032485.0, 1737032485.1666667, 1737032485.3333333, 1737032485.5]",1737032482,2,unified,0.0008432865142822266,0.16226577758789062,0.01939845085144043,0.08839225769042969,0.11408638954162598,0.940610408782959
1737032484.3064911,1737032484.3071089,1737032484.3071861,1737032485.9710422,1737032485.9711123,"[1737032486.6666667, 1737032486.8333333, 1737032487.0, 1737032487.1666667, 1737032487.3333333, 1737032487.5]",1737032484,2,unified,0.002612590789794922,0.17319655418395996,0.020817995071411133,0.10171318054199219,0.13226675987243652,1.2134222984313965
1737032485.334521,1737032485.3350961,1737032485.3351774,1737032487.3225195,1737032487.3225932,"[1737032487.6666667, 1737032487.8333333, 1737032488.0, 1737032488.1666667, 1737032488.3333333, 1737032488.5]",1737032485,2,unified,0.02937793731689453,0.16939973831176758,0.3606224060058594,0.15094971656799316,0.11921882629394531,1.1432855129241943
1737032531.1982574,1737032531.2056372,1737032531.2084708,1737032531.208471,1737032531.2084763,"[1737032533.6666667, 1737032533.8333333, 1737032534.0, 1737032534.1666667, 1737032534.3333333, 1737032534.5]",1737032531,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032532.9263837,1737032532.9307213,1737032532.9314265,1737032532.9314268,1737032532.931434,"[1737032534.6666667, 1737032534.8333333, 1737032535.0, 1737032535.1666667, 1737032535.3333333, 1737032535.5]",1737032532,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032534.3426957,1737032534.3471432,1737032534.3476946,1737032534.3476954,1737032534.3477008,"[1737032536.6666667, 1737032536.8333333, 1737032537.0, 1737032537.1666667, 1737032537.3333333, 1737032537.5]",1737032534,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032535.2762747,1737032535.2810345,1737032535.2816014,1737032535.2816021,1737032535.2816079,"[1737032537.6666667, 1737032537.8333333, 1737032538.0, 1737032538.1666667, 1737032538.3333333, 1737032538.5]",1737032535,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032620.485073,1737032620.4893205,1737032620.489935,1737032620.4899352,1737032620.489941,"[1737032622.7, 1737032622.9, 1737032623.1, 1737032623.3, 1737032623.5]",1737032620,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032621.1743932,1737032621.178424,1737032621.1789427,1737032621.1789434,1737032621.1789489,"[1737032623.7, 1737032623.9, 1737032624.1, 1737032624.3, 1737032624.5]",1737032621,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032622.167195,1737032622.1720254,1737032622.1726296,1737032622.17263,1737032622.1726372,"[1737032624.7, 1737032624.9, 1737032625.1, 1737032625.3, 1737032625.5]",1737032622,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032623.1768484,1737032623.1811786,1737032623.1817718,1737032623.181772,1737032623.1817787,"[1737032625.7, 1737032625.9, 1737032626.1, 1737032626.3, 1737032626.5]",1737032623,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032624.1798642,1737032624.1852987,1737032624.18586,1737032624.1858604,1737032624.1858685,"[1737032626.7, 1737032626.9, 1737032627.1, 1737032627.3, 1737032627.5]",1737032624,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032625.1550536,1737032625.1593187,1737032625.1598604,1737032625.1598613,1737032625.159867,"[1737032627.7, 1737032627.9, 1737032628.1, 1737032628.3, 1737032628.5]",1737032625,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032626.1753364,1737032626.1792758,1737032626.1797917,1737032626.1797924,1737032626.1797984,"[1737032628.7, 1737032628.9, 1737032629.1, 1737032629.3, 1737032629.5]",1737032626,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032628.1228492,1737032628.1243818,1737032628.1246176,1737032628.1246178,1737032628.1246223,"[1737032630.7, 1737032630.9, 1737032631.1, 1737032631.3, 1737032631.5]",1737032628,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032629.1601615,1737032629.1622148,1737032629.1625242,1737032629.1625245,1737032629.162529,"[1737032631.7, 1737032631.9, 1737032632.1, 1737032632.3, 1737032632.5]",1737032629,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032630.1551728,1737032630.1583078,1737032630.1587126,1737032630.1587129,1737032630.1587183,"[1737032632.7, 1737032632.9, 1737032633.1, 1737032633.3, 1737032633.5]",1737032630,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032631.1618686,1737032631.1644166,1737032631.164833,1737032631.1648333,1737032631.164839,"[1737032633.7, 1737032633.9, 1737032634.1, 1737032634.3, 1737032634.5]",1737032631,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032632.1689775,1737032632.1721041,1737032632.1725616,1737032632.172562,1737032632.1725686,"[1737032634.7, 1737032634.9, 1737032635.1, 1737032635.3, 1737032635.5]",1737032632,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032633.1690314,1737032633.1720755,1737032633.172527,1737032633.1725276,1737032633.1725335,"[1737032635.7, 1737032635.9, 1737032636.1, 1737032636.3, 1737032636.5]",1737032633,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032634.1638544,1737032634.1665685,1737032634.166949,1737032634.1669493,1737032634.1669548,"[1737032636.7, 1737032636.9, 1737032637.1, 1737032637.3, 1737032637.5]",1737032634,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032695.172506,1737032695.173022,1737032695.1731386,1737032695.173139,1737032695.1731427,"[1737032698.0, 1737032698.5]",1737032695,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032696.1249816,1737032696.1255293,1737032696.1256702,1737032696.1256704,1737032696.1256738,"[1737032699.0, 1737032699.5]",1737032696,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032697.1247294,1737032697.1252458,1737032697.1253612,1737032697.1253614,1737032697.125365,"[1737032700.0, 1737032700.5]",1737032697,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032698.123708,1737032698.124362,1737032698.1244886,1737032698.124489,1737032698.1244931,"[1737032701.0, 1737032701.5]",1737032698,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032700.0909767,1737032700.0914824,1737032700.091596,1737032700.0915961,1737032700.0915997,"[1737032703.0, 1737032703.5]",1737032700,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032701.1254528,1737032701.1259964,1737032701.1261048,1737032701.126105,1737032701.126109,"[1737032704.0, 1737032704.5]",1737032701,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032702.1260967,1737032702.1265929,1737032702.1267076,1737032702.1267078,1737032702.1267114,"[1737032705.0, 1737032705.5]",1737032702,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032703.1253912,1737032703.1258833,1737032703.1259952,1737032703.1259956,1737032703.1259995,"[1737032706.0, 1737032706.5]",1737032703,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032704.123826,1737032704.1242993,1737032704.1244097,1737032704.12441,1737032704.124414,"[1737032707.0, 1737032707.5]",1737032704,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032705.1230662,1737032705.123641,1737032705.1237571,1737032705.1237574,1737032705.123761,"[1737032708.0, 1737032708.5]",1737032705,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032706.1260135,1737032706.1265464,1737032706.126661,1737032706.1266615,1737032706.1266654,"[1737032709.0, 1737032709.5]",1737032706,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032707.1246288,1737032707.1250844,1737032707.1251855,1737032707.1251857,1737032707.1251895,"[1737032710.0, 1737032710.5]",1737032707,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032708.1243973,1737032708.1248763,1737032708.1249802,1737032708.1249804,1737032708.1249838,"[1737032711.0, 1737032711.5]",1737032708,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032709.1257463,1737032709.126214,1737032709.1263201,1737032709.1263204,1737032709.1263232,"[1737032712.0, 1737032712.5]",1737032709,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737032710.1248844,1737032710.1253576,1737032710.125467,1737032710.1254673,1737032710.1254704,"[1737032713.0, 1737032713.5]",1737032710,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
