timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1736609936.6540759,1736609936.6550567,1736609936.655168,1736609938.6141126,1736609938.6171336,"[1736609939.25, 1736609939.5, 1736609939.75, 1736609940.0]",1736609936,2,unified,0.0014102458953857422,0.10260987281799316,0.1254587173461914,0.13070201873779297,0.6365346908569336,0.9429092407226562
1736609937.3162851,1736609937.3174727,1736609937.3175993,1736609939.5587766,1736609939.562408,"[1736609940.25, 1736609940.5, 1736609940.75, 1736609941.0]",1736609937,2,unified,0.2403733730316162,0.11449074745178223,0.0764765739440918,0.10087251663208008,0.259901762008667,0.9437522888183594
1736609938.3160229,1736609938.317036,1736609938.317165,1736609940.5774128,1736609940.5788484,"[1736609941.25, 1736609941.5, 1736609941.75, 1736609942.0]",1736609938,2,unified,0.0010175704956054688,0.11624908447265625,0.1870272159576416,0.12562966346740723,0.6579957008361816,1.0022258758544922
1736609939.3154037,1736609939.3161492,1736609939.3162408,1736609941.3890028,1736609941.3898504,"[1736609942.25, 1736609942.5, 1736609942.75, 1736609943.0]",1736609939,2,unified,0.024954557418823242,0.11371731758117676,0.11323428153991699,0.1485588550567627,0.6729962825775146,0.8381032943725586
1736609940.3175702,1736609940.3183038,1736609940.318374,1736609942.3592288,1736609942.3600276,"[1736609943.25, 1736609943.5, 1736609943.75, 1736609944.0]",1736609940,2,unified,0.024828433990478516,0.13194704055786133,0.0923309326171875,0.14571452140808105,0.3119065761566162,0.9679098129272461
1736609941.3177001,1736609941.3189962,1736609941.3190746,1736609943.113725,1736609943.1137962,"[1736609944.25, 1736609944.5, 1736609944.75, 1736609945.0]",1736609941,2,unified,0.014683723449707031,0.113433837890625,0.04213142395019531,0.19034266471862793,0.6728730201721191,0.7497773170471191
1736609942.3149924,1736609942.3156166,1736609942.3157012,1736609943.8431716,1736609943.8432431,"[1736609945.25, 1736609945.5, 1736609945.75, 1736609946.0]",1736609942,2,unified,0.001943826675415039,0.11740684509277344,0.12914824485778809,0.47765684127807617,0.1678478717803955,0.6204807758331299
1736609943.3205302,1736609943.321548,1736609943.321644,1736609945.037518,1736609945.0375955,"[1736609946.25, 1736609946.5, 1736609946.75, 1736609947.0]",1736609943,2,unified,0.0036602020263671875,0.13769960403442383,0.37006568908691406,0.0903635025024414,0.1498715877532959,0.9434304237365723
1736609944.3167293,1736609944.3173003,1736609944.3173766,1736609945.8794782,1736609945.8795588,"[1736609947.25, 1736609947.5, 1736609947.75, 1736609948.0]",1736609944,2,unified,0.06607604026794434,0.10767650604248047,0.5211324691772461,0.09067964553833008,0.14734959602355957,0.6190848350524902
1736609945.3163536,1736609945.3168678,1736609945.3169403,1736609946.5647836,1736609946.5648508,"[1736609948.25, 1736609948.5, 1736609948.75, 1736609949.0]",1736609945,2,unified,0.0009212493896484375,0.11318659782409668,0.14374709129333496,0.3423142433166504,0.12982583045959473,0.5008056163787842
