timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1736608813.649174,1736608813.650181,1736608813.6502843,1736608815.287907,1736608815.288679,"[1736608816.25, 1736608816.5, 1736608816.75, 1736608817.0]",1736608813,2,unified,0.0008695125579833984,0.10002398490905762,0.12665152549743652,0.10899043083190918,0.6124053001403809,0.6819629669189453
1736608814.3138604,1736608814.3147528,1736608814.314846,1736608815.6044738,1736608815.6045356,"[1736608817.25, 1736608817.5, 1736608817.75, 1736608818.0]",1736608814,2,unified,0.2106764316558838,0.09835934638977051,0.07048273086547852,0.05406379699707031,0.19324755668640137,0.3090636730194092
1736608815.3151145,1736608815.3156614,1736608815.3157248,1736608816.0371585,1736608816.037228,"[1736608818.25, 1736608818.5, 1736608818.75, 1736608819.0]",1736608815,2,unified,0.0021529197692871094,0.09810066223144531,0.17927813529968262,0.06131887435913086,0.09850597381591797,0.2766454219818115
1736608816.312112,1736608816.3126225,1736608816.3126986,1736608816.875077,1736608816.8751435,"[1736608819.25, 1736608819.5, 1736608819.75, 1736608820.0]",1736608816,2,unified,0.0008521080017089844,0.09543776512145996,0.023279428482055664,0.04468965530395508,0.09714245796203613,0.2959146499633789
1736608817.313483,1736608817.3139727,1736608817.3140392,1736608817.862746,1736608817.8628144,"[1736608820.25, 1736608820.5, 1736608820.75, 1736608821.0]",1736608817,2,unified,0.0007951259613037109,0.09929776191711426,0.02639007568359375,0.048830270767211914,0.09634947776794434,0.27185606956481934
1736608818.3131382,1736608818.3136344,1736608818.3137004,1736608818.8393848,1736608818.8394501,"[1736608821.25, 1736608821.5, 1736608821.75, 1736608822.0]",1736608818,2,unified,0.0009007453918457031,0.09616518020629883,0.024776458740234375,0.04448080062866211,0.0971682071685791,0.2550652027130127
1736608819.3146217,1736608819.3151548,1736608819.3152165,1736608819.8271818,1736608819.8272479,"[1736608822.25, 1736608822.5, 1736608822.75, 1736608823.0]",1736608819,2,unified,0.0013301372528076172,0.09784126281738281,0.02469325065612793,0.04086041450500488,0.0971369743347168,0.24509739875793457
1736608820.313737,1736608820.3143218,1736608820.314479,1736608821.0709462,1736608821.0710213,"[1736608823.25, 1736608823.5, 1736608823.75, 1736608824.0]",1736608820,2,unified,0.00083160400390625,0.1119391918182373,0.03088974952697754,0.0605928897857666,0.11494064331054688,0.43026161193847656
1736608821.3135734,1736608821.3142133,1736608821.3142827,1736608821.9869738,1736608821.9870453,"[1736608824.25, 1736608824.5, 1736608824.75, 1736608825.0]",1736608821,2,unified,0.0028138160705566406,0.10164690017700195,0.02356100082397461,0.05797719955444336,0.1057894229888916,0.3736600875854492
1736608822.3154871,1736608822.3161955,1736608822.3162625,1736608822.9908857,1736608822.9909503,"[1736608825.25, 1736608825.5, 1736608825.75, 1736608826.0]",1736608822,2,unified,0.000827789306640625,0.10166764259338379,0.029138803482055664,0.06250357627868652,0.1217961311340332,0.3525269031524658
1736608823.3131206,1736608823.3139577,1736608823.3140256,1736608823.969112,1736608823.969193,"[1736608826.25, 1736608826.5, 1736608826.75, 1736608827.0]",1736608823,2,unified,0.0007872581481933594,0.09952425956726074,0.030039310455322266,0.05866837501525879,0.11194157600402832,0.3475654125213623
1736608824.3134618,1736608824.3140335,1736608824.314104,1736608824.896328,1736608824.8964005,"[1736608827.25, 1736608827.5, 1736608827.75, 1736608828.0]",1736608824,2,unified,0.0009071826934814453,0.09425663948059082,0.03057694435119629,0.05274152755737305,0.11082339286804199,0.2872786521911621
1736608825.3143268,1736608825.3148475,1736608825.3149176,1736608825.894962,1736608825.8950467,"[1736608828.25, 1736608828.5, 1736608828.75, 1736608829.0]",1736608825,2,unified,0.0007970333099365234,0.0987846851348877,0.027400970458984375,0.058478593826293945,0.10448050498962402,0.2829146385192871
1736608826.314766,1736608826.315264,1736608826.3153331,1736608826.8741765,1736608826.8742428,"[1736608829.25, 1736608829.5, 1736608829.75, 1736608830.0]",1736608826,2,unified,0.0008363723754882812,0.09902739524841309,0.025713443756103516,0.05135989189147949,0.10468864440917969,0.2702617645263672
1736608827.3158944,1736608827.3164499,1736608827.3165407,1736608827.955577,1736608827.9556453,"[1736608830.25, 1736608830.5, 1736608830.75, 1736608831.0]",1736608827,2,unified,0.000812530517578125,0.1028139591217041,0.028844118118286133,0.05655837059020996,0.11345577239990234,0.33053135871887207
1736608828.3141553,1736608828.3146663,1736608828.3147466,1736608829.0532045,1736608829.0532758,"[1736608831.25, 1736608831.5, 1736608831.75, 1736608832.0]",1736608828,2,unified,0.0008919239044189453,0.10087156295776367,0.030588150024414062,0.05678105354309082,0.1278848648071289,0.41466736793518066
1736608829.3137655,1736608829.3143206,1736608829.314384,1736608830.025554,1736608830.0256379,"[1736608832.25, 1736608832.5, 1736608832.75, 1736608833.0]",1736608829,2,unified,0.0009036064147949219,0.10026979446411133,0.0267946720123291,0.0584406852722168,0.11474370956420898,0.4027690887451172
1736608830.316288,1736608830.3169308,1736608830.3170016,1736608830.975574,1736608830.9756396,"[1736608833.25, 1736608833.5, 1736608833.75, 1736608834.0]",1736608830,2,unified,0.0008022785186767578,0.09983348846435547,0.026291608810424805,0.05784320831298828,0.1091756820678711,0.35841965675354004
1736608831.315475,1736608831.3160896,1736608831.3162484,1736608832.0539274,1736608832.0539958,"[1736608834.25, 1736608834.5, 1736608834.75, 1736608835.0]",1736608831,2,unified,0.0009133815765380859,0.10539770126342773,0.026607990264892578,0.05854916572570801,0.11772513389587402,0.42155909538269043
1736608832.3144922,1736608832.315046,1736608832.3151171,1736608832.996393,1736608832.9964595,"[1736608835.25, 1736608835.5, 1736608835.75, 1736608836.0]",1736608832,2,unified,0.001611471176147461,0.09993410110473633,0.02521657943725586,0.057572364807128906,0.11548495292663574,0.37346482276916504
1736608833.3145185,1736608833.3151276,1736608833.3151968,1736608833.9912674,1736608833.9913328,"[1736608836.25, 1736608836.5, 1736608836.75, 1736608837.0]",1736608833,2,unified,0.0008876323699951172,0.10199522972106934,0.026782512664794922,0.058464765548706055,0.11243224143981934,0.3673973083496094
1736608834.3140671,1736608834.3146217,1736608834.3146904,1736608834.9624896,1736608834.9625611,"[1736608837.25, 1736608837.5, 1736608837.75, 1736608838.0]",1736608834,2,unified,0.0008020401000976562,0.09903812408447266,0.028090476989746094,0.05920672416687012,0.1079263687133789,0.34540462493896484
1736608835.3145044,1736608835.3150127,1736608835.3150876,1736608835.9205434,1736608835.9206154,"[1736608838.25, 1736608838.5, 1736608838.75, 1736608839.0]",1736608835,2,unified,0.0008568763732910156,0.09889459609985352,0.0237119197845459,0.0591731071472168,0.10659503936767578,0.3102991580963135
1736608836.3142228,1736608836.3147233,1736608836.3148093,1736608836.9167218,1736608836.9167984,"[1736608839.25, 1736608839.5, 1736608839.75, 1736608840.0]",1736608836,2,unified,0.0008802413940429688,0.09909343719482422,0.0272219181060791,0.05722856521606445,0.10194277763366699,0.3097062110900879
1736608837.3144412,1736608837.3149674,1736608837.315574,1736608837.9172778,1736608837.9173608,"[1736608840.25, 1736608840.5, 1736608840.75, 1736608841.0]",1736608837,2,unified,0.0008213520050048828,0.09492230415344238,0.030648231506347656,0.05803489685058594,0.10456538200378418,0.3067319393157959
1736608838.3147352,1736608838.3152826,1736608838.3153582,1736608838.9786718,1736608838.978741,"[1736608841.25, 1736608841.5, 1736608841.75, 1736608842.0]",1736608838,2,unified,0.0008914470672607422,0.10005521774291992,0.032352447509765625,0.058934926986694336,0.11607933044433594,0.34615206718444824
1736608839.314805,1736608839.3153532,1736608839.3157568,1736608840.0550785,1736608840.0551465,"[1736608842.25, 1736608842.5, 1736608842.75, 1736608843.0]",1736608839,2,unified,0.0008280277252197266,0.10130906105041504,0.029573678970336914,0.05883049964904785,0.11899328231811523,0.4228038787841797
1736608840.3146484,1736608840.3153026,1736608840.3153818,1736608840.9523244,1736608840.9523947,"[1736608843.25, 1736608843.5, 1736608843.75, 1736608844.0]",1736608840,2,unified,0.00258636474609375,0.10219430923461914,0.024656057357788086,0.05335211753845215,0.10640811920166016,0.3411078453063965
1736608841.3155646,1736608841.316072,1736608841.316152,1736608841.9417748,1736608841.9418392,"[1736608844.25, 1736608844.5, 1736608844.75, 1736608845.0]",1736608841,2,unified,0.0007963180541992188,0.10131549835205078,0.0266420841217041,0.052149295806884766,0.10824012756347656,0.33011531829833984
1736608842.314654,1736608842.3152146,1736608842.3152926,1736608842.9680007,1736608842.968072,"[1736608845.25, 1736608845.5, 1736608845.75, 1736608846.0]",1736608842,2,unified,0.0009937286376953125,0.10449767112731934,0.028539657592773438,0.05304670333862305,0.11338233947753906,0.3457608222961426
1736608843.3131392,1736608843.313714,1736608843.3137906,1736608844.0395133,1736608844.03958,"[1736608846.25, 1736608846.5, 1736608846.75, 1736608847.0]",1736608843,2,unified,0.0008358955383300781,0.10336136817932129,0.02822589874267578,0.06215786933898926,0.12005853652954102,0.40436506271362305
1736608844.314077,1736608844.3145626,1736608844.314647,1736608844.924041,1736608844.924109,"[1736608847.25, 1736608847.5, 1736608847.75, 1736608848.0]",1736608844,2,unified,0.0021982192993164062,0.0994260311126709,0.025164127349853516,0.05085325241088867,0.10711407661437988,0.31672167778015137
1736608845.3134675,1736608845.3139813,1736608845.3140533,1736608845.8776832,1736608845.8777516,"[1736608848.25, 1736608848.5, 1736608848.75, 1736608849.0]",1736608845,2,unified,0.0008318424224853516,0.09906768798828125,0.025620222091674805,0.0444793701171875,0.10188746452331543,0.28486037254333496
1736608846.3137696,1736608846.3142715,1736608846.3143475,1736608846.8909566,1736608846.8910203,"[1736608849.25, 1736608849.5, 1736608849.75, 1736608850.0]",1736608846,2,unified,0.0008046627044677734,0.09949016571044922,0.028609752655029297,0.05380558967590332,0.11281347274780273,0.2753736972808838
1736608848.2395191,1736608848.2402096,1736608848.2402847,1736608848.786531,1736608848.786597,"[1736608851.25, 1736608851.5, 1736608851.75, 1736608852.0]",1736608848,2,unified,0.0007882118225097656,0.09692978858947754,0.027968645095825195,0.050737857818603516,0.10441207885742188,0.2600255012512207
1736608849.3156378,1736608849.316145,1736608849.3162186,1736608849.882914,1736608849.8829865,"[1736608852.25, 1736608852.5, 1736608852.75, 1736608853.0]",1736608849,2,unified,0.000904083251953125,0.09227919578552246,0.028985023498535156,0.04593801498413086,0.10988163948059082,0.2829883098602295
1736608850.314423,1736608850.31492,1736608850.314985,1736608850.8701055,1736608850.8702145,"[1736608853.25, 1736608853.5, 1736608853.75, 1736608854.0]",1736608850,2,unified,0.0008120536804199219,0.09685373306274414,0.029184341430664062,0.053942203521728516,0.10386490821838379,0.265366792678833
1736608851.314861,1736608851.3153536,1736608851.315422,1736608851.8518631,1736608851.8519282,"[1736608854.25, 1736608854.5, 1736608854.75, 1736608855.0]",1736608851,2,unified,0.0008108615875244141,0.09990406036376953,0.025822162628173828,0.04699134826660156,0.10587811470031738,0.2511115074157715
1736608852.3141778,1736608852.3146687,1736608852.3150725,1736608852.8507297,1736608852.850813,"[1736608855.25, 1736608855.5, 1736608855.75, 1736608856.0]",1736608852,2,unified,0.0009222030639648438,0.09872198104858398,0.026308536529541016,0.048928022384643555,0.09751033782958984,0.2577674388885498
1736608853.3141778,1736608853.3147185,1736608853.3147964,1736608853.9064236,1736608853.9064898,"[1736608856.25, 1736608856.5, 1736608856.75, 1736608857.0]",1736608853,2,unified,0.000904083251953125,0.10494160652160645,0.0236358642578125,0.053260087966918945,0.1038045883178711,0.297224760055542
1736608854.3186758,1736608854.3191936,1736608854.3192596,1736608854.9872284,1736608854.9872937,"[1736608857.25, 1736608857.5, 1736608857.75, 1736608858.0]",1736608854,2,unified,0.002502918243408203,0.1039276123046875,0.025299787521362305,0.053307533264160156,0.11018061637878418,0.36508893966674805
