timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1737033449.037317,1737033449.0379307,1737033449.0380192,1737033449.881904,1737033449.8819766,"[1737033452.2, 1737033452.4, 1737033452.6, 1737033452.8, 1737033453.0]",1737033449,2,unified,0.0007586479187011719,0.13194489479064941,0.019257307052612305,0.07076501846313477,0.07798528671264648,0.5332272052764893
1737033450.0389016,1737033450.0395405,1737033450.0396197,1737033450.8923228,1737033450.8924005,"[1737033453.2, 1737033453.4, 1737033453.6, 1737033453.8, 1737033454.0]",1737033450,2,unified,0.0007603168487548828,0.13060259819030762,0.019372224807739258,0.06634688377380371,0.07392549514770508,0.5498814582824707
1737033451.0404246,1737033451.0409493,1737033451.0410225,1737033451.841402,1737033451.8414738,"[1737033454.2, 1737033454.4, 1737033454.6, 1737033454.8, 1737033455.0]",1737033451,2,unified,0.0008413791656494141,0.1293928623199463,0.016559600830078125,0.06769442558288574,0.06994867324829102,0.5058181285858154
1737033452.043505,1737033452.0440524,1737033452.0442297,1737033452.7262115,1737033452.726287,"[1737033455.2, 1737033455.4, 1737033455.6, 1737033455.8, 1737033456.0]",1737033452,2,unified,0.000782012939453125,0.12890100479125977,0.014075517654418945,0.0635380744934082,0.06022787094116211,0.40607476234436035
1737033453.0386496,1737033453.0391464,1737033453.0392184,1737033453.652738,1737033453.652806,"[1737033456.2, 1737033456.4, 1737033456.6, 1737033456.8, 1737033457.0]",1737033453,2,unified,0.00077056884765625,0.126082181930542,0.014463663101196289,0.05993151664733887,0.06059455871582031,0.34433555603027344
1737033454.0386221,1737033454.039205,1737033454.039273,1737033454.6310325,1737033454.6311095,"[1737033457.2, 1737033457.4, 1737033457.6, 1737033457.8, 1737033458.0]",1737033454,2,unified,0.0008563995361328125,0.11783051490783691,0.01573657989501953,0.052286386489868164,0.051711320877075195,0.34636592864990234
1737033455.039618,1737033455.0401216,1737033455.0401876,1737033455.663152,1737033455.6632204,"[1737033458.2, 1737033458.4, 1737033458.6, 1737033458.8, 1737033459.0]",1737033455,2,unified,0.0007679462432861328,0.12141060829162598,0.012757301330566406,0.05877423286437988,0.054259300231933594,0.3675379753112793
1737033456.0390606,1737033456.039616,1737033456.0396833,1737033456.6790686,1737033456.6791441,"[1737033459.2, 1737033459.4, 1737033459.6, 1737033459.8, 1737033460.0]",1737033456,2,unified,0.0008554458618164062,0.12477493286132812,0.0157010555267334,0.06351041793823242,0.05717635154724121,0.3696103096008301
1737033457.0393994,1737033457.039923,1737033457.0399919,1737033457.8212612,1737033457.821345,"[1737033460.2, 1737033460.4, 1737033460.6, 1737033460.8, 1737033461.0]",1737033457,2,unified,0.0007584095001220703,0.12720656394958496,0.023212432861328125,0.0698096752166748,0.06841063499450684,0.4829063415527344
1737033458.0394273,1737033458.04008,1737033458.0401566,1737033458.8400831,1737033458.840162,"[1737033461.2, 1737033461.4, 1737033461.6, 1737033461.8, 1737033462.0]",1737033458,2,unified,0.0008294582366943359,0.133803129196167,0.016017436981201172,0.06320714950561523,0.0747685432434082,0.5008654594421387
1737033459.0404658,1737033459.0410526,1737033459.0411985,1737033459.8807917,1737033459.8808684,"[1737033462.2, 1737033462.4, 1737033462.6, 1737033462.8, 1737033463.0]",1737033459,2,unified,0.0009405612945556641,0.13103890419006348,0.01829671859741211,0.06425690650939941,0.07394003868103027,0.5414831638336182
1737033460.0396235,1737033460.0401788,1737033460.0402467,1737033460.8805234,1737033460.8805969,"[1737033463.2, 1737033463.4, 1737033463.6, 1737033463.8, 1737033464.0]",1737033460,2,unified,0.0008449554443359375,0.13129925727844238,0.020418882369995117,0.06654977798461914,0.07453703880310059,0.5373368263244629
1737033461.0377119,1737033461.038246,1737033461.0383224,1737033461.8871996,1737033461.8872845,"[1737033464.2, 1737033464.4, 1737033464.6, 1737033464.8, 1737033465.0]",1737033461,2,unified,0.0013108253479003906,0.12920928001403809,0.024413585662841797,0.06424379348754883,0.08189892768859863,0.5384438037872314
1737033462.0386012,1737033462.039205,1737033462.0392902,1737033462.8692403,1737033462.8693104,"[1737033465.2, 1737033465.4, 1737033465.6, 1737033465.8, 1737033466.0]",1737033462,2,unified,0.0008349418640136719,0.13456344604492188,0.0182344913482666,0.06441855430603027,0.07813286781311035,0.524782657623291
1737033463.0388324,1737033463.0394292,1737033463.0395138,1737033463.8419347,1737033463.842006,"[1737033466.2, 1737033466.4, 1737033466.6, 1737033466.8, 1737033467.0]",1737033463,2,unified,0.0008530616760253906,0.1263730525970459,0.016020536422729492,0.06726646423339844,0.07240176200866699,0.5087449550628662
1737033464.038433,1737033464.038995,1737033464.0390642,1737033464.8556159,1737033464.85569,"[1737033467.2, 1737033467.4, 1737033467.6, 1737033467.8, 1737033468.0]",1737033464,2,unified,0.0008156299591064453,0.12652921676635742,0.02161860466003418,0.06725716590881348,0.07297182083129883,0.5171692371368408
1737033465.0396729,1737033465.0402584,1737033465.0403385,1737033465.839069,1737033465.8391507,"[1737033468.2, 1737033468.4, 1737033468.6, 1737033468.8, 1737033469.0]",1737033465,2,unified,0.0008342266082763672,0.12806916236877441,0.018500089645385742,0.06662273406982422,0.07812762260437012,0.49777841567993164
1737033466.0394204,1737033466.0400271,1737033466.040098,1737033466.8567526,1737033466.85684,"[1737033469.2, 1737033469.4, 1737033469.6, 1737033469.8, 1737033470.0]",1737033466,2,unified,0.0008537769317626953,0.1263868808746338,0.020483970642089844,0.06595492362976074,0.07226252555847168,0.5201551914215088
1737033467.0402086,1737033467.0407844,1737033467.0408812,1737033467.8603702,1737033467.860453,"[1737033470.2, 1737033470.4, 1737033470.6, 1737033470.8, 1737033471.0]",1737033467,2,unified,0.0008111000061035156,0.1280200481414795,0.020183801651000977,0.06557965278625488,0.07006669044494629,0.5239582061767578
1737033468.0370455,1737033468.0376601,1737033468.0377357,1737033468.8424046,1737033468.842479,"[1737033471.2, 1737033471.4, 1737033471.6, 1737033471.8, 1737033472.0]",1737033468,2,unified,0.0007953643798828125,0.12894654273986816,0.022516965866088867,0.0658102035522461,0.07070279121398926,0.5050160884857178
1737033469.0364625,1737033469.0370984,1737033469.0372815,1737033469.8641272,1737033469.8642044,"[1737033472.2, 1737033472.4, 1737033472.6, 1737033472.8, 1737033473.0]",1737033469,2,unified,0.0009539127349853516,0.13172101974487305,0.024040699005126953,0.07067513465881348,0.07529807090759277,0.5150966644287109
1737033470.0388188,1737033470.039361,1737033470.039433,1737033470.8577795,1737033470.857861,"[1737033473.2, 1737033473.4, 1737033473.6, 1737033473.8, 1737033474.0]",1737033470,2,unified,0.0008184909820556641,0.13662481307983398,0.015392780303955078,0.06421828269958496,0.0737612247467041,0.5186324119567871
1737033471.0420692,1737033471.0426111,1737033471.0426934,1737033471.8531177,1737033471.8532045,"[1737033474.2, 1737033474.4, 1737033474.6, 1737033474.8, 1737033475.0]",1737033471,2,unified,0.0007691383361816406,0.12923884391784668,0.015092611312866211,0.06693387031555176,0.0692903995513916,0.5199921131134033
1737033476.6209035,1737033476.6220295,1737033476.622112,1737033477.5332162,1737033477.533289,"[1737033479.2, 1737033479.4, 1737033479.6, 1737033479.8, 1737033480.0]",1737033476,2,unified,0.0009157657623291016,0.13234949111938477,0.020864486694335938,0.07684087753295898,0.07458233833312988,0.5888848304748535
1737033477.2536476,1737033477.2544308,1737033477.254514,1737033478.2377582,1737033478.2378275,"[1737033480.2, 1737033480.4, 1737033480.6, 1737033480.8, 1737033481.0]",1737033477,2,unified,0.03317427635192871,0.14311552047729492,0.05674624443054199,0.10705995559692383,0.07789492607116699,0.5563540458679199
1737033478.2560313,1737033478.2566018,1737033478.256677,1737033479.1418426,1737033479.1419163,"[1737033481.2, 1737033481.4, 1737033481.6, 1737033481.8, 1737033482.0]",1737033478,2,unified,0.0007660388946533203,0.13882064819335938,0.021171092987060547,0.07363533973693848,0.07497835159301758,0.564227819442749
1737033479.14577,1737033479.1464517,1737033479.1465318,1737033480.0204315,1737033480.0205052,"[1737033482.2, 1737033482.4, 1737033482.6, 1737033482.8, 1737033483.0]",1737033479,2,unified,0.0008752346038818359,0.1360931396484375,0.025019168853759766,0.06791090965270996,0.07798171043395996,0.5567920207977295
1737033480.2507446,1737033480.251269,1737033480.2513392,1737033481.1251104,1737033481.125189,"[1737033483.2, 1737033483.4, 1737033483.6, 1737033483.8, 1737033484.0]",1737033480,2,unified,0.004506349563598633,0.13139009475708008,0.021199941635131836,0.06705307960510254,0.07856130599975586,0.561098575592041
1737033481.1487415,1737033481.1493142,1737033481.1494071,1737033482.0377488,1737033482.0378215,"[1737033484.2, 1737033484.4, 1737033484.6, 1737033484.8, 1737033485.0]",1737033481,2,unified,0.0008616447448730469,0.130767822265625,0.030102014541625977,0.0742638111114502,0.07813572883605957,0.5645091533660889
1737033482.149611,1737033482.1501458,1737033482.1502213,1737033483.0132375,1737033483.0133212,"[1737033485.2, 1737033485.4, 1737033485.6, 1737033485.8, 1737033486.0]",1737033482,2,unified,0.0007677078247070312,0.13971948623657227,0.015465736389160156,0.0669703483581543,0.07631301879882812,0.5541105270385742
1737033483.2528574,1737033483.2538297,1737033483.2539096,1737033484.1068654,1737033484.106937,"[1737033486.2, 1737033486.4, 1737033486.6, 1737033486.8, 1737033487.0]",1737033483,2,unified,0.0008752346038818359,0.13291406631469727,0.021148204803466797,0.07063150405883789,0.06925535202026367,0.5491340160369873
1737033549.9702847,1737033549.975953,1737033549.9774635,1737033549.9774637,1737033549.9774692,"[1737033552.2, 1737033552.4, 1737033552.6, 1737033552.8, 1737033553.0]",1737033549,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033550.4711535,1737033550.4757895,1737033550.4762108,1737033550.4762113,1737033550.4762175,"[1737033553.2, 1737033553.4, 1737033553.6, 1737033553.8, 1737033554.0]",1737033550,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033551.200116,1737033551.2041633,1737033551.2046723,1737033551.2046726,1737033551.20468,"[1737033554.2, 1737033554.4, 1737033554.6, 1737033554.8, 1737033555.0]",1737033551,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033552.1001952,1737033552.102923,1737033552.1033635,1737033552.1033638,1737033552.1033707,"[1737033555.2, 1737033555.4, 1737033555.6, 1737033555.8, 1737033556.0]",1737033552,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033553.082038,1737033553.084442,1737033553.084796,1737033553.0847964,1737033553.0848007,"[1737033556.2, 1737033556.4, 1737033556.6, 1737033556.8, 1737033557.0]",1737033553,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033554.090862,1737033554.0934196,1737033554.093822,1737033554.0938222,1737033554.0938287,"[1737033557.2, 1737033557.4, 1737033557.6, 1737033557.8, 1737033558.0]",1737033554,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033555.088241,1737033555.091118,1737033555.0914938,1737033555.0914943,1737033555.0915,"[1737033558.2, 1737033558.4, 1737033558.6, 1737033558.8, 1737033559.0]",1737033555,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033556.0872574,1737033556.09016,1737033556.0905483,1737033556.0905488,1737033556.0905547,"[1737033559.2, 1737033559.4, 1737033559.6, 1737033559.8, 1737033560.0]",1737033556,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033557.0640686,1737033557.0667424,1737033557.0671275,1737033557.0671277,1737033557.0671325,"[1737033560.2, 1737033560.4, 1737033560.6, 1737033560.8, 1737033561.0]",1737033557,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033558.0898936,1737033558.093033,1737033558.0934408,1737033558.093441,1737033558.0934472,"[1737033561.2, 1737033561.4, 1737033561.6, 1737033561.8, 1737033562.0]",1737033558,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033559.0822806,1737033559.0846064,1737033559.0849915,1737033559.0849917,1737033559.0849972,"[1737033562.2, 1737033562.4, 1737033562.6, 1737033562.8, 1737033563.0]",1737033559,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033560.0863798,1737033560.0896437,1737033560.0901031,1737033560.0901034,1737033560.090109,"[1737033563.2, 1737033563.4, 1737033563.6, 1737033563.8, 1737033564.0]",1737033560,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033561.0777016,1737033561.080787,1737033561.0812237,1737033561.081224,1737033561.08123,"[1737033564.2, 1737033564.4, 1737033564.6, 1737033564.8, 1737033565.0]",1737033561,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033562.0669808,1737033562.0695221,1737033562.070061,1737033562.0700612,1737033562.0700703,"[1737033565.2, 1737033565.4, 1737033565.6, 1737033565.8, 1737033566.0]",1737033562,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033563.0714076,1737033563.07422,1737033563.0746121,1737033563.0746126,1737033563.0746186,"[1737033566.2, 1737033566.4, 1737033566.6, 1737033566.8, 1737033567.0]",1737033563,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033564.0943806,1737033564.096848,1737033564.097301,1737033564.0973015,1737033564.097307,"[1737033567.2, 1737033567.4, 1737033567.6, 1737033567.8, 1737033568.0]",1737033564,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033565.0923681,1737033565.0948322,1737033565.0952501,1737033565.0952504,1737033565.095257,"[1737033568.2, 1737033568.4, 1737033568.6, 1737033568.8, 1737033569.0]",1737033565,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033566.0856988,1737033566.0884972,1737033566.0889373,1737033566.0889378,1737033566.0889432,"[1737033569.2, 1737033569.4, 1737033569.6, 1737033569.8, 1737033570.0]",1737033566,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033567.0839798,1737033567.0865536,1737033567.0869956,1737033567.0869963,1737033567.087002,"[1737033570.2, 1737033570.4, 1737033570.6, 1737033570.8, 1737033571.0]",1737033567,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033568.091892,1737033568.0949721,1737033568.0954204,1737033568.0954206,1737033568.0954263,"[1737033571.2, 1737033571.4, 1737033571.6, 1737033571.8, 1737033572.0]",1737033568,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033569.068774,1737033569.0716314,1737033569.0720356,1737033569.072036,1737033569.072041,"[1737033572.2, 1737033572.4, 1737033572.6, 1737033572.8, 1737033573.0]",1737033569,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033570.0845575,1737033570.087286,1737033570.08772,1737033570.0877202,1737033570.087726,"[1737033573.2, 1737033573.4, 1737033573.6, 1737033573.8, 1737033574.0]",1737033570,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033571.0820715,1737033571.084644,1737033571.0849748,1737033571.084975,1737033571.0849795,"[1737033574.2, 1737033574.4, 1737033574.6, 1737033574.8, 1737033575.0]",1737033571,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033572.0737283,1737033572.0765073,1737033572.0768185,1737033572.076819,1737033572.076824,"[1737033575.2, 1737033575.4, 1737033575.6, 1737033575.8, 1737033576.0]",1737033572,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033573.057404,1737033573.0591204,1737033573.0594513,1737033573.0594516,1737033573.059458,"[1737033576.2, 1737033576.4, 1737033576.6, 1737033576.8, 1737033577.0]",1737033573,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033574.071614,1737033574.0735042,1737033574.073875,1737033574.0738752,1737033574.0738811,"[1737033577.2, 1737033577.4, 1737033577.6, 1737033577.8, 1737033578.0]",1737033574,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033575.0754688,1737033575.0777316,1737033575.0780861,1737033575.0780866,1737033575.0780928,"[1737033578.2, 1737033578.4, 1737033578.6, 1737033578.8, 1737033579.0]",1737033575,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033576.0696375,1737033576.0717583,1737033576.0720747,1737033576.0720747,1737033576.0720782,"[1737033579.2, 1737033579.4, 1737033579.6, 1737033579.8, 1737033580.0]",1737033576,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033577.0753853,1737033577.0778713,1737033577.0782874,1737033577.0782876,1737033577.078294,"[1737033580.2, 1737033580.4, 1737033580.6, 1737033580.8, 1737033581.0]",1737033577,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033578.0866718,1737033578.089365,1737033578.0898917,1737033578.089892,1737033578.0898979,"[1737033581.2, 1737033581.4, 1737033581.6, 1737033581.8, 1737033582.0]",1737033578,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033579.0864758,1737033579.0890586,1737033579.089492,1737033579.0894926,1737033579.0894983,"[1737033582.2, 1737033582.4, 1737033582.6, 1737033582.8, 1737033583.0]",1737033579,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033580.0834417,1737033580.085825,1737033580.086236,1737033580.0862362,1737033580.086243,"[1737033583.2, 1737033583.4, 1737033583.6, 1737033583.8, 1737033584.0]",1737033580,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033581.0716558,1737033581.0740938,1737033581.0745387,1737033581.074539,1737033581.0745463,"[1737033584.2, 1737033584.4, 1737033584.6, 1737033584.8, 1737033585.0]",1737033581,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033582.063899,1737033582.0667372,1737033582.0670931,1737033582.0670936,1737033582.0670977,"[1737033585.2, 1737033585.4, 1737033585.6, 1737033585.8, 1737033586.0]",1737033582,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033583.0865598,1737033583.0895088,1737033583.0899525,1737033583.089953,1737033583.0899591,"[1737033586.2, 1737033586.4, 1737033586.6, 1737033586.8, 1737033587.0]",1737033583,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033584.082602,1737033584.0848923,1737033584.0852594,1737033584.0852597,1737033584.0852644,"[1737033587.2, 1737033587.4, 1737033587.6, 1737033587.8, 1737033588.0]",1737033584,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033585.090976,1737033585.0937667,1737033585.094142,1737033585.0941422,1737033585.0941477,"[1737033588.2, 1737033588.4, 1737033588.6, 1737033588.8, 1737033589.0]",1737033585,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033586.0649197,1737033586.067567,1737033586.067949,1737033586.0679495,1737033586.0679538,"[1737033589.2, 1737033589.4, 1737033589.6, 1737033589.8, 1737033590.0]",1737033586,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033587.086266,1737033587.0886965,1737033587.0890853,1737033587.0890856,1737033587.0890906,"[1737033590.2, 1737033590.4, 1737033590.6, 1737033590.8, 1737033591.0]",1737033587,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033588.0889132,1737033588.0920658,1737033588.09247,1737033588.0924706,1737033588.0924752,"[1737033591.2, 1737033591.4, 1737033591.6, 1737033591.8, 1737033592.0]",1737033588,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033589.080206,1737033589.0830703,1737033589.0834458,1737033589.0834463,1737033589.0834525,"[1737033592.2, 1737033592.4, 1737033592.6, 1737033592.8, 1737033593.0]",1737033589,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033590.0832746,1737033590.085317,1737033590.0857134,1737033590.0857136,1737033590.085719,"[1737033593.2, 1737033593.4, 1737033593.6, 1737033593.8, 1737033594.0]",1737033590,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033596.0946348,1737033596.0973206,1737033596.097773,1737033596.0977733,1737033596.09778,"[1737033599.2, 1737033599.4, 1737033599.6, 1737033599.8, 1737033600.0]",1737033596,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033597.0799882,1737033597.0826206,1737033597.0830228,1737033597.083023,1737033597.0830274,"[1737033600.2, 1737033600.4, 1737033600.6, 1737033600.8, 1737033601.0]",1737033597,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033598.0890548,1737033598.092219,1737033598.0925825,1737033598.0925827,1737033598.0925882,"[1737033601.2, 1737033601.4, 1737033601.6, 1737033601.8, 1737033602.0]",1737033598,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033599.0664144,1737033599.0686686,1737033599.0690475,1737033599.0690475,1737033599.069053,"[1737033602.2, 1737033602.4, 1737033602.6, 1737033602.8, 1737033603.0]",1737033599,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737033600.0719073,1737033600.0744224,1737033600.0748117,1737033600.0748122,1737033600.0748184,"[1737033603.2, 1737033603.4, 1737033603.6, 1737033603.8, 1737033604.0]",1737033600,0,raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0
