timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1736610493.934928,1736610493.9360774,1736610493.9362369,1736610498.1434503,1736610498.1435194,"[1736610496.125, 1736610496.25, 1736610496.375, 1736610496.5, 1736610496.625, 1736610496.75, 1736610496.875, 1736610497.0]",1736610493,2,unified,0.0011425018310546875,0.2172226905822754,0.15715575218200684,0.22960305213928223,0.7787461280822754,2.7720248699188232
1736610495.547743,1736610495.5489829,1736610495.5491228,1736610500.8925176,1736610500.893521,"[1736610498.125, 1736610498.25, 1736610498.375, 1736610498.5, 1736610498.625, 1736610498.75, 1736610498.875, 1736610499.0]",1736610495,2,unified,0.01816725730895996,0.24866199493408203,0.3904078006744385,1.7669610977172852,0.5272586345672607,2.338132858276367
1736610497.5485349,1736610497.5496888,1736610497.5498478,1736610502.8863895,1736610502.8874192,"[1736610500.125, 1736610500.25, 1736610500.375, 1736610500.5, 1736610500.625, 1736610500.75, 1736610500.875, 1736610501.0]",1736610497,2,unified,0.09883570671081543,0.21986174583435059,0.2692141532897949,0.20995378494262695,0.5090014934539795,2.015056848526001
1736610499.240931,1736610499.2416615,1736610499.2417402,1736610505.4672344,1736610505.468679,"[1736610502.125, 1736610502.25, 1736610502.375, 1736610502.5, 1736610502.625, 1736610502.75, 1736610502.875, 1736610503.0]",1736610499,2,unified,0.34882020950317383,0.2247483730316162,1.0601513385772705,0.22493529319763184,1.7666893005371094,2.5399796962738037
1736610500.9349065,1736610500.935596,1736610500.9359517,1736610507.4737263,1736610507.4751525,"[1736610503.125, 1736610503.25, 1736610503.375, 1736610503.5, 1736610503.625, 1736610503.75, 1736610503.875, 1736610504.0]",1736610500,2,unified,0.007262468338012695,0.2332162857055664,0.26192235946655273,1.353105068206787,1.5973784923553467,2.0424885749816895
1736610502.548975,1736610502.5501368,1736610502.5502768,1736610509.2694407,1736610509.2711906,"[1736610505.125, 1736610505.25, 1736610505.375, 1736610505.5, 1736610505.625, 1736610505.75, 1736610505.875, 1736610506.0]",1736610502,2,unified,0.009832382202148438,0.3238682746887207,0.19166278839111328,0.4049723148345947,1.4409637451171875,1.7909955978393555
1736610504.2374942,1736610504.238189,1736610504.2382748,1736610511.9750345,1736610511.9764278,"[1736610507.125, 1736610507.25, 1736610507.375, 1736610507.5, 1736610507.625, 1736610507.75, 1736610507.875, 1736610508.0]",1736610504,2,unified,0.14688849449157715,0.25023984909057617,0.8105380535125732,0.27079129219055176,1.6448006629943848,2.687901258468628
1736610507.6243584,1736610507.6386383,1736610507.6389217,1736610513.5887487,1736610513.5901542,"[1736610510.125, 1736610510.25, 1736610510.375, 1736610510.5, 1736610510.625, 1736610510.75, 1736610510.875, 1736610511.0]",1736610507,2,unified,0.0012669563293457031,0.2344510555267334,1.0005793571472168,0.31344175338745117,0.5611433982849121,1.6252357959747314
1736610509.5478895,1736610509.5587254,1736610509.5588114,1736610514.9364367,1736610514.9382944,"[1736610512.125, 1736610512.25, 1736610512.375, 1736610512.5, 1736610512.625, 1736610512.75, 1736610512.875, 1736610513.0]",1736610509,2,unified,0.0021691322326660156,0.23319697380065918,2.1001436710357666,0.25737738609313965,1.4120042324066162,1.3516478538513184
1736610511.2408025,1736610511.2414393,1736610511.2415252,1736610517.4852467,1736610517.4866226,"[1736610514.125, 1736610514.25, 1736610514.375, 1736610514.5, 1736610514.625, 1736610514.75, 1736610514.875, 1736610515.0]",1736610511,2,unified,0.0019173622131347656,0.3195357322692871,0.2688443660736084,1.0105476379394531,1.2689526081085205,2.518305540084839
1736610512.9335444,1736610512.9342735,1736610512.9344344,1736610519.4549284,1736610519.4600098,"[1736610515.125, 1736610515.25, 1736610515.375, 1736610515.5, 1736610515.625, 1736610515.75, 1736610515.875, 1736610516.0]",1736610512,2,unified,0.20030879974365234,0.2880089282989502,0.29622507095336914,0.3084070682525635,0.7833702564239502,1.9924979209899902
