timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1737127317.7374074,1737127321.554532,1737127321.554933,1737127324.0554836,1737127324.0559123,"[1737127324.2619767, 1737127324.4619768, 1737127324.6619766, 1737127324.8619766, 1737127325.0619767]",1737127317,2,unified,0.004679203033447266,0.15637826919555664,0.18712496757507324,0.27994394302368164,0.6896369457244873,1.1721549034118652
1737127318.0191555,1737127321.5551202,1737127321.5562599,1737127324.5982103,1737127324.5989826,"[1737127324.803131, 1737127325.0031312, 1737127325.203131, 1737127325.403131, 1737127325.603131]",1737127318,2,unified,0.0009205341339111328,0.20787477493286133,0.12612247467041016,0.7909791469573975,0.1162099838256836,0.5010223388671875
1737127319.0207646,1737127321.5564358,1737127321.5567346,1737127324.9786167,1737127324.979604,"[1737127325.1831539, 1737127325.383154, 1737127325.5831537, 1737127325.7831538, 1737127325.9831538]",1737127319,2,unified,0.0015947818756103516,0.19196867942810059,0.619375467300415,0.2291426658630371,0.24942755699157715,0.4193766117095947
1737127320.0196598,1737127324.058694,1737127324.058867,1737127325.3659413,1737127325.3663192,"[1737127325.5687475, 1737127325.7687476, 1737127325.9687474, 1737127326.1687474, 1737127326.3687475]",1737127320,2,unified,0.0012137889862060547,0.15392470359802246,0.03548860549926758,0.2711446285247803,0.08088016510009766,0.38596296310424805
1737127321.0207853,1737127324.6019092,1737127324.6020873,1737127325.8474944,1737127325.8499074,"[1737127326.0526898, 1737127326.2526898, 1737127326.4526896, 1737127326.6526897, 1737127326.8526897]",1737127321,2,unified,0.0010917186737060547,0.13014578819274902,0.043935298919677734,0.18532061576843262,0.0997171401977539,0.41660308837890625
1737127322.0182664,1737127324.9817312,1737127324.9818125,1737127326.149914,1737127326.1504118,"[1737127326.3543553, 1737127326.5543554, 1737127326.7543552, 1737127326.9543552, 1737127327.1543553]",1737127322,2,unified,0.0028955936431884766,0.17481017112731934,0.09702920913696289,0.1411125659942627,0.08873844146728516,0.3679661750793457
1737127323.0181713,1737127325.367543,1737127325.3676069,1737127326.628299,1737127326.6287453,"[1737127326.8322515, 1737127327.0322516, 1737127327.2322514, 1737127327.4322515, 1737127327.6322515]",1737127323,2,unified,0.026491641998291016,0.17201638221740723,0.030008554458618164,0.1480560302734375,0.10490989685058594,0.4807913303375244
1737127324.0164092,1737127325.851435,1737127325.8515096,1737127326.9798398,1737127326.980253,"[1737127327.2, 1737127327.4, 1737127327.6, 1737127327.8, 1737127328.0]",1737127324,2,unified,0.0007693767547607422,0.14281582832336426,0.11807870864868164,0.12227606773376465,0.0834345817565918,0.3467073440551758
1737127325.0159628,1737127326.1525493,1737127326.152965,1737127327.3939683,1737127327.3950138,"[1737127328.2, 1737127328.4, 1737127328.6, 1737127328.8, 1737127329.0]",1737127325,2,unified,0.001352071762084961,0.15725469589233398,0.06621527671813965,0.0873720645904541,0.12176513671875,0.4088611602783203
1737127326.016805,1737127326.6300778,1737127326.630141,1737127327.8191767,1737127327.819936,"[1737127329.2, 1737127329.4, 1737127329.6, 1737127329.8, 1737127330.0]",1737127326,2,unified,0.001191854476928711,0.14287543296813965,0.1458568572998047,0.09661078453063965,0.08572244644165039,0.4308583736419678
1737127327.016837,1737127327.0177991,1737127327.017889,1737127328.119321,1737127328.119397,"[1737127330.2, 1737127330.4, 1737127330.6, 1737127330.8, 1737127331.0]",1737127327,2,unified,0.0009086132049560547,0.16106224060058594,0.15244507789611816,0.08848142623901367,0.10201072692871094,0.30391812324523926
1737127328.0174868,1737127328.0181272,1737127328.0184808,1737127328.6808999,1737127328.680989,"[1737127331.2, 1737127331.4, 1737127331.6, 1737127331.8, 1737127332.0]",1737127328,2,unified,0.0034704208374023438,0.1562819480895996,0.024502038955688477,0.06577157974243164,0.09767985343933105,0.30558156967163086
1737127329.0181541,1737127329.0190146,1737127329.0191507,1737127329.8215468,1737127329.821643,"[1737127332.2, 1737127332.4, 1737127332.6, 1737127332.8, 1737127333.0]",1737127329,2,unified,0.0014052391052246094,0.15722393989562988,0.03862595558166504,0.0991973876953125,0.0711205005645752,0.4247431755065918
1737127330.0188918,1737127330.0206556,1737127330.0209591,1737127330.844146,1737127330.844248,"[1737127333.2, 1737127333.4, 1737127333.6, 1737127333.8, 1737127334.0]",1737127330,2,unified,0.0013232231140136719,0.164719820022583,0.03443169593811035,0.12014293670654297,0.07829403877258301,0.4088771343231201
1737127331.0162227,1737127331.0170796,1737127331.0178812,1737127331.8152823,1737127331.8153834,"[1737127334.2, 1737127334.4, 1737127334.6, 1737127334.8, 1737127335.0]",1737127331,2,unified,0.0012650489807128906,0.15820002555847168,0.03569293022155762,0.10796833038330078,0.10080432891845703,0.3830702304840088
1737127332.0207214,1737127332.0249143,1737127332.0250373,1737127332.783292,1737127332.783393,"[1737127335.2, 1737127335.4, 1737127335.6, 1737127335.8, 1737127336.0]",1737127332,2,unified,0.0011548995971679688,0.1712360382080078,0.030351877212524414,0.12818145751953125,0.07518124580383301,0.34296083450317383
1737127333.0197008,1737127333.0205832,1737127333.0207174,1737127333.8416433,1737127333.8419886,"[1737127336.2, 1737127336.4, 1737127336.6, 1737127336.8, 1737127337.0]",1737127333,2,unified,0.001371622085571289,0.2031407356262207,0.026178598403930664,0.09769821166992188,0.09791779518127441,0.3834414482116699
1737127334.1282618,1737127334.1289833,1737127334.1290927,1737127334.9781272,1737127334.9781973,"[1737127337.2, 1737127337.4, 1737127337.6, 1737127337.8, 1737127338.0]",1737127334,2,unified,0.0017273426055908203,0.14785146713256836,0.02690863609313965,0.11333584785461426,0.08553194999694824,0.4655904769897461
1737127335.1271286,1737127335.128122,1737127335.1282132,1737127336.6166148,1737127336.616707,"[1737127338.2, 1737127338.4, 1737127338.6, 1737127338.8, 1737127339.0]",1737127335,2,unified,0.0010967254638671875,0.17042899131774902,0.04019761085510254,0.12288117408752441,0.09885787963867188,1.020887851715088
1737127336.0183623,1737127336.0192533,1737127336.0193806,1737127337.6436787,1737127337.6437936,"[1737127339.2, 1737127339.4, 1737127339.6, 1737127339.8, 1737127340.0]",1737127336,2,unified,0.00799250602722168,0.17087864875793457,0.34493303298950195,0.12578463554382324,0.1139369010925293,0.8289098739624023
1737127337.126344,1737127337.127113,1737127337.127185,1737127338.380571,1737127338.3811672,"[1737127340.2, 1737127340.4, 1737127340.6, 1737127340.8, 1737127341.0]",1737127337,2,unified,0.002535581588745117,0.15641331672668457,0.27117085456848145,0.12700319290161133,0.11853694915771484,0.5525209903717041
1737127338.015652,1737127338.016293,1737127338.016517,1737127339.0406196,1737127339.0407045,"[1737127341.2, 1737127341.4, 1737127341.6, 1737127341.8, 1737127342.0]",1737127338,2,unified,0.0007042884826660156,0.15401434898376465,0.1490645408630371,0.11819219589233398,0.09419941902160645,0.4931318759918213
