timestamps_client_received,timestamps_decoder_received,timestamps_codec_start,timestamps_codec_end,timestamps_decoder_finished,timestamps_playout,ID,quality,codec_info,time_measurements_bitstream_reading,time_measurements_geometry_decompression,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_guassian_model,time_measurements_synthesis_transform
1736875384.1154306,1736875384.116385,1736875384.1165051,1736875386.274753,1736875386.2757654,"[1736875386.481644, 1736875386.681644, 1736875386.8816438, 1736875387.0816438, 1736875387.2816439]",1736875384,2,unified,0.001302480697631836,0.1302013397216797,0.12758207321166992,0.13203191757202148,0.6565537452697754,1.0992274284362793
1736875385.11467,1736875385.1160583,1736875385.1161938,1736875387.0250287,1736875387.0259624,"[1736875387.2309759, 1736875387.430976, 1736875387.6309757, 1736875387.8309758, 1736875388.0309758]",1736875385,2,unified,0.002575397491455078,0.1417248249053955,0.02803325653076172,0.07335805892944336,0.36875343322753906,0.7509903907775879
1736875386.1167672,1736875386.1177347,1736875386.117894,1736875387.5098522,1736875387.5099413,"[1736875388.2, 1736875388.4, 1736875388.6, 1736875388.8, 1736875389.0]",1736875386,2,unified,0.015293121337890625,0.1317446231842041,0.0680391788482666,0.12988686561584473,0.5520553588867188,0.47834086418151855
1736875387.1148872,1736875387.1153796,1736875387.11546,1736875388.0692587,1736875388.0693476,"[1736875389.2, 1736875389.4, 1736875389.6, 1736875389.8, 1736875390.0]",1736875387,2,unified,0.0007319450378417969,0.12718892097473145,0.26032066345214844,0.054047584533691406,0.13190412521362305,0.3720221519470215
1736875388.1162732,1736875388.116858,1736875388.116947,1736875388.8729649,1736875388.8730516,"[1736875390.2, 1736875390.4, 1736875390.6, 1736875390.8, 1736875391.0]",1736875388,2,unified,0.001085519790649414,0.12545514106750488,0.0277554988861084,0.05513572692871094,0.1386430263519287,0.40001392364501953
1736875389.1178098,1736875389.1183612,1736875389.1184354,1736875389.71053,1736875389.7105994,"[1736875391.2, 1736875391.4, 1736875391.6, 1736875391.8, 1736875392.0]",1736875389,2,unified,0.0009152889251708984,0.12160611152648926,0.024675607681274414,0.047564029693603516,0.1196281909942627,0.2716841697692871
1736875390.1146808,1736875390.1152046,1736875390.115276,1736875390.7818325,1736875390.7819,"[1736875392.2, 1736875392.4, 1736875392.6, 1736875392.8, 1736875393.0]",1736875390,2,unified,0.0009927749633789062,0.12168645858764648,0.025083541870117188,0.0480802059173584,0.128251314163208,0.33558154106140137
1736875391.1167567,1736875391.1173298,1736875391.1174011,1736875391.9028957,1736875391.9029646,"[1736875393.2, 1736875393.4, 1736875393.6, 1736875393.8, 1736875394.0]",1736875391,2,unified,0.0010557174682617188,0.12557029724121094,0.02827763557434082,0.05547595024108887,0.13581633567810059,0.43184995651245117
1736875392.117012,1736875392.1176462,1736875392.1177237,1736875393.0012634,1736875393.001344,"[1736875394.2, 1736875394.4, 1736875394.6, 1736875394.8, 1736875395.0]",1736875392,2,unified,0.0011620521545410156,0.12660598754882812,0.029615163803100586,0.0548398494720459,0.14318037033081055,0.5197272300720215
1736875393.11483,1736875393.1154768,1736875393.115549,1736875394.1956773,1736875394.195751,"[1736875395.2, 1736875395.4, 1736875395.6, 1736875395.8, 1736875396.0]",1736875393,2,unified,0.0010318756103515625,0.13052773475646973,0.03189349174499512,0.06562685966491699,0.1528172492980957,0.6886475086212158
1736875394.1187973,1736875394.1193895,1736875394.119459,1736875394.9126835,1736875394.9127598,"[1736875396.2, 1736875396.4, 1736875396.6, 1736875396.8, 1736875397.0]",1736875394,2,unified,0.003567218780517578,0.1284475326538086,0.02781987190246582,0.055687904357910156,0.1439821720123291,0.42562389373779297
